ID,Short,Source,Progress,Provenance,Editor,OCR,Etymology_Provenance
Buddruss,Buddruss,(or G.B.) Personally communicated by Professor G. Buddruss.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Buddruss Kan,Buddruss Kan,"Georg Buddruss, Kanyawali: Proben eines Maiyã̄-Dialektes aus Tangir (Hindukusch). München, 1959.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Buddruss Woṭ,Buddruss Woṭ,"Georg Buddruss, Die Sprache von Woṭapūr und Kaṭārqalā. Bonn, 1960.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Burrow KharDoc,Burrow KharDoc,"T. Burrow, The Language of the Kharoṣṭhi Documents from Chinese Turkestan. Cambridge, 1937.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Burrow Shwa,Burrow Shwa,"T. Burrow, The Problem of Shwa in Sanskrit. Oxford, 1978.",No,data/cdial/cdial.csv,Aryaman Arora,No,
C.Shackle,C.Shackle,"A Gutu Nānak Glossary. London, 1981 (supplement in BSOAS xlvii).",No,data/cdial/cdial.csv,Aryaman Arora,No,
CII,CII,"Corpus Inscriptionum Indicarum. Volume I Oxford, 1925. Volume II Calcutta, 1929.",No,data/cdial/cdial.csv,Aryaman Arora,No,
COJ,COJ,Calcutta Oriental Journal.,No,data/cdial/cdial.csv,Aryaman Arora,No,
CPD,CPD,"A Critical Pali Dictionary. Begun by V. Trenckner, revised, continued and edited by Dines Andersen and Helmer Smith. Copenhagen, 1924-.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Childers DPL,Childers DPL,"R. C. Childers, A Dictionary of the Pâli Language. London, 1875 (reprint 1923).",No,data/cdial/cdial.csv,Aryaman Arora,No,
ColPa,ColPa,"R. L. Turner, Collected Papers 1912–1973. Oxford, 1975.",No,data/cdial/cdial.csv,Aryaman Arora,No,
DED,DED,"T. Burrow and M. B. Emeneau, A Dravidian Etymological Dictionary. Oxford, 1961. [References to numbered entries.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
DGW,DGW,"(or Sampson) John Sampson, The Dialect of the Gypsies of Wales. Oxford, 1926.",No,data/cdial/cdial.csv,Aryaman Arora,No,
DSL,DSL,"A Dictionary of the Sinhalese Language. Colombo, 1935-.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Dave,Dave,Personally communicated by Dr. T. N. Dave.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Dave GujLg,Dave GujLg,"T. N. Dave, A Study of the Gujarati Language in the 16th century (V.S.). London, 1935.",No,data/cdial/cdial.csv,Aryaman Arora,No,
EA,EA,"Baburam Saksena, Evolution of Awadhi. Allahabad, 1937.",No,data/cdial/cdial.csv,Aryaman Arora,No,
EGS,EGS,"Wilhelm Geiger, An Etymological Glossary of the Sinhalese Language. Colombo, 1941.",No,data/cdial/cdial.csv,Aryaman Arora,No,
EI,EI,Epigraphia Indica. Calcutta.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
EOL,EOL,"K. B. Tripathi, The Evolution of Oriya Language and Script. Cuttack, 1962.",No,data/cdial/cdial.csv,Aryaman Arora,No,
ES,ES,"Wilhelm Geiger, Etymologie des Singhalesischen. München, 1897. Aus den Abhandlungen der k. bayer. Akademie der Wiss. I Cl. XXI Bd. II Abth. [Page references to separate offprint in which pp. 3-99 = pp. 177-273.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
EVP,EVP,"G. Morgenstierne, An Etymological Vocabulary of Pashto. Oslo. [Skrifter utgitt av Det Norske VidenskapsAkademi i Oslo II Hist.-Filos. Klasse, 1927, No. 3.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
EVSh,EVSh,"Georg Morgenstierne, Etymological Vocabulary of the Shughni Group. Wiesbaden, 1974.",No,data/cdial/cdial.csv,Aryaman Arora,No,
EWA,EWA,"Manfred Mayrhofer, Kurzgefasstes etymologisches Wörterbuch des Altindischen. Heidelberg, 1953-.",No,data/cdial/cdial.csv,Aryaman Arora,No,
EZ,EZ,Epigraphia Zeylanica. Colombo.,No,data/cdial/cdial.csv,Aryaman Arora,No,
El,El,"W. J. Elmslie, A Vocabulary of the Kashmiri Language. London, 1872.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Emeneau Sk. bhōgin-,Emeneau Sk. bhōgin-,"“Sk. bhōgin-”, in American, Indian and Indo-European Studies: Papers to honor Madison S. Beeler. Trends in Linguistics: Studies and Monographs 16. The Hague, 1980.",No,data/cdial/cdial.csv,Aryaman Arora,No,
FOK,FOK,"(or Katre FKo) S. M. Katre, The Formation of Koṅkaṇī. Bombay, 1942.",No,data/cdial/cdial.csv,Aryaman Arora,No,
FestskrBroch,FestskrBroch,"Festskrift til Professor Olaf Broch. Oslo, 1947.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Finck AZ,Finck AZ,"F. N. Finck, Die Sprache der armenischen Zigeuner. Mémoires de l'Académie imperiale des Sciences de St.-Pétersbourg, VIIIe series, Classe Historico-philologique Vol. viii 5.",No,data/cdial/cdial.csv,Aryaman Arora,No,
G.M,G.M,See Morgenstierne.,No,data/cdial/cdial.csv,Aryaman Arora,No,
GHA,GHA,Göteborgs Högskolas Årsskrift.,No,data/cdial/cdial.csv,Aryaman Arora,No,
GS,GS,"Wilhelm Geiger, A Grammar of the Sinhalese Language. Colombo, 1938.",No,data/cdial/cdial.csv,Aryaman Arora,No,
GWZS,GWZS,"S. A. Wolf, Grosses Wörterbuch der Zigeuner-Sprache. Mannheim, 1960. [References to numbers of articles.]",No,data/cdial/cdial.csv,Aryaman Arora,No,
Ge,Ge,"K. F. Geldner, Der Rigveda übersetzt und erläutert.",No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
Geiger PLS,Geiger PLS,"Wilhelm Geiger, Pali Literatur und Sprache. Strassburg, 1916.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Grahame Bailey,Grahame Bailey,Personally communicated by Dr. T. Grahame Bailey.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Grierson BPL,Grierson BPL,"George A. Grierson, Bihar Peasant Life. Patna, 1885. 2nd edition 1926.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Grierson KD,Grierson KD,"George A. Grierson, A Dictionary of Kāshmīrī Language. Calcutta, 1932.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Grierson Tor,Grierson Tor,"George A. Grierson, Torwali: An account of a Dardic language of the Swat Kohistan. London, 1929.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Grām,Grām,See Gupta Grām.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Gupta Grām,Gupta Grām,"Hariprasād Gupta, Grāmodyog aur unkī śabdāvalī. Delhi, 1958.",No,data/cdial/cdial.csv,Aryaman Arora,No,
HJ,HJ,"H. Yule and A. C. Burnell, HobsonJobson: A glossary of Colloquial Anglo-Indian Words and Phrases. New edition by W. Crooke. London, 1903.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Hendriksen,Hendriksen,Personally communicated by Professor H. Hendriksen.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Hettiaratchi Indeclinables,Hettiaratchi Indeclinables,"D. E. Hettiaratchi, Indeclinables in Sinhalese.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Him.I,Him.I,"Hans Hendriksen, Himachali Studies I: Vocabulary. København, 1976.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Horn NPE,Horn NPE,"Paul Horn, Grundriss der Neupersischen Etymologie. Strassburg, 1893.",No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
Hultzsch As,Hultzsch As,"E. Hultzsch, Inscriptions of Asoka. [Corpus Inscriptionum Indicarum, vol. i.] Oxford, 1925.",No,data/cdial/cdial.csv,Aryaman Arora,No,
HŚS,HŚS,"Śyām Sundar Dās, Hindīśabdasāgara. Allahabad, 1929.",No,data/cdial/cdial.csv,Aryaman Arora,No,
IEW,IEW,"(or Pokorny) Julius Pokorny, Indogermanisches etymologisches Wörterbuch. Bern, 1959.",No,data/cdial/cdial.csv,Aryaman Arora,No,
IF,IF,Indogermanische Forschungen. Zeitschrift für Indogermanistik und allgemeine Sprachwissenschaft. Berlin.,No,data/cdial/cdial.csv,Aryaman Arora,No,
IIFL,IIFL,"G. Morgenstierne, Indo-Iranian Frontier Languages. Oslo, 1929-56.",No,data/cdial/cdial.csv,Aryaman Arora,No,
IIJ,IIJ,Indo-Iranian Journal.,No,data/cdial/cdial.csv,Aryaman Arora,No,
IL,IL,Indian Linguistics. Bulletin of the Linguistic Society of India. Poona.,No,data/cdial/cdial.csv,Aryaman Arora,No,
JA,JA,Journal Asiatique. Paris.,No,data/cdial/cdial.csv,Aryaman Arora,No,
JAOS,JAOS,Journal of the American Oriental Society. New Haven.,No,data/cdial/cdial.csv,Aryaman Arora,No,
JBORS,JBORS,Journal of the Bihar and Orissa Research Society. Patna.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
JGIS,JGIS,Journal of the Greater India Society.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
JGLS,JGLS,Journal of the Gypsy Lore Society. Edinburgh.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Ju,Ju,"(or Jukes) A. Jukes, Dictionary of the Jatki or Western Panjábi Language. Lahore, 1900.",No,data/cdial/cdial.csv,Aryaman Arora,No,
KZ,KZ,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der indogermanischen Sprachen. Begründet von A. Kuhn. Göttingen.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Kern Toev,Kern Toev,"H. Kern, Toevoegselen op 't Woordenboek van Childers; 2 pts. [Verhandlingen Kon. Ak. von Weetenschappen te Amsterdam N.R. xvi 5.] Amsterdam, 1916.",No,data/cdial/cdial.csv,Aryaman Arora,No,
KharI,KharI,"Sten Konow, Kharoṣṭhī Inscriptions. [Corpus Inscriptionum Indicarum, vol. ii, part 1.] Calcutta, 1929.",No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
KhubSD,KhubSD,"Lachman M. Khubcandani, A Comprehensive Sindhi Dictionary. Mimeographed specimen pages, Sindhi Linguistics Department, Deccan College, Poona, received 20 January 1969.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Kuiper Myth,Kuiper Myth,"F. B. J. Kuiper, An Austro-Asiatic Myth in the Rigveda. [Mededelingen der Koninklijke Nederlandsche Akademie . . . Deel 13, No. 7.] Amsterdam, 1950.",No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
Kuiper PMWS,Kuiper PMWS,See PMWS,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
LFG,LFG,"Mahavir Prasad Lakhera, The Formation of Gaṛhwāḷī. D.Litt. thesis, Calcutta, submitted September 1964.",No,data/cdial/cdial.csv,Aryaman Arora,No,
LM,LM,"Jules Bloch, La Formation de la Langue Marathe. Paris, 1920.",No,data/cdial/cdial.csv,Aryaman Arora,No,
LNH,LNH,"T. Grahame Bailey, Languages of the Northern Himalayas. Asiatic Society’s Monographs XII. London, 1908.",No,data/cdial/cdial.csv,Aryaman Arora,No,
LOL,LOL,"G. C. Praharaja, A Lexicon of the Oriya Language: Pūrṇṇachandra Orḍiā Bhāshā-kosha. Cuttack, 1931–1940.",No,data/cdial/cdial.csv,Aryaman Arora,No,
LStH,LStH,"T. Grahame Bailey, Linguistic Studies from the Himalayas. London, 1920.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Laufer,Laufer,"Bernard Laufer, Sino-Iranica: Chinese Contributions to the History of Civilisation in Ancient Iran. Chicago, 1919.",No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
Lor,Lor,(or Lorimer) Personally communicated by Lt. Col. D. L. R. Lorimer C.I.E.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Lorimer BurLg,Lorimer BurLg,"D. L. R. Lorimer, The Burushaski Language. Oslo, 1935.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Lorimer ḌumLg,Lorimer ḌumLg,"D. L. R. Lorimer, The Ḍumāki Language: Outlines of the Speech of the Ḍoma or Bēricho of Hunza. [Publications de la Commission d'Enquête Linguistique, iv.] Nijmegen, 1939.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Lüders BSBU,Lüders BSBU,"H. Lüders, Beobachtungen über die Sprache des buddhistischen Urkanons (aus dem Nachlass herausgegeben von B. Waldschmidt). Berlin, 1954.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Lüders PhilInd,Lüders PhilInd,"Philologica Indica. Ausgewählte kleine Schriften von Heinrich Lüders. Göttingen, 1940.",No,data/cdial/cdial.csv,Aryaman Arora,No,
MO,MO,"Le Monde Oriental. Archives pour l'Histoire et l'Ethnographie, les Langues et Littératures, Religions et Traditions de l'Europe Orientale et de l'Asie. Uppsala.",No,data/cdial/cdial.csv,Aryaman Arora,No,
MSL,MSL,Mémoires de la Société de Linguistique de Paris.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Master GrOM,Master GrOM,"A. Master, A Grammar of Old Marāṭhī. Oxford, 1964.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Maya Singh PD,Maya Singh PD,"Bhai Maya Singh, The Panjábi Dictionary. Lahore, 1895.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Mayrhofer HPa,Mayrhofer HPa,"M. Mayrhofer, Handbuch des Pali. Heidelberg, 1951.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Miklosich Mund,Miklosich Mund,"Franz Miklosich, Über die Mundarten und die Wanderungen der Zigeuner Europa's. Wien, 1872-80.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Miscellany,Miscellany,A Miscellany of Papers published by the Rao Sahib G. V. Ramamurti Pantulu's Birthday Celebration Committee.,No,cldf/forms.csv (upstream import path unavailable),Aryaman Arora,No,
Molesworth MD,Molesworth MD,"J. T. Molesworth, A Dictionary Marāṭhī and English. 2nd edition. Bombay, 1857.",No,data/cdial/cdial.csv,Aryaman Arora,No,
Morgenstierne,Morgenstierne,(or G.M.) Personally communicated by Professor G. Morgenstierne.,No,data/cdial/cdial.csv,Aryaman Arora,No,
Morgenstierne ID,Morgenstierne ID,"G. Morgenstierne, Irano-Dardica. Beiträge zur Iranistik 5. Wiesbaden, 1973.",No,data/cdial/cdial.csv,Aryaman Arora,No,
ND,ND,"R. L. Turner, A Comparative and Etymological Dictionary of the Nepali Language. London, 1931.",No,data/cdial/cdial.csv,Aryaman Arora,No,
NIA,NIA,New Indian Antiquary. Poona.,No,data/cdial/cdial.csv,Aryaman Arora,No,
NOGaw,NOGaw,"Georg Morgenstierne, Notes on Gawar-Bati. [Skrifter utgitt av Det Norske Videnskaps-Akademi i Oslo, II Hist.-Filos. Klasse. 1950 No. 1.] Oslo, 1950.",No,data/cdial/cdial.csv,Aryaman Arora,No,
