Parameter_ID,Headword,Strategy,Source_Form_ID,Source_Language_ID,Source,Tags,Note
d2530,cintu,dedr-reflex,f_tjjbf233maf7e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2531,*Cinp,merriam-pdr,f_p3b5ahuemkjkc,PDr,"merriam2026dravidiandb[record 2727, DEDR 2531]",,First source-ordered Merriam database reconstruction classified as PDr.
d2532,*ćipar-,merriam-pdr,f_mnxonvchrjrlm,PDr,"merriam2026dravidiandb[record 2728, DEDR 2532]",,First source-ordered Merriam database reconstruction classified as PDr.
d2533,cippa-kasuvu,dedr-reflex,f_4jnyxte66tsxw,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2534,cippam,dedr-reflex,f_bptez5akzthuw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2535,ippi,dedr-reflex,f_l5frw7hu2d5xc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2536,ceb,dedr-reflex,f_afqdkskxmjrww,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2537,cibbala,dedr-reflex,f_v6e3fvapdylnk,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2538,jibb-aḍike,dedr-reflex,f_slrrtparutxi2,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2539,cemmal,dedr-reflex,f_5gvuc3cg3z6ok,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2540,*cim-i(ṇ)ṭ/u(ṇ)ṭ-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2541,*čim-,merriam-pdr,f_5slku7bvr3rze,PDr,"merriam2026dravidiandb[record 2737, DEDR 2541];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2542,imiṛ̆,dedr-reflex,f_2cfjtdrgjy4eq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2543,cimiṭṭu,dedr-reflex,f_uto6l3mgxnb7e,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2544,**cimV,krishnamurti-pfeiffer,,PDr,pfeiffer2018,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2545,imai,dedr-reflex,f_76phpm6hrkkyk,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2546,cimpu,dedr-reflex,f_nfrdrbvn3n36g,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2547,homburu,dedr-reflex,f_xom5ova2j4qh2,Kui,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2548,*cim(p)-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2549,*cij-,merriam-pdr,f_jgrahhxhehrci,PDr,"merriam2026dravidiandb[record 2745, DEDR 2549]",,First source-ordered Merriam database reconstruction classified as PDr.
d2550,ciraṭṭai,dedr-reflex,f_onjumdg3heaxi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2551,ciral,dedr-reflex,f_encnzoxlc2rj6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2552,*cir-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6244, DEDR 2552];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2553,*cir,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2554,sir ( siḍl),dedr-reflex,f_luutqxd4igsxc,Kolami,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2555,cirmol (cirmocil),dedr-reflex,f_xbpgyoh2c7qi2,Parji,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2556,*ǯir-,merriam-pdr,f_q2gqpyjsxmkja,PDr,"merriam2026dravidiandb[record 2752, DEDR 2556]",,First source-ordered Merriam database reconstruction classified as PDr.
d2557,reg- (-it-),dedr-reflex,f_znurbhdg6zhhs,Konda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2558,sirsa,dedr-reflex,f_gdgtipgib4x5a,Konda,dedr;BB-Konda,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2559,*cil-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6249, DEDR 2559];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2560,il,dedr-reflex,f_nw34b7bizqksq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2561,cilaka,dedr-reflex,f_ky7xvbzygjcli,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2562,cilanti,dedr-reflex,f_xy4qc67rlivwi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2563,cilanti,dedr-reflex,f_zs6msbc7ld2f4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2564,cilampam,dedr-reflex,f_ygybc3zjqylca,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2565,ilir,dedr-reflex,f_mdkywih2i6fkq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2566,cilu,dedr-reflex,f_krr2dz73kfg24,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2567,ciluku,dedr-reflex,f_fnpq6rzo6coda,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2568,cilukku,dedr-reflex,f_hnf5crowv7o7o,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2569,*čil-,merriam-pdr,f_zktxxsei2ckf2,PDr,"merriam2026dravidiandb[record 2766, DEDR 2569];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2570,ciluppu,dedr-reflex,f_jlwqxgpdijyey,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2571,cilai,dedr-reflex,f_26bwgjmh2fkpo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2572,*ǯīl-ā,merriam-pdr,f_ce263w3ud45ug,PDr,"merriam2026dravidiandb[record 2769, DEDR 2572]",,First source-ordered Merriam database reconstruction classified as PDr.
d2573,*ǯil-,merriam-pdr,f_e63kq2flwcb5s,PDr,"merriam2026dravidiandb[record 2770, DEDR 2573]",,First source-ordered Merriam database reconstruction classified as PDr.
d2574,cillaṟai,dedr-reflex,f_nsejghaeduhc2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2575,illi,dedr-reflex,f_uhecav372qooi,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2576,cilucilu,dedr-reflex,f_26c4fkbuxmxhq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2577,cillai,dedr-reflex,f_brc7ymq66nhve,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2578,jiv jiv in- (iḏ-),dedr-reflex,f_yaifoo5i6vlxe,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2579,civiŋki,dedr-reflex,f_m4sfysfyua67e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2580,civiṟi,dedr-reflex,f_zqrdy4anndhe6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2581,civk,dedr-reflex,f_ck43i6jex2fro,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2582,siṛī,dedr-reflex,f_72dmncbb4ui7g,Gondi,dedr;W-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2583,hiṛka,dedr-reflex,f_piskf4mt6ygmo,Gondi,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2584,*cir-V-tt-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6248, DEDR 2584];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2585,*Sil-,merriam-pdr,f_gblqalgwrmxea,PDr,"merriam2026dravidiandb[record 2782, DEDR 2585];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2586,*cilp-,merriam-pdr,f_yvvbkcfwfr2jw,PDr,"merriam2026dravidiandb[record 2783, DEDR 2586]",,First source-ordered Merriam database reconstruction classified as PDr.
d2587,*ciḷ-,merriam-pdr,f_cwysqwyjqed52,PDr,"merriam2026dravidiandb[record 2784, DEDR 2587];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2588,ciḷḷ-eṉal,dedr-reflex,f_4wfxdm3szelwo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2589,ciṟa,dedr-reflex,f_t5xatblm4glje,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2590,ciṟuttai,dedr-reflex,f_nn6rylmvma3iq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2591,*keṯ-V-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6188, DEDR 2591];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2592,ciṉai,dedr-reflex,f_inyykpvw2srby,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2593,siner,dedr-reflex,f_z53chmoqnb3i6,Konda,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2594,*ciṉṉ-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2595,cinnañci,dedr-reflex,f_ctfwtxla76tro,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2596,ciṉṉam,dedr-reflex,f_lyqgw2cpfo3x4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2597,ciṉṉi,dedr-reflex,f_dn5vjkde4m5uy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2598,*ciy-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2599,*cī-p,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2600,*čī(v)-,merriam-pdr,f_7qgfsqonxhk3e,PDr,"merriam2026dravidiandb[record 2797, DEDR 2600];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2601,**cīr-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2602,jīānā,dedr-reflex,f_xyj5m4tcqq7qu,Gondi,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2603,cī,dedr-reflex,f_f3mpugmjc33pg,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2604,*cīn-kk-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6565, DEDR 2604];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2605,sīgaḍi,dedr-reflex,f_3gxblodcy4fmq,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2606,cīkuru-vāyi,dedr-reflex,f_2ir63bwd44gjk,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2607,*cīk-kāy,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2608,sṛīnga,dedr-reflex,f_egu64vkc3jmaw,Kui,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2609,*cic-,merriam-pdr,f_pdyurdfaxytv2,PDr,"merriam2026dravidiandb[record 2807, DEDR 2609]",,First source-ordered Merriam database reconstruction classified as PDr.
d2610,īcal,dedr-reflex,f_ojh7xtcmc4v6m,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2611,cīṭu,dedr-reflex,f_bafeh3s2qkt7a,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2612,cīṭai,dedr-reflex,f_gzcoaenxiqxvc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2613,*Sīḍ-,merriam-pdr,f_x3kspr2qldfyw,PDr,"merriam2026dravidiandb[record 2811, DEDR 2613]",,First source-ordered Merriam database reconstruction classified as PDr.
d2614,*sīn-ā,merriam-pdr,f_f3yunnqvospik,PDr,"merriam2026dravidiandb[record 2812, DEDR 2614]",,First source-ordered Merriam database reconstruction classified as PDr.
d2615,sītaṟ,dedr-reflex,f_atcppaiicbzfw,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2616,cīttai,dedr-reflex,f_skla4mlsxwoow,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d2617,*cīn-t(t)-V-,krishnamurti-pfeiffer,,PDr,"merriam2026dravidiandb[record 6566, DEDR 2617];krishnamurti",,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d2618,*cīr-nd-,merriam-pdr,f_tqsirzadqmabe,PDr,"merriam2026dravidiandb[record 2816, DEDR 2618];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d2619,*sip-ṛi,merriam-pdr,f_obauwo5fsd7e4,PDr,"merriam2026dravidiandb[record 2817, DEDR 2619]",,First source-ordered Merriam database reconstruction classified as PDr.
d2620,sīpī,dedr-reflex,f_ge2d2uaddcqry,Gondi,dedr;Tr-Gondi,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
