Cognateset_ID,Language_ID,Form,Description,Source
8821,Indo-Aryan,prasattá,"<html><body><number>8821</number> <b>prasattá</b> 'satisfied, pleased' RV. (Sāy.) [~ <smallcaps>prasanna-. — √sad</smallcaps>]",cdial
8822,Indo-Aryan,prasatti,<html><body><number>8822</number> <b>prasatti</b> f. 'favour' Bālar. [√<smallcaps>sad</smallcaps>],cdial
8823,Indo-Aryan,prasanna,"<html><body><number>8823</number> <b>prasanna</b> 'pleased' MaitrUp., 'clear, bright' MBh. [~ <smallcaps>prasattá-. — √sad</smallcaps>]",cdial
8824,Indo-Aryan,prasara,"<html><body><number>8824</number> <b>prasara</b> m. 'advance, extension' Kālid. [√<smallcaps>sr̥</smallcaps>]",cdial
8825,Indo-Aryan,prásarati,"<html><body><number>8825</number> <b>prásarati</b> intr. 'advances, extends' RV., 'breaks out (of disease)' MBh. [√<smallcaps>sr̥</smallcaps>]",cdial
8826,Indo-Aryan,prásarpati,"<html><body><number>8826</number> <b>prásarpati</b> 'glides into' RV., 'streams forth' MBh. [Cf. <i>prasarpa</i>- m., Pk. <i>pasappa</i>- m. 'extension'. — √<smallcaps>sr̥p</smallcaps>]",cdial
8827,Indo-Aryan,prasavá,<html><body><number>8827</number> <b>prasavá</b> m. 'procreation' VS. [√<smallcaps>sū</smallcaps>],cdial
8828,Indo-Aryan,prasavati,"<html><body><number>8828</number> <b>prasavati</b> 'bears, begets' MBh. 2. <b>*prasavayati</b> 'causes to be born'. 3. Pass. <b>*prasavyatē</b>. [√<smallcaps>sū</smallcaps>]",cdial
8829,Indo-Aryan,*prasavanaka,"<html><body><number>8829</number> <b>*prasavanaka</b> 'begetting, bearing'. [<i>prasavana</i>- n. 'bearing of children' Hit. — √<smallcaps>sū</smallcaps>]",cdial
8830,Indo-Aryan,prasātikā,"<html><body><number>8830</number> <b>prasātikā</b> f. 'a kind of small-grained rice' MārkP., <i>praśā°</i> Car., <i>prasādhikā</i>- f. 'wild rice' Bhpr.",cdial
8831,Indo-Aryan,prasāda,"<html><body><number>8831</number> <b>prasāda</b> m. 'clearness, calmness' KaṭhUp., 'kindness, favour' MBh. [√<smallcaps>sad</smallcaps>]",cdial
8832,Indo-Aryan,*prasādadattaka,"<html><body><number>8832</number> <b>*prasādadattaka</b> 'given as a favour'. [Cf. <i>prasādadāna</i>- n. 'propitiatory gift' MW. — <smallcaps>prasāda-, dattá</smallcaps>-]",cdial
8833,Indo-Aryan,prasādayati,"<html><body><number>8833</number> <b>prasādayati</b> 'makes clear, purifies' Kāvyād., 'appeases' Mn. 2. <b>prasādyatē</b> 'is gladdened' Mn. [√<smallcaps>sad</smallcaps>]",cdial
8834,Indo-Aryan,prásādʰayati,"<html><body><number>8834</number> <b>prásādhayati</b> 'accomplishes' RV., 'arranges' AV., 'adorns' Kāv. [√<smallcaps>sādh</smallcaps>]",cdial
8835,Indo-Aryan,prasāra,"<html><body><number>8835</number> <b>prasāra</b> m. 'extension' Suśr., 'trader's shop' Nalac. [Cf. <i>prasārayati</i> 'spreads out for sale' Mn. — √<smallcaps>sr̥</smallcaps>]",cdial
8836,Indo-Aryan,prasā́raṇa,<html><body><number>8836</number> <b>prasā́raṇa</b> n. 'spreading out' ŚBr. [√<smallcaps>sr̥</smallcaps>],cdial
8837,Indo-Aryan,prasāraṇī,"<html><body><number>8837</number> <b>prasāraṇī</b> f. 'Paederia foetida' lex., <i>°riṇī</i>- f. Bhpr., 'Mimosa pudica' lex. [<smallcaps>prasāraṇa</smallcaps>-]",cdial
8838,Indo-Aryan,prásārayati,"<html><body><number>8838</number> <b>prásārayati</b> 'stretches out, extends' VS. [√<smallcaps>sr̥</smallcaps>]",cdial
8839,Indo-Aryan,prasārin,<html><body><number>8839</number> <b>prasārin</b> 'spreading out' PārGr̥. [<smallcaps>prasāra</smallcaps>-],cdial
8840,Indo-Aryan,*prasikti,<html><body><number>8840</number> <b>*prasikti</b> 'pouring out'. [Cf. <i>siktí</i>- f. 'effusion' RV. — √<smallcaps>sic</smallcaps>],cdial
8841,Indo-Aryan,*prasikna,"<html><body><number>8841</number> <b>*prasikna</b> 'poured out'. [~ <i>prasikta</i>- Suśr., <i>prásiñcati</i> 'pours out' AV., Pk. <i>pasiṁcaï</i>. — √<smallcaps>sic</smallcaps>]",cdial
8842,Indo-Aryan,prásiddʰa,<html><body><number>8842</number> <b>prásiddha</b> 'celebrated' TS. [√<smallcaps>sidh</smallcaps>²],cdial
8843,Indo-Aryan,prasīdati,"<html><body><number>8843</number> <b>prasīdati</b> 'settles down, becomes clear or calm' MBh., 'is pleased' Mn. 2. Pass. <b>*prasīdyatē.</b> [√<smallcaps>sad</smallcaps>]",cdial
8844,Indo-Aryan,*prasīvyaka,"<html><body><number>8844</number> <b>*prasīvyaka</b> 'sack'. [<i>prasēva</i>- m. 'sack' lex., <i>°aka</i>- m. 'sack, bag' Suśr., Pk. <i>pasēvaya</i>- m., <i>°viā</i>- f. — √<smallcaps>siv</smallcaps>]",cdial
8845,Indo-Aryan,*prasupati,<html><body><number>8845</number> <b>*prasupati</b> 'falls asleep'. [<i>prásvapiti</i> ŚBr. — √<smallcaps>svap</smallcaps>¹],cdial
8846,Indo-Aryan,prasupti,<html><body><number>8846</number> <b>prasupti</b> f. 'sleepiness' ŚārṅgS. [√<smallcaps>svap</smallcaps>¹],cdial
8847,Indo-Aryan,prasūkā,"<html><body><number>8847</number> <b>prasūkā</b> f. 'mare' lex. [Cf. <i>prasūˊ</i>- 'bearing', Pk. <i>pasū</i>-: would collide with <i>prásūtā</i>- f. 'woman recently delivered'AV., Pa. <i>pasūtā</i>-, Pk. <i>pasūā</i>- 'having givenbirth'; <i>prasūtikā</i>- 'recently calved cow' Cāṇ. — √<smallcaps>sū</smallcaps>]",cdial
8848,Indo-Aryan,prasūna,"<html><body><number>8848</number> <b>prasūna</b> 'born' lex., n. 'flower' MBh., <i>°aka</i>- n. lex. [As 'flower' poss. &lt; <i>praśūna</i>- 'swollen' Suśr. (semant.cf. <smallcaps>phulla</smallcaps>-), but cf. Pk. <i>pasūa</i>- n. 'flower' &lt; <i>prasūta</i>- n. 'id.' lex. ~ <i>prasava</i>- m. (n.) 'id.' MBh., <i>prasūti</i>- f.'coming forth (of flowers)' Kālid. which do not, however,rule out possibility of collision in all these wordsof √<smallcaps>śvi</smallcaps> with √<smallcaps>sū</smallcaps>]",cdial
8849,Indo-Aryan,prásūyatē,"<html><body><number>8849</number> <b>prásūyatē</b> 'begets, bears' ŚBr., 'is born' Mn. [√<smallcaps>sū</smallcaps>]",cdial
8850,Indo-Aryan,prásr̩ta,"<html><body><number>8850</number> <b>prásr̥ta</b> 'stretched out' TBr., m. 'palm of hand hollowed and held out' ŚBr. [√<smallcaps>sr̥</smallcaps>]",cdial
8851,Indo-Aryan,prasr̩ti,"<html><body><number>8851</number> <b>prasr̥ti</b> f. 'palm of hollowed hand' Kauś., 'handful as a measure' Yājñ. [√<smallcaps>sr̥</smallcaps>]",cdial
8852,Indo-Aryan,prasēka,"<html><body><number>8852</number> <b>prasēka</b> m. 'flowing forth' MBh., 'resin' R. [√<smallcaps>sic</smallcaps>]",cdial
8853,Indo-Aryan,prasēcayati,<html><body><number>8853</number> <b>prasēcayati</b> 'pours into' Yājñ. [Cf. <i>prásiñcati</i> 'pours out' AV. — √<smallcaps>sic</smallcaps>],cdial
8854,Indo-Aryan,*praskara,<html><body><number>8854</number> <b>*praskara</b>² 'scattering'. [√*<smallcaps>skr̥̄: √kr̥̄</smallcaps>¹],cdial
8855,Indo-Aryan,*praskirati,<html><body><number>8855</number> <b>*praskirati</b> 'scatters'. 2. Caus. <b>*praskērayati.</b> 3. Pp. <b>*praskr̥ta-.</b> [√*<smallcaps>skr̥̄: √kr̥̄</smallcaps>¹],cdial
8856,Indo-Aryan,praskʰalati,"<html><body><number>8856</number> <b>praskhalati</b> 'staggers forward, totters' MBh. [√<smallcaps>skhal</smallcaps>]",cdial
8857,Indo-Aryan,prastará,"<html><body><number>8857</number> <b>prastará</b> m. 'anything strewn, grass to sit on' RV., 'flat surface' Mn., '(v.l. <smallcaps>prastāra</smallcaps>-) plain' Hariv., 'rock,stone' Hit. [√<smallcaps>str̥</smallcaps>]",cdial
8858,Indo-Aryan,*prastarapaṭṭa,"<html><body><number>8858</number> <b>*prastarapaṭṭa</b> 'stone slab'. [<smallcaps>prastará-, paṭṭa</smallcaps>-¹]",cdial
8859,Indo-Aryan,prastaraṇa,"<html><body><number>8859</number> <b>prastaraṇa</b> m. 'couch, seat' Hariv. [√<smallcaps>str̥</smallcaps>]",cdial
8860,Indo-Aryan,*prastarati,<html><body><number>8860</number> <b>*prastarati</b> 'spreads out'. [<i>prástr̥ṇōti</i> AV. — √<smallcaps>str̥</smallcaps>],cdial
8861,Indo-Aryan,*prastaramr̩ttikā,"<html><body><number>8861</number> <b>*prastaramr̥ttikā</b> 'stones and clay'. [<smallcaps>prastará-, mŕ̥ttikā</smallcaps>-]",cdial
8862,Indo-Aryan,*prastarāsa,"<html><body><number>8862</number> <b>*prastarāsa</b> 'stone-throwing'. [<smallcaps>prastará-, ā́sa</smallcaps>-²]",cdial
8864,Indo-Aryan,prastārá,"<html><body><number>8864</number> <b>prastārá</b> m. 'spreading out' MBh., 'bed of straw, (v.l. <smallcaps>prastara</smallcaps>-) plain' Hariv., 'overgrown jungle' lex.[√<smallcaps>str̥</smallcaps>]",cdial
8865,Indo-Aryan,*prastārakūṭa,"<html><body><number>8865</number> <b>*prastārakūṭa</b> 'heap of things laid out'. [<smallcaps>prastārá-, kūṭa</smallcaps>-²]",cdial
8866,Indo-Aryan,*prastārayati,<html><body><number>8866</number> <b>*prastārayati</b> 'causes to be spread out'. [√<smallcaps>str̥</smallcaps>],cdial
8867,Indo-Aryan,*prastr̩ta,<html><body><number>8867</number> <b>*prastr̥ta</b> 'spread out'. [Cf. <i>prástīrṇa</i>- AV. — √<smallcaps>str̥</smallcaps>],cdial
8868,Indo-Aryan,prastʰa,"<html><body><number>8868</number> <b>prastha</b>¹ m. 'flat land' MBh. [The basic mng. seems to be 'flat' (~ OSlav. <i>prostƶ</i> 'simple'?), cf. <i>prastha</i>- '<i>vistāraḥ</i>' lex. and in Pa. and NIA.; also <i>vanaprastha</i>- prob. 'forest wilderness' rather than 'forest situated onelevated land' BR, <i>vānaprastha</i>- 'living in wilderness'.Hence hardly, against EWA ii 373, to <i>prá</i>+ √<i>sthā</i> ina sense 'prominent', and if conn. <i>pr̥ṣṭhá</i>- 'back' asablaut variant, the sense 'ridge' of <i>pr̥ṣṭhyā</i>-, Germ.<i>First</i> and the sense 'vertebrae' of <smallcaps>pr̥ṣṭí</smallcaps>- may besecondary — cf. Dm. (J. C. W.)]",cdial
8869,Indo-Aryan,prastʰa,<html><body><number>8869</number> <b>prastha</b>² m.n. 'a measure of weight or capacity = 32 palas' MBh.,cdial
8870,Indo-Aryan,prastʰa,"<html><body><number>8870</number> <b>prastha</b>³ 'setting out, expanding' lex., 'firm' W. [Cf. <i>prásthita</i>- 'standing forth' RV. — √<smallcaps>sthā</smallcaps>]",cdial
8871,Indo-Aryan,*prastʰapattra,"<html><body><number>8871</number> <b>*prasthapattra</b> 'seed account'. [<smallcaps>prastha-², páttra</smallcaps>-]",cdial
8872,Indo-Aryan,prastʰāna,<html><body><number>8872</number> <b>prasthāna</b> n. 'setting out' MBh. [√<smallcaps>sthā</smallcaps>],cdial
8873,Indo-Aryan,prástʰita,"<html><body><number>8873</number> <b>prásthita</b> 'set forth' RV., n. 'setting out' Bhartr̥. [√<smallcaps>sthā</smallcaps>]",cdial
8874,Indo-Aryan,prastʰíti,<html><body><number>8874</number> <b>prasthíti</b> f. 'setting out' Kād. [√<smallcaps>sthā</smallcaps>],cdial
8875,Indo-Aryan,prasnava,"<html><body><number>8875</number> <b>prasnava</b> m. 'flow (of milk, water, &amp;c.)' MBh. [√<smallcaps>snu</smallcaps>]",cdial
8876,Indo-Aryan,*prasnavati,"<html><body><number>8876</number> <b>*prasnavati</b> 'flows (of milk into breast)'. 2. Pres. part. <b>*prasnavant-.</b> 3. Pp. <b>prasnuta-</b> MBh. 4.Caus. <b>*prasnāvayati.</b> [<i>prásnauti</i> 'emits fluid' TS.,<i>prasnutē</i> 'yields milk' Pāṇ.com., <i>prasnāvin</i>- 'dripping'Nir. — √<smallcaps>snu</smallcaps>]",cdial
8877,Indo-Aryan,prasnavana,<html><body><number>8877</number> <b>prasnavana</b> n. 'emission of fluid' ĀpŚr.com. [√<smallcaps>snu</smallcaps>],cdial
8878,Indo-Aryan,*prasnāta,<html><body><number>8878</number> <b>*prasnāta</b> 'wetted'. [<i>prásnāti</i> 'enters water' RV. — √<smallcaps>snā</smallcaps>],cdial
8879,Indo-Aryan,*praspʰāyatē,<html><body><number>8879</number> <b>*prasphāyatē</b> 'swells'. [Cf. <i>prasphāra</i>- 'puffed up' Nalac. — √<smallcaps>sphāy</smallcaps>],cdial
8880,Indo-Aryan,praspʰuṭati,<html><body><number>8880</number> <b>prasphuṭati</b> 'is burst open' MBh. 2. <b>*prasphuṭyati.</b> 3. <b>prasphōṭayati</b> 'claps the hands' MBh. [√<smallcaps>sphuṭ</smallcaps>],cdial
8881,Indo-Aryan,*praspʰura,<html><body><number>8881</number> <b>*prasphura</b> 'flashing'. [Cf. <i>prasphuliṅga</i>- m.n. 'sparkle' Mcar. — √<smallcaps>sphur</smallcaps>],cdial
8882,Indo-Aryan,práspʰurati,"<html><body><number>8882</number> <b>prásphurati</b> 'quivers, palpitates' RV., 'pushes away' AV., 'flashes' Hariv. [√<smallcaps>sphur</smallcaps>]",cdial
8883,Indo-Aryan,*praspʰōṭa,<html><body><number>8883</number> <b>*prasphōṭa</b> 'bursting forth'. [√<smallcaps>sphuṭ</smallcaps>],cdial
8884,Indo-Aryan,*prasmara,<html><body><number>8884</number> <b>*prasmara</b> 'forgetfulness'. [See <smallcaps>prasmarati. — √smr̥</smallcaps>],cdial
8885,Indo-Aryan,prasmarati,"<html><body><number>8885</number> <b>prasmarati</b> 'forgets' Bālar. (<i>prāsmaranta</i> 'remembered' MBh. is corrupt). [Scarcely with S. K. ChatterjiCalcutta Review 1936, 292 sanskritization of <i>*passaraï</i>,<i>*pamharaï</i> &lt; <i>*apasmarati</i>: rather for mng. 'forget' cf*<smallcaps>pramr̥ṣati</smallcaps> and use of cognate prefix in Eng. <i>forget</i>. — √<smallcaps>smr̥</smallcaps>]",cdial
8886,Indo-Aryan,*prasyūyati,"<html><body><number>8886</number> <b>*prasyūyati</b> 'sews up'. [Cf. <smallcaps>syūtá</smallcaps>-, <i>prásīvyati</i> 'sews up' ŚBr., Pa. <i>pasibbita</i>-. — √<smallcaps>siv</smallcaps>]",cdial
8887,Indo-Aryan,prasrava,<html><body><number>8887</number> <b>prasrava</b> m. 'flow of milk into udder' Mn. [√<smallcaps>sru</smallcaps>],cdial
8888,Indo-Aryan,prásravati,"<html><body><number>8888</number> <b>prásravati</b> 'flows forth' AV. [Cf. <i>prasrávaṇa</i>- n. 'gushing forth' RV. ('of milk from udder' Yājñ., 'ofurine' lex.), Pk. <i>passavaṇa</i>- n. 'urine'. — √<smallcaps>sru</smallcaps>]",cdial
8889,Indo-Aryan,prasrāva,"<html><body><number>8889</number> <b>prasrāva</b> m. 'urine' Car., 'overflowing scum of boiling rice' lex. [√<smallcaps>sru</smallcaps>]",cdial
8890,Indo-Aryan,*prasrāvaṇa,<html><body><number>8890</number> <b>*prasrāvaṇa</b> 'causing to flow forth'. [√<smallcaps>sru</smallcaps>],cdial
8891,Indo-Aryan,*prasrāvayati,<html><body><number>8891</number> <b>*prasrāvayati</b> 'causes to flow forth'. [<i>prásrāvayatē</i> 'urinates' ŚBr. — √<smallcaps>sru</smallcaps>],cdial
8892,Indo-Aryan,prasruta,"<html><body><number>8892</number> <b>prasruta</b> 'flowed forth, wet, moist' MBh., <i>prasruti</i>- f. 'oozing out' lex. [√<smallcaps>sru</smallcaps>]",cdial
8893,Indo-Aryan,prasvāpa,"<html><body><number>8893</number> <b>prasvāpa</b> 'soporific' MBh., m. 'sleep, dream' BhP. [√<smallcaps>svap</smallcaps>]",cdial
8894,Indo-Aryan,*prasvitta,<html><body><number>8894</number> <b>*prasvitta</b> 'sweated'. [~ <smallcaps>prasvinna-. — √svid</smallcaps>],cdial
8894a,Indo-Aryan,*prasvidati,"<html><body><number>8894a</number> †<b>*prasvidati</b>, <i>prasvēdatē</i> 'begins to sweat' Suśr. [√<smallcaps>svid</smallcaps>]",cdial
8895,Indo-Aryan,*prasvidana,<html><body><number>8895</number> <b>*prasvidana</b> 'sweating'. [√<smallcaps>svid</smallcaps>],cdial
8896,Indo-Aryan,*prasvidyati,<html><body><number>8896</number> <b>*prasvidyati</b> 'sweats'. [Cf. <smallcaps>svidyatē. — √svid</smallcaps>],cdial
8897,Indo-Aryan,prasvinna,<html><body><number>8897</number> <b>prasvinna</b> 'sweated' R. [~ *<smallcaps>prasvitta-. — √svid</smallcaps>],cdial
8898,Indo-Aryan,prasvēda,<html><body><number>8898</number> <b>prasvēda</b> m. 'great sweat' MBh. [√<smallcaps>svid</smallcaps>],cdial
8899,Indo-Aryan,*prahaṭṭ,<html><body><number>8899</number> <b>*prahaṭṭ</b> 'drive away'. [*<smallcaps>haṭṭ</smallcaps>-],cdial
8900,Indo-Aryan,prahara,"<html><body><number>8900</number> <b>prahara</b> m. 'a division of time = about 3 hours, a watch' Kathās., <i>°aka</i>- m. Śiś. [Sanskritization of Pers.<i>pahra</i> 'watch'?]",cdial
8901,Indo-Aryan,praháraṇa,"<html><body><number>8901</number> <b>praháraṇa</b> n. 'attack, weapon' MBh., 'striking' Pañcat. 2. <b>praharaṇīya-</b> n. 'a weapon' MBh. [√<smallcaps>hr̥</smallcaps>]",cdial
8902,Indo-Aryan,práharati,"<html><body><number>8902</number> <b>práharati</b> 'thrusts forward, offers' RV., 'strikes' AV., 'throws out' ŚāṅkhŚr. 2. <b>práhr̥ta-</b> 'thrown' AV.,'struck' MBh. [√<smallcaps>hr̥</smallcaps>]",cdial
8903,Indo-Aryan,praharin,"<html><body><number>8903</number> <b>praharin</b> m. 'gong-man, watchman' lex. [<smallcaps>prahara</smallcaps>-]",cdial
8904,Indo-Aryan,prahasati,<html><body><number>8904</number> <b>prahasati</b> 'bursts into laughter' MBh. [√<smallcaps>has</smallcaps>],cdial
8905,Indo-Aryan,prahāṇa,<html><body><number>8905</number> <b>prahāṇa</b> n. 'abandoning' Śiś. [√<smallcaps>hā</smallcaps>³],cdial
8906,Indo-Aryan,prahāra,<html><body><number>8906</number> <b>prahāra</b> m. 'blow' Mn. [√<smallcaps>hr̥</smallcaps>],cdial
8907,Indo-Aryan,prahāsa,"<html><body><number>8907</number> <b>prahāsa</b> m. 'loud laughter, derision' MBh. [√<smallcaps>has</smallcaps>]",cdial
8908,Indo-Aryan,práhiṇōti,"<html><body><number>8908</number> <b>práhiṇōti</b> 'despatches, sends' RV. 2. <b>práhita-</b>¹ 'sent' RV., 'sent away' MBh. [√<smallcaps>hi</smallcaps>]",cdial
8909,Indo-Aryan,prahīyatē,"<html><body><number>8909</number> <b>prahīyatē</b> 'is abandoned' Mn. 2. Pp. <b>*prahita-³.</b> 3. Absol. <b>prahāya</b>. [<i>prájahāti</i> 'leaves' ŚBr., <i>prajahitá</i>- RV., <i>prahīṇa</i>- MBh. — √<smallcaps>hā</smallcaps>³]",cdial
8910,Indo-Aryan,prahr̩ṣṭa,"<html><body><number>8910</number> <b>prahr̥ṣṭa</b> 'bristling, thrilled with delight' MBh. [√<smallcaps>hr̥ṣ</smallcaps>]",cdial
8911,Indo-Aryan,prahēlikā,"<html><body><number>8911</number> <b>prahēlikā</b> f. 'riddle' Kāvyād., <i>°lā</i>- f. 'playfulness' Pañcat.",cdial
8912,Indo-Aryan,prahlādayati,<html><body><number>8912</number> <b>prahlādayati</b> 'makes glad' MBh. [√<smallcaps>hlād</smallcaps>],cdial
8913,Indo-Aryan,*prāṁsara,"<html><body><number>8913</number> <b>*prāṁsara</b> 'erect, straight'. [Or <i>*prāṁśura</i>-, ext. -<i>ra</i>- of <i>prāṁśu</i>- 'tall, high' MBh., 'long, intense' Kāv., <i>°uka</i>- 'large (of an animal)' HYog. If of non-Aryan origin (andnot, with EWA ii 374, conn. <smallcaps>aṁśú</smallcaps>-), cf. <i>prāñjala</i>- 'upright, straight, level' ~ <i>prājya</i>- 'much, large, long'(J. C. W.)]",cdial
8914,Indo-Aryan,prākāra,"<html><body><number>8914</number> <b>prākāra</b> m. 'wall, rampart' Mn. [Poss. sanskritization of a lw. from Mu., cf. Sant. <i>pagar</i> 'fence' BagchiPre-Aryan xix, with which cf. H. B. <i>pagār</i> 'bank, ditch's.v. *<smallcaps>pragaḍḍa</smallcaps>-: cf. also <smallcaps>prācīra</smallcaps>- ? — EWA ii 374prefers derivation from *<smallcaps>prakāra-²: √kr̥̄</smallcaps>¹]",cdial
8915,Indo-Aryan,*prākāravāṭa,"<html><body><number>8915</number> <b>*prākāravāṭa</b> 'wall enclosure'. [<smallcaps>prākāra-, vāṭa</smallcaps>-¹]",cdial
8916,Indo-Aryan,prāgra,"<html><body><number>8916</number> <b>prāgra</b> n. 'highest point' Nir., <i>prāgrya</i>- 'chief' MBh. [<smallcaps>ágra</smallcaps>-]",cdial
8917,Indo-Aryan,*prāgrāha,"<html><body><number>8917</number> <b>*prāgrāha</b> 'the day in front'. [<smallcaps>prāgra-, áhar</smallcaps>-]",cdial
8917a,Indo-Aryan,*prāŋka,"<html><body><number>8917a</number> †<b>*prāṅka-</b> 'something curved or hooked'. [<smallcaps>prá, aṅká</smallcaps>-]",cdial
8918,Indo-Aryan,*prāŋkūra,<html><body><number>8918</number> <b>*prāṅkūra</b> 'sprout'. [<smallcaps>aṅkūrá</smallcaps>-],cdial
8919,Indo-Aryan,prāŋgana,<html><body><number>8919</number> <b>prāṅgana</b> n. 'a kind of drum' lex.,cdial
8920,Indo-Aryan,prācī́na,"<html><body><number>8920</number> <b>prācīˊna</b> 'facing front, east' RV. [<smallcaps>prā́ñc</smallcaps>-]",cdial
8921,Indo-Aryan,prācīra,"<html><body><number>8921</number> <b>prācīra</b> m.n. 'enclosure, fence, wall' Kull. [Cf. <smallcaps>prākāra</smallcaps>- ?]",cdial
8922,Indo-Aryan,prācyà,"<html><body><number>8922</number> <b>prācyà</b> and <i>°yá</i>- 'being before, eastern' AV. [<smallcaps>prā́ñc</smallcaps>-]",cdial
8923,Indo-Aryan,prājaka,<html><body><number>8923</number> <b>prājaka</b> m. 'driver of beasts of burden' Mn. [√<smallcaps>aj</smallcaps>],cdial
8924,Indo-Aryan,prājana,<html><body><number>8924</number> <b>prājana</b> m. (n. lex.) 'goad' Pāṇ. [√<smallcaps>aj</smallcaps>],cdial
8925,Indo-Aryan,*prājayati,<html><body><number>8925</number> <b>*prājayati</b> 'drives'. [√<smallcaps>aj</smallcaps>],cdial
