Cell_Key,PDF_Page,Printed_Page,Row,Item,List_Key,Scope,Language_ID,Dialect_ID,Manual_Gloss,Manual_Form,Cell_Status,Confidence,Review_Method,Status,Reason,Citation,Entry_Key,Integration_Status,Integration_Reason
kurumba2012:chitradurga_kuruba:i382,298,293,7,382,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,where,jelli,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 382; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 382, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i382,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i383,298,293,8,383,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,all,jellaru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 383; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 383, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i383,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i384,298,293,9,384,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,many,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 384; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 384, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i385,298,293,10,385,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,red,kempu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 385; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 385, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i385,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i386,298,293,11,386,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,yellow,hʌlʌɖi,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 386; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 386, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i386,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i387,298,293,12,387,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,green,hʌsʌru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 387; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 387, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i387,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i388,298,293,13,388,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,blue,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 388; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 388, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i389,298,293,14,389,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,black,kʌppu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 389; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 389, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i389,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i390,298,293,15,390,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,white,bili,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 390; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 390, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i390,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i391,298,293,16,391,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,big,ɖoɖɖʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 391; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 391, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i391,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i392,298,293,17,392,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,small,sʌnnʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 392; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 392, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i392,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i393,298,293,18,393,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,good,wɔlleɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 393; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 393, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i393,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i394,298,293,19,394,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,bad,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 394; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 394, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i395,298,293,20,395,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,old,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 395; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 395, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i396,298,293,21,396,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,new,wɔsʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 396; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 396, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i396,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i397,298,293,22,397,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,heavy,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 397; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 397, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i398,298,293,23,398,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,light,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 398; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 398, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i399,298,293,24,399,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,tall,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.298 / printed p.293 / item 399; four printed dashes confirmed,"blairetal2012kurumba[Appendix C, printed p. 293, item 399, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i400,298,293,25,400,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,long,wuɖɖa,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.298 / printed p.293 / item 400; read directly from 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 293, item 400, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i400,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i401,299,294,1,401,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,short,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 401; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 401, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i402,299,294,2,402,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,far,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 402; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 402, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i403,299,294,3,403,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,near,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 403; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 403, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i404,299,294,4,404,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,hot,bisi,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.299 / printed p.294 / item 404; read directly from 450 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 294, item 404, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i404,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i405,299,294,5,405,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,cold,ʈʌnnage,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.299 / printed p.294 / item 405; read directly from 450 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 294, item 405, list NSK, Chitradurga Kurubas]",kurumba2012-chitradurga_kuruba-i405,installed_target,audited attestation from a target list
kurumba2012:chitradurga_kuruba:i406,299,294,6,406,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,dark,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 406; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 406, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i407,299,294,7,407,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,light,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 407; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 407, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i408,299,294,8,408,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,deep,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 408; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 408, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i409,299,294,9,409,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,that (far),,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 409; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 409, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
kurumba2012:chitradurga_kuruba:i410,299,294,10,410,chitradurga_kuruba,target,Kannada,sil-kurumba-1985-chitradurga,here,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.299 / printed p.294 / item 410; four printed dashes confirmed in 450 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 294, item 410, list NSK, Chitradurga Kurubas]",,excluded_blank_target,printed dash in a target list
