source_index,id,parent_index,parent_id,level,language_id,form,gloss,comment,page
2636,n2146,,,0,PIE Root,reuto,stomach; intestines,"[Pok. 873  *reuto-  PIE formula: *r-u-t-o-
]",r
2637,n2147,2636,n2146,1,PIE Form,reu-t′o-,,,r
2638,n2148,2637,n2147,2,PAr,rauta-,,,r
2639,n2149,2638,n2148,3,OIA,rota-,entrails,,r
2640,n2150,2639,n2149,4,PNur,ro,,,r
2641,n2151,,,0,PIE Root,reudʱ,red,"[Pok. 872  *reudh-  PIE formula: *r-u-t̬-
]",r
2642,n2152,2641,n2151,1,PIE Form,reu-dʱ-h-t′o-,,,r
2643,n2153,2642,n2152,2,PAr,laudʱ-i-la-,,,r
2644,n2154,2643,n2153,3,OIA,loɦ-i-la-,red,,r
2645,n2155,2642,n2152,2,PAr,laudʱ-i-ta-,,,r
2646,n2156,2645,n2155,3,OIA,l′oɦ-i-ta-,red; blood,,r
2647,n2157,2646,n2156,4,PNur,l′aui,,,r
2648,n2158,2642,n2152,2,PAr,raudʱ-i-ta-,,,r
2649,n2159,2648,n2158,3,OIA,rodʱ-i-ta-,red,,r
2650,n2160,2641,n2151,1,PIE Form,reu-dʱ-o-,,,r
2651,n2161,2650,n2160,2,PAr,laudʱ-a-,,,r
2652,n2162,2651,n2161,3,OIA,loɦ-′a-,red; copper; metal,,r
2653,n2163,,,0,PIE Root,reusmen,chewing; throat,"[Pok. 873  *reu-smen-  PIE formula: *r-u-s-m-n-
]",r
2654,n2164,2653,n2163,1,PIE Form,reu-s-men-,,,r
2655,n2165,2654,n2164,2,PAr,rauman-tha-,,,r
2656,n2166,2655,n2165,3,OIA,roman-tha-,rumination,,r
2657,10824,,,0,PAr,re-ǰʱa-:-,sand,[T. 10824],r
2658,10814,,,0,OIA,re-ṇ′u-,sand; dust; pollen,[T. 10814],r
2659,10814,2658,10814,1,PNur,čaṇḍa-re˜,,,r
2660,10814,2658,10814,1,PNur,re˜,,,r
2661,n2167,,,0,PIE Root,rem,rest; support,"[Pok. 864  *rem-  PIE formula: *r-m-
]",r
2662,n2168,2661,n2167,1,PIE Form,rem-o-,,,r
2663,n2169,2662,n2168,2,PAr,rama-,lover,,r
2664,10761,,,0,OIA,ruč-a-ka-,pleasing; acid; natron,[T. 10761],r
2665,10761,2664,10761,1,PNur,rok,,,r
2666,10781,,,0,OIA,rundra-,rich in; wide; *girth ?,[T. 10781],r
2667,10795,,,0,OIA,r′uɦ-,growth; sprouting,[T. 10795],r
2668,10795,2667,10795,1,PNur,ru,,,r
2669,10795,2667,10795,1,PNur,ẓu-vana,,,r
2670,10805.2,,,0,OIA,*ru:p-iya-,beautiful; silver,[T. 10805.2],r
2671,10805.2,2670,10805.2,1,PNur,aru,,,r
2672,10805.2,2670,10805.2,1,PNur,aru-i,,,r
2673,10839,,,0,OIA,r′od-a-,weeping,[T. 10839],r
2674,10839,2673,10839,1,PNur,ro-,,,r
2675,10839,2673,10839,1,PNur,ro-i-,,,r
2676,10842,,,0,OIA,roddʱra-,fetter; rope,[T. 10842],r
2677,n2170,,,0,PIE Root,rk̂so,bear,"[Pok. 875  *′r̥k̂-so-  PIE formula: *ɦ-r-k̂-s-o-
]",r
2678,n2171,2677,n2170,1,PIE Form,ɦrk̂-s-o-,,,r
2679,n2172,2678,n2171,2,PAr,′r̥č-ša-,bear,,r
2680,n2173,2679,n2172,3,PNur,r̥ć,,,r
2681,2448,,,0,OIA,r̥ǰ′u-,straight; honest,[T. 2448],rVoc
2682,4555,,,0,OIA,čakṣ,appear,[following  T. 4555],cLam
2683,4557,,,0,OIA,*čakṣ-a-ti,tastes,[T. 4557],cLam
2684,n2174,,,0,PNur,čača˜,edible pine,,cLam
2685,12334,,,0,PAr,čar-i-ka-,a cup or dish,[T. 12334],cLam
2686,n2175,,,0,Prs,čars,hashish,,cLam
2687,4696.1,,,0,OIA,*čar-pa-,flat,[T. 4696.1],cLam
2688,4696.1,2687,4696.1,1,PNur,čapa-,,,cLam
2689,4696.1,2687,4696.1,1,PNur,"čapa-
aṇḍa",,,cLam
2690,4696.1,2687,4696.1,1,PNur,čapa-la-,,,cLam
2691,4696.1,2687,4696.1,1,PNur,čapa-ra,,,cLam
2692,4696.1,2687,4696.1,1,PNur,čapa-ṭa,,,cLam
2693,n2176,,,0,Prs,čang,Jew's harp,,cLam
2694,12426.1,,,0,PAr,čanču-mâra-,crocodile; kind of lizard,[T. 12426.1],cLam
2695,12426.1,2694,12426.1,1,PNur,ćaćum,,,cLam
2696,4584,,,0,OIA,č′anḍa-,passionate; fierce; cruel,[T. 4584],cLam
2697,4661.1,,,0,OIA,čand-r′a-,shining,[T. 4661.1],cLam
2698,n2177,,,0,PNur,čavala,slope,,cLam
2699,n2178,,,0,Prs,čâi,tea,,cLam
2700,4681,,,0,OIA,čâya-,earthen rampart,[T. 4681],cLam
2701,4681,2700,4681,1,PNur,čâ,,,cLam
2702,4738,,,0,OIA,*čâṭṭa-,pot,[T. 4738],cLam
2703,4738,2702,4738,1,PNur,čâṭ,,,cLam
2704,12405,,,0,PAr,čâr-,kind of bird (mynah),[T. 12405],cLam
2705,12405,2704,12405,1,PNur,ćarâm,,,cLam
2706,4754,,,0,OIA,čâr-a,one who moves about; spy,[T. 4754],cLam
2707,4754,2706,4754,1,PNur,čâra,,,cLam
2708,4754,2706,4754,1,PNur,čâra-,,,cLam
2709,4754,2706,4754,1,PNur,čâra-la,,,cLam
2710,4743,,,0,OIA,čâttra-,spindle,[T. 4743],cLam
2711,4743,2710,4743,1,PNur,čâtr,,,cLam
2712,n2179,,,0,Prs,čâdar,sheet; men's shawl,,cLam
2713,n2180,,,0,PNur,čiâk,wicker basket,,cLam
2714,13386,,,0,PAr,čika-ta-:-,sand; gravel,[T. 13386],cLam
2715,13386,2714,13386,1,PNur,ćiu,,,cLam
2716,13386,2714,13386,1,OIA,šika-ta-:-,sand; gravel,,cLam
2717,13386,2716,13386,2,PNur,ša,,,cLam
2718,4778,,,0,OIA,*čikk-,press; squeeze,[T. 4778],cLam
2719,4778,2718,4778,1,PNur,čiŋ,,,cLam
2720,4780,,,0,OIA,čikka-,gummy matter,[T. 4780],cLam
2721,4780,2720,4780,1,PNur,čikala,,,cLam
2722,4780,2720,4780,1,PNur,čikara,,,cLam
2723,4798,,,0,OIA,č′iti-,layer; pile,[T. 4798],cLam
2724,4798,2723,4798,1,PNur,či,,,cLam
2725,4799,,,0,OIA,čit-t′a-,thinking; mind,[T. 4799],cLam
2726,4799,2725,4799,1,PNur,čit,,,cLam
2727,4799,2725,4799,1,PNur,čitân,,,cLam
2728,n2181,,,0,Urdu,čilam,receptacle part of hookah,,cLam
2729,4828,,,0,OIA,čilla-ṭa-,a creeping animal,[T. 4828],cLam
2730,4815,,,0,OIA,čint-′ay-a-ti,thinks; cares for,[T. 4815],cLam
2731,4815,2730,4815,1,PNur,čit-,,,cLam
2732,4831,,,0,OIA,či-vant-,how great?,[T. 4831],cLam
2733,n2182,,,0,PNur,čima-gu,metal scraps,,cLam
2734,n2183,,,0,PNur,čima-dor,frying pan,,cLam
2735,14496,,,0,OIA,či:mara-,copper; iron,[T. 14496],cLam
2736,14496,2735,14496,1,PNur,čima,,,cLam
2737,4904,,,0,OIA,*čeṭṭa-,defective,[T. 4904],cLam
2738,4904,2737,4904,1,PNur,čâṭa,,,cLam
2739,n2184,,,0,Prs,čerâǧ,lamp,,cLam
2740,4908,,,0,OIA,č′et-tr̥-,attentive,[T. 4908],cLam
2741,4850.1,,,0,OIA,čukr′a-,sour; sharp to the taste,[T. 4850.1],cLam
2742,n2185,,,0,PNur,čuk-vâni,Chugani,,cLam
2743,4855.1,,,0,OIA,čučču-,female breast,[T. 4855.1],cLam
2744,4855.1,2743,4855.1,1,PNur,čuču,,,cLam
2745,4855.1,2743,4855.1,1,PNur,čuk,,,cLam
2746,n2186,,,0,Psht,č′urta,worry,,cLam
2747,n2187,,,0,Psht,čurt′i,worried,,cLam
2748,n2188,,,0,PNur,čusṭ,piece of wood,,cLam
2749,n2189,,,0,PAr,"čup, čump",suck,,cLam
2750,n2190,2749,n2189,1,PNur,ćupa-,,,cLam
2751,n2191,,,0,PNur,čum,earthquake,,cLam
2752,4883.1,,,0,OIA,č′u:ḍa-,protuberance; topknot,[T. 4883.1],cLam
2753,4883.1,2752,4883.1,1,PNur,čoṛa,,,cLam
2754,12570,,,0,PAr,ču:ra-,hole,[T. 12570],cLam
2755,4890,,,0,OIA,ču:rṇa-ka-,chalklike paleness,[T. 4890],cLam
2756,4887,,,0,OIA,ču:ta-,mango tree,[T. 4887],cLam
2757,12565,,,0,PAr,ču:n′a-,swollen; grown,[T. 12565],cLam
2758,n2192,,,0,PNur,čom,torch wood,,cLam
2759,12766.1,,,0,PAr,čvâvidʱ-,porcupine,[T. 12766.1],cLam
2760,12766.1,2759,12766.1,1,PNur,ćpâi,,,cLam
2761,12766.1,2759,12766.1,1,OIA,švâvidʱ-,porcupine,,cLam
2762,12766.1,2761,12766.1,2,PNur,špâi,,,cLam
2763,4963.1,,,0,OIA,čhaga-la-,goat,[T. 4963.1],cLam
2764,4961,,,0,OIA,čhaga-na-,goat,[T. 4961],cLam
2765,4961,2764,4961,1,PNur,ča˜,,,cLam
2766,4961,2764,4961,1,PNur,c̣aṇa,,,cLam
2767,4961,2764,4961,1,PNur,c̣aṇi,,,cLam
2768,5150,,,0,OIA,ǰ′ar-a-ti,grows old; is absorbed; is digested,[T. 5150],jLam
2769,n2193,,,0,Arb,ǰanâzah,funeral,,jLam
2770,n2194,,,0,Arb,ǰannat,paradise,,jLam
2771,n2195,,,0,Arb,ǰahâz,ship,,jLam
2772,n2196,,,0,Prs,ǰâi,place,,jLam
2773,n2197,,,0,PNur,ǰâši,Jâši,,jLam
2774,n2198,,,0,PNur,ǰâta,other,,jLam
2775,5213,,,0,OIA,ǰ′âla-,net; snare,[T. 5213],jLam
2776,n2199,,,0,PNur,ǰâlik,omasum,,jLam
2777,n2200,,,0,PNur,ǰâmač,,,jLam
2778,5259,,,0,OIA,*ǰu:r-a-ti,is angry,[T. 5259],jLam
2779,n2201,,,0,Prs,ǰovâr,maize,,jLam
2780,n2202,,,0,OIA,ǰvar,be hot; burn,,jLam
2781,n2203,2780,n2202,1,PNur,ǰur-,,,jLam
2782,5304,,,0,OIA,ǰv′ar-a-ti,is feverish,[T. 5304],jLam
2783,5304,2782,5304,1,PNur,ǰur-,,,jLam
2784,5321.1,,,0,OIA,*ǰʱagaḍ-,quarrel,[T. 5321.1],jLamAsp
2785,5321.1,2784,5321.1,1,PNur,ẓâṛ,,,jLamAsp
2786,5321.2,,,0,OIA,*ǰʱaggaḍ-,quarrel,[T. 5321.2],jLamAsp
2787,5358,,,0,OIA,ǰʱaṣ,burn,[following  T. 5358],jLamAsp
2788,13961,,,0,PAr,ǰʱadas-,anus,[T. 13961],jLamAsp
2789,5355,,,0,PAr,ǰʱalla-,bush,[T. 5355],jLamAsp
2790,5355,2789,5355,1,PNur,źul,,,jLamAsp
2791,5355,2790,5355,2,PNur,ǰala,,,jLamAsp
2792,5342,,,0,PAr,ǰʱamm-,flash,[T. 5342],jLamAsp
2793,12614.2,,,0,OIA,šait-iya-,coldness,[T. 12614.2],sLam
2794,n2204,,,0,Arb,šaīṭân,Satan,,sLam
2795,n2205,,,0,Psht,šagal′ay,bad quality arms,,sLam
2796,12332,,,0,OIA,š′aras-,cream; skin on boiled milk,[T. 12332],sLam
2797,12332,2796,12332,1,PNur,šar,,,sLam
2798,n2206,,,0,Psht,šarwâl,trousers,,sLam
2799,12281,,,0,OIA,šat′a-pad-,centipede,[T. 12281],sLam
2800,n2207,,,0,OIA,šank,fear; doubt,,sLam
2801,12270.3,,,0,OIA,šanṭh′a-,rogue; impotent,[T. 12270.3],sLam
2802,12270.3,2801,12270.3,1,PNur,šâ˜ṭa,,,sLam
2803,12270.4,,,0,OIA,*šanṭha-ra-,defective; impotent,[T. 12270.4],sLam
2804,12270.4,2803,12270.4,1,PNur,šâ˜ta-ra,,,sLam
2805,n2208,,,0,PNur,šavaš,side of body,,sLam
2806,12381,,,0,OIA,šâṭa-,strip of cloth,[T. 12381],sLam
2807,12381,2806,12381,1,PNur,šaṛa,,,sLam
2808,12404,,,0,OIA,šâr-ay-a-ti,causes to be broken,[T. 12404],sLam
2809,12387,,,0,OIA,šâd-val′a-,grassy spot,[T. 12387],sLam
2810,12415,,,0,OIA,šâli-,rice in field,[T. 12415],sLam
2811,12415,2810,12415,1,PNur,šâli,,,sLam
2812,n2209,,,0,PNur,šâ˜kuṛa,young bull (3-4 years),,sLam
2813,12417,,,0,OIA,šâva-,young of an animal,[T. 12417],sLam
2814,12397,,,0,OIA,šâm-ya-,relating to peace,[T. 12397],sLam
2815,12397,2814,12397,1,PNur,ṣâm,,,sLam
2816,n2210,,,0,PNur,šiŋira,light colored (eyes),,sLam
2817,n2211,,,0,PNur,šiṛ,stairway,,sLam
2818,12466.1,,,0,OIA,šili-:-,dart; arrow,[T. 12466.1],sLam
2819,12466.1,2818,12466.1,1,PNur,ṣil,,,sLam
2820,12582.3,,,0,OIA,ši˜ɦ-âṇa-,mucus,[T. 12582.3],sLam
2821,12487,,,0,OIA,ši:-ta-l′a-,cold,[T. 12487],sLam
2822,12487,2821,12487,1,PNur,šala,,,sLam
2823,12487,2821,12487,1,PNur,šala-i,,,sLam
2824,12578,,,0,OIA,šr̥gâl′a-,jackal,[T. 12578],sLam
2825,12578,2824,12578,1,PNur,ṣiâl,,,sLam
2826,12601,,,0,OIA,šr̥th-i-l′a-,loose; slack,[T. 12601],sLam
2827,12601,2826,12601,1,PNur,šačila,,,sLam
2828,12516.1,,,0,OIA,šunḍa-:-,*mouth,[T. 12516.1],sLam
2829,12516.1,2828,12516.1,1,PNur,šuṇḍ,,,sLam
2830,12530,,,0,OIA,šundʱ-a-ti,purifies,[T. 12530],sLam
2831,12569,,,0,OIA,š′u:ra-,valiant; hero,[T. 12569],sLam
2832,n2212,,,0,Prs,šogun,good omen,,sLam
2833,n2213,,,0,Khowąr,šoq`a,cloak,,sLam
2834,n2214,,,0,Prs,šōra,alkalai deposit,,sLam
2835,12657,,,0,OIA,šč′ot-a-ti,drips,[T. 12657],sLam
2836,12676,,,0,OIA,šrath-ya-,to be tied; joint,[T. 12676],sLam
2837,12676,2836,12676,1,PNur,ṣača,,,sLam
2838,13885,,,0,OIA,šrâv-′ay-a-ti,causes to move,[T. 13885],sLam
2839,12717.1,,,0,OIA,*šreḍa-,slanting; squinting,[T. 12717.1],sLam
2840,12723,,,0,OIA,*šreṣ-tri:-,clinger,[T. 12723],sLam
2841,10395,,,0,OIA,yakṣ′a-,a supernatural being,[T. 10395],y
2842,10395,2841,10395,1,PNur,iaṣ,,,y
2843,10436,,,0,OIA,y′ava-sa-,grass,[T. 10436],y
2844,10436,2843,10436,1,PNur,ios,,,y
2845,10442.1,,,0,PAr,yavy′a-:-,stream,[T. 10442.1],y
2846,10442.1,2845,10442.1,1,PNur,iov,,,y
2847,n2215,,,0,Prs,yâ,or,,y
2848,10481,,,0,OIA,*yuk-na-,joined,[T. 10481],y
2849,n2216,,,0,EurAs,i,,[Pok. 281  *e-; ei-; i-3  PIE formula: *i1],i
2850,n2217,2849,n2216,1,PIE Form,oi-ko-,one,[Pok. 281  *e-; ei-; i-3  PIE formula: *i1],i
2851,n2218,2850,n2217,2,PAr,ai-ka-,,,i
2852,n2219,2851,n2218,3,OIA,ʹeka-,one,,i
2853,n2220,2850,n2217,2,PAr,ai-ka-tva-na-,,,i
2854,n2221,2853,n2220,3,OIA,eka-tva-na-,oneness,,i
2855,n2222,2850,n2217,2,PAr,ai-ka-vr̥t-,,,i
2856,n2223,2855,n2222,3,OIA,eka-v′r̥t-,simple,,i
2857,n2224,2849,n2216,1,PIE Form,oi-uo-,one,[Pok. 281  *e-; ei-; i-3  PIE formula: *i2],i
2858,n2225,2857,n2224,2,PAr,ai-va-,,,i
2859,n2226,2858,n2225,3,PNur,ev,,,i
2860,n2227,2849,n2216,1,PIE Form,oi-kom-dek̂m,eleven,[Pok. 281  *e-; ei-; i-3  PIE formula: *i3],i
2861,n2228,2860,n2227,2,PAr,aika˜-dača,,,i
2862,n2229,2861,n2228,3,PNur,âc̣andoć,,,i
2863,n2230,2861,n2228,3,PNur,iândić,,,i
2864,n2231,2861,n2228,3,PNur,źuz,,,i
2865,n2232,2849,n2216,1,PIE Form,oi-kos-dek̂m,eleven,[Pok. 281  *e-; ei-; i-3  PIE formula: *i3],i
2866,n2233,2865,n2232,2,PAr,aikâ-dača,,,i
2867,n2234,2866,n2233,3,OIA,ekâ-daša,eleven,,i
2868,n2235,2867,n2234,4,PNur,iâš,,,i
2869,n2236,2849,n2216,1,PIE Form,ei-no-,,[Pok. 281  *e-; ei-; i-3  PIE formula: *i4],i
2870,n2237,2869,n2236,2,PAr,ai-na-,,,i
2871,n2238,2870,n2237,3,PNur,i-na,,,i
2872,n2239,2849,n2216,1,PIE Form,ei-ko-,this [oblique stem],[Pok. 281  *e-; ei-; i-3  PIE formula: *i5],i
2873,n2240,2872,n2239,2,PAr,ai-ka-,,,i
2874,n2241,2873,n2240,3,PNur,i-ka,,,i
2875,n2242,2849,n2216,1,PIE Form,ei-to-,this [oblique stem],[Pok. 281  *e-; ei-; i-3  PIE formula: *i6],i
2876,n2243,2875,n2242,2,PAr,ai-ta-,,,i
2877,n2244,2876,n2243,3,PNur,i-,,,i
2878,n2245,2849,n2216,1,PIE Form,ei-uo-,just so; indeed,[Pok. 281  *e-; ei-; i-3  PIE formula: *i7],i
2879,n2246,2878,n2245,2,PAr,ai-v′a-,,,i
2880,n2247,2849,n2216,1,PIE Form,-i-o-,,,i
2881,n2248,2880,n2247,2,PAr,-iya-,,,i
2882,n2249,2881,n2248,3,PNur,-i,,,i
2883,n2250,2849,n2216,1,PIE Form,-i,,[Pok. 281  *e-; ei-; i-3  PIE formula: *i9],i
2884,n2251,2883,n2250,2,PAr,-a-i,,,i
2885,n2252,2849,n2216,1,PIE Form,ʔ-ei-,goes,[Pok. 293  *ei-  PIE formula: *ʔ-i-10],i
2886,n2253,2885,n2252,2,PAr,ai-,,,i
2887,n2254,2886,n2253,3,PNur,e-,,,i
2888,n2255,2886,n2253,3,OIA,vy-`e-ti,goes away,,i
2889,n2256,2849,n2216,1,PIE Form,ʔ-i-aɦ-,comes near,[Pok. 293  *ei-  PIE formula: *ʔ-i-10],i
2890,n2257,2889,n2256,2,PAr,ya:-,,,i
2891,n2258,2890,n2257,3,OIA,â-ya:-ti,comes near,,i
2892,n2259,2890,n2257,3,OIA,v′i-ya:-ti,passes through,,i
2893,n2260,2849,n2216,1,PIE Form,-eio-,,,i
2894,n2261,2893,n2260,2,PAr,-aya-,,,i
2895,n2262,,,0,PNur,iaṣkoṣ,predator; wild animal,,i
2896,n2263,,,0,PNur,iâsa-,"extinguish; erase, rub out",,i
2897,n2264,,,0,PNur,iâla,whey,,i
2898,n2265,,,0,PIE Root,ieu,mix (of meal preparation),"[Pok. 507  *i̯eu-1  PIE formula: *i-u-
]",i
2899,n2266,2898,n2265,1,PIE Form,iu-h-s-o-,,,i
2900,n2267,2899,n2266,2,PAr,yu:-sa-,,,i
2901,n2268,2900,n2267,3,OIA,yu:ṣa-,broth,,i
2902,n2269,2901,n2268,4,PNur,ǰuṣ,,,i
2903,n2270,2901,n2268,4,PNur,ǰuṣâu,,,i
2904,n2271,,,0,PIE Root,ieu,tie together; yoke,"[Pok. 508  *i̯eu-2  PIE formula: *i-u-
]",i
2905,n2272,2904,n2271,1,PIE Form,ieu-e-,,,i
2906,n2273,2905,n2272,2,PAr,yuv-′a-,,,i
2907,n2274,2906,n2273,3,OIA,n′i-yuv-a-ti,binds on; fastens,,i
2908,n2275,2906,n2273,3,OIA,yuv-′a-te,yokes; *eats,,i
2909,n2276,2908,n2275,4,PNur,io-,,,i
2910,n2277,2908,n2275,4,PNur,io-la,,,i
2911,n2278,2904,n2271,1,PIE Form,ieu-g-o-,,,i
2912,n2279,2911,n2278,2,PAr,yug′a-,yoke,,i
2913,n2280,2904,n2271,1,PIE Form,iō[u]-s-o-,,,i
2914,n2281,2913,n2280,2,PAr,yâsa-,girdle,,i
2915,n2282,,,0,PIE Root,ieuo,corn; barley,"[Pok. 512  *i̯eu̯o-  PIE formula: *i-u-o-
]",i
2916,n2283,2915,n2282,1,PIE Form,ieu-o-,,,i
2917,n2284,2916,n2283,2,PAr,y′ava-,barley,,i
2918,n2285,2917,n2284,3,PNur,ia,,,i
2919,n2286,,,0,PIE Root,ieudʱ,move swiftly; fight,"[Pok. 511  *i̯eu-dh-  PIE formula: *i-u-t̬-
]",i
2920,n2287,2919,n2286,1,PIE Form,iu-dʱ-t′o,,,i
2921,n2288,2920,n2287,2,PAr,yuddʱ′a-,fought; battle,,i
2922,n2289,2921,n2288,3,PNur,iud,,,i
2923,n2290,,,0,PIE Root,iekʷ,liver,"[Pok. 504  *i̯ē̆kʷ-  PIE formula: *i-k̊-
",i
2924,n2291,2923,n2290,1,PIE Form,iekʷ-en-,,,i
2925,n2292,2924,n2291,2,PAr,yak-an-,liver,,i
2926,n2293,2925,n2292,3,PNur,iani,,,i
2927,n2294,2923,n2290,1,PIE Form,iekʷ-n-′es,,,i
2928,n2295,2927,n2294,2,PAr,yak-n-′as,liver,,i
2929,n2296,,,0,PIE Root,ieg,ice,"[Pok. 503  *i̯eg-  PIE formula: *i-g-
",i
2930,n2297,2929,n2296,1,PIE Form,ieĝ-o-,,,i
2931,n2298,2930,n2297,2,PAr,yaǰa-,cold,,i
2932,n2299,2931,n2298,3,PNur,iaź,,,i
2933,n2300,,,0,PIE Root,ienhter,husband's brother's wife,"[Pok. 505  *i̯énəter-  PIE formula: *i′-n-h-t-r-
]",i
2934,n2301,2933,n2300,1,PIE Form,in-h-t′er-,,,i
2935,n2302,2934,n2301,2,PAr,ya:tar-i-ka-:-,husband's brother's wife,,i
2936,n2303,2935,n2302,3,PNur,iâri,,,i
2937,n2304,,,0,PIE Root,iem,hold; hold together; twin,"[Pok. 505  *i̯em-  PIE formula: *i-m-
]",i
2938,n2305,2937,n2304,1,PIE Form,iem-e-no-,,,i
2939,n2306,2938,n2305,2,PAr,yam′a-,,,i
2940,n2307,2939,n2306,3,OIA,yâma-la-,pair,,i
2941,n2308,2940,n2307,4,PNur,iâma-ṇa,,,i
2942,n2309,2937,n2304,1,PIE Form,iem-o-,,,i
2943,n2310,2942,n2309,2,PAr,yam′a-,"Yama, god of death",,i
2944,n2311,2943,n2310,3,OIA,yama-râǰa-,King Yama,,i
2945,n2312,2944,n2311,4,PNur,iamarâ,,,i
2946,n2313,2937,n2304,1,PIE Form,iem-tr′o-,,,i
2947,n2314,2946,n2313,2,PAr,yantr′a-,,,i
2948,n2315,2947,n2314,3,OIA,yantra-ka-,controlling device; handmill,,i
2949,n2316,,,0,PIE Root,iu,you [plural],[Pok. 513  *i̯u-1  PIE formula: *i-u-],i
2950,n2317,2949,n2316,1,PIE Form,iu-s-me-,,,i
2951,n2318,2950,n2317,2,PAr,yus-m′â-,you (plural),,i
2952,n2319,2949,n2316,1,PIE Form,u-os,,,i
2953,n2320,2952,n2319,2,PAr,vas,,,i
2954,n2321,2953,n2320,3,PNur,-v,,,i
2955,n2322,2953,n2320,3,PNur,vi,,,i
2956,1589,,,0,OIA,iyat-ta-k′a-,so little,[T. 1589],i
2957,n2323,,,0,Prs,ibrâḥim xâni,Ibrahim Khan variety,,i
2958,1612,,,0,OIA,i:dʱra-,clear sky,[T. 1612],i
2959,1612,2958,1612,1,PNur,ir,,,i
2960,n2324,,,0,PNur,-e,,,e
2961,n2325,,,0,PIE Root,eibʱ,copulate,"[Pok. 503  *eibh-  PIE formula: *ʔ-i-ᴘ̬-
]",e
2962,n2326,2961,n2325,1,PIE Form,i-ebʱ-e-,,,e
2963,n2327,2962,n2326,2,PAr,y′abʱ-a-ti,copulates with,,e
2964,n2328,2963,n2327,3,PNur,iava-,,,e
2965,n2329,,,0,PIE Root,ek̂uo,horse,"[Pok. 301  *ek̂u̯o-  PIE formula: *ʔ-k̂-u-o-
]",e
2966,n2330,2965,n2329,1,PIE Form,ek̂-uo-,,,e
2967,n2331,2966,n2330,2,PAr,ačva-,,,e
2968,n2332,2967,n2331,3,OIA,′ašva-,horse,,e
2969,n2333,2968,n2332,4,PNur,ušpa,,,e
2970,n2334,,,0,PIE Root,egni,fire,"[Pok. 293  *egnis  PIE formula: *ʔ-k̭-
nis]",e
2971,n2335,2970,n2334,1,PIE Form,egni-,,,e
2972,n2336,2971,n2335,2,PAr,agn′i-,fire,,e
2973,n2337,,,0,PIE Root,eĝ,I,"[Pok. 291  *eĝ-  PIE formula: *ʔ-k̭̂-
",e
2974,n2338,2973,n2337,1,PIE Form,eĝ-h-′om,,,e
2975,n2339,2974,n2338,2,PAr,aǰʱ-′am,I,,e
2976,n2340,2975,n2339,3,PNur,′ânźa,,,e
2977,n2341,,,0,PIE Root,eĝʱero,lake; inner sea,"[Pok. 292  *eĝhero-  PIE formula: *ʔ-k̬̂-ro-
]",e
2978,n2342,2977,n2341,1,PIE Form,eĝʱ-er-o-,,,e
2979,n2343,2978,n2342,2,PNur,âźâ,,,e
2980,n2344,,,0,PIE Root,er,rare; loose; crumbly,"[Pok. 332  *er-5  PIE formula: *ʔ-r-
]",e
2981,n2345,2980,n2344,1,PIE Form,ʔer-dʱ-o-,,,e
2982,n2346,2981,n2345,2,PAr,′ardʱa-,part; place; country,,e
2983,n2347,2982,n2346,3,PNur,âṭâ˜,,,e
2984,n2348,2981,n2345,2,PAr,ardʱ′a-,half,,e
2985,n2349,2984,n2348,3,PNur,âṭâ,,,e
2986,n2350,,,0,PIE Root,ere,flow; virile,"[Pok. 336  *ere-2  PIE formula: *ʔ-r-
]",e
2987,n2351,2986,n2350,1,PIE Form,ʔr-es-o-,,,e
2988,n2352,2987,n2351,2,PAr,r′as-a-,,,e
2989,n2353,2988,n2352,3,OIA,â-ras-a-,sweet; tasty,,e
2990,n2354,2989,n2353,4,PNur,âras vâ,,,e
2991,n2355,2986,n2350,1,PIE Form,ʔr-s-o-,,,e
2992,n2356,2991,n2355,2,PAr,r̥-š-a-,,,e
2993,n2357,2992,n2356,3,OIA,r̥ṣa-bʱ′a-,bull,,e
2994,n2358,2993,n2357,4,PNur,âṣe,,,e
2995,n2359,,,0,PIE Root,erek,louse; tick,"[Pok. 335  *erek-1  PIE formula: *ʔ-r-k-
]",e
2996,n2360,2995,n2359,1,PIE Form,ʔr-ek-s-aɦ-,,,e
2997,n2361,2996,n2360,2,PAr,lik-š′a-:-,,,e
2998,n2362,2997,n2361,3,OIA,likṣ′a-:-,nit; young louse,,e
2999,n2363,,,0,PIE Root,eres,pierce,"[Pok. 335  *eres-1  PIE formula: *ʔ-r-s-
]",e
3000,n2364,2999,n2363,1,PIE Form,ʔr-s-ti-,,,e
3001,n2365,3000,n2364,2,PAr,′r̥š-ti-,,,e
3002,n2366,3001,n2365,3,OIA,′r̥ṣ-ṭi-,spear,,e
3003,n2367,,,0,PIE Root,ed,eat; *tooth,"[Pok. 287  *ed-  PIE formula: *ʔ-ṱ-
]",e
3004,n2368,3003,n2367,1,PIE Form,ʔd-on-t-,,,e
3005,n2369,3004,n2368,2,PAr,d′anta-,tooth,,e
3006,n2370,3005,n2369,3,PNur,da˜t,,,e
3007,n2371,3005,n2369,3,OIA,danta-mâ˜ša-,gums,,e
3008,n2372,3007,n2371,4,PNur,"da˜t + 
mas",,,e
3009,n2373,3003,n2367,1,PIE Form,ʔed-no-,,,e
3010,n2374,3009,n2373,2,PAr,ad-na-,,,e
3011,n2375,3010,n2374,3,OIA,ad-na-a-ka-,food; meat,,e
