Item	Site	Site_Name	PDF_Page	Printed_Page	Column	Cell_Image	Raw_OCR	OCR_Alternates	Transcription	Review	Uncertainty	Blank	Notes
130	CHU	Churla / Lag Valley	90	83	2	cells/i130-CHU-pdf090.png	khäcs /fobla			pending manual source-image review			
130	GAR	Garsah	94	87	1	cells/i130-GAR-pdf094.png	•i fobala/sambola			pending manual source-image review			
130	JIB	Jibhi	93	86	2	cells/i130-JIB-pdf093.png	jobola			pending manual source-image review			
130	KUL	Kullu (District Headquarters)	94	87	2	cells/i130-KUL-pdf094.png	fobala			pending manual source-image review			
130	LOR	Loren / South Kullu Valley	90	83	3	cells/i130-LOR-pdf090.png	K'^ss			pending manual source-image review			
130	MAN	Manali	92	85	1	cells/i130-MAN-pdf092.png	9130. Jobala			pending manual source-image review			
130	MAR	Maraur Village	92	85	3	cells/i130-MAR-pdf092.png	Jobals			pending manual source-image review			
130	MNK	Manikaran	95	88	1	cells/i130-MNK-pdf095.png	jobala			pending manual source-image review			
130	RAI	Raila Village	92	85	2	cells/i130-RAI-pdf092.png	=ambla/fob°La			pending manual source-image review			
130	SHA	Shalwar Village	91	84	1	cells/i130-SHA-pdf091.png	rambla/Joba			pending manual source-image review			
130	SHG	Shangarh	91	84	3	cells/i130-SHG-pdf091.png				pending manual source-image review			
130	SID	Sidua	93	86	1	cells/i130-SID-pdf093.png	fobala			pending manual source-image review			
131	ANI	Ani	95	88	2	cells/i131-ANI-pdf095.png	buso			pending manual source-image review			
131	BAT	Bathad	93	86	3	cells/i131-BAT-pdf093.png	D3ey9			pending manual source-image review			
131	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i131-BHU-pdf094.png	busn			pending manual source-image review			
131	CHI	Chinninal Village	91	84	2	cells/i131-CHI-pdf091.png	ni thik			pending manual source-image review			
131	CHU	Churla / Lag Valley	90	83	2	cells/i131-CHU-pdf090.png	bu'sn			pending manual source-image review			
131	GAR	Garsah	94	87	1	cells/i131-GAR-pdf094.png	Br buss masn			pending manual source-image review			
131	JIB	Jibhi	93	86	2	cells/i131-JIB-pdf093.png	khasa:b/murn			pending manual source-image review			
131	KUL	Kullu (District Headquarters)	94	87	2	cells/i131-KUL-pdf094.png	bura			pending manual source-image review			
131	LOR	Loren / South Kullu Valley	90	83	3	cells/i131-LOR-pdf090.png	bufs			pending manual source-image review			
131	MAN	Manali	92	85	1	cells/i131-MAN-pdf092.png	4 131. 'bura			pending manual source-image review			
131	MAR	Maraur Village	92	85	3	cells/i131-MAR-pdf092.png	vÂvm			pending manual source-image review			
131	MNK	Manikaran	95	88	1	cells/i131-MNK-pdf095.png	maja			pending manual source-image review			
131	RAI	Raila Village	92	85	2	cells/i131-RAI-pdf092.png	musds			pending manual source-image review			
131	SHA	Shalwar Village	91	84	1	cells/i131-SHA-pdf091.png	mair^			pending manual source-image review			
131	SHG	Shangarh	91	84	3	cells/i131-SHG-pdf091.png				pending manual source-image review			
131	SID	Sidua	93	86	1	cells/i131-SID-pdf093.png	oreyq			pending manual source-image review			
132	ANI	Ani	95	88	2	cells/i132-ANI-pdf095.png	,sino			pending manual source-image review			
132	BAT	Bathad	93	86	3	cells/i132-BAT-pdf093.png	sina			pending manual source-image review			
132	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i132-BHU-pdf094.png	synia			pending manual source-image review			
132	CHI	Chinninal Village	91	84	2	cells/i132-CHI-pdf091.png	cfrs			pending manual source-image review			
132	CHU	Churla / Lag Valley	90	83	2	cells/i132-CHU-pdf090.png	'Sın:^			pending manual source-image review			
132	GAR	Garsah	94	87	1	cells/i132-GAR-pdf094.png	132- Jun:i			pending manual source-image review			
132	JIB	Jibhi	93	86	2	cells/i132-JIB-pdf093.png	SLn:A			pending manual source-image review			
132	KUL	Kullu (District Headquarters)	94	87	2	cells/i132-KUL-pdf094.png	sina			pending manual source-image review			
132	LOR	Loren / South Kullu Valley	90	83	3	cells/i132-LOR-pdf090.png	SinA			pending manual source-image review			
132	MAN	Manali	92	85	1	cells/i132-MAN-pdf092.png	132. 'sina			pending manual source-image review			
132	MAR	Maraur Village	92	85	3	cells/i132-MAR-pdf092.png	Jen:a			pending manual source-image review			
132	MNK	Manikaran	95	88	1	cells/i132-MNK-pdf095.png	mcla			pending manual source-image review			
132	RAI	Raila Village	92	85	2	cells/i132-RAI-pdf092.png	- SLn:1.			pending manual source-image review			
132	SHA	Shalwar Village	91	84	1	cells/i132-SHA-pdf091.png	Jngu			pending manual source-image review			
132	SHG	Shangarh	91	84	3	cells/i132-SHG-pdf091.png				pending manual source-image review			
132	SID	Sidua	93	86	1	cells/i132-SID-pdf093.png	sina			pending manual source-image review			
133	ANI	Ani	95	88	2	cells/i133-ANI-pdf095.png	fuko			pending manual source-image review			
133	BAT	Bathad	93	86	3	cells/i133-BAT-pdf093.png	jukha			pending manual source-image review			
133	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i133-BHU-pdf094.png	jokhn			pending manual source-image review			
133	CHI	Chinninal Village	91	84	2	cells/i133-CHI-pdf091.png	Sesk'n			pending manual source-image review			
133	CHU	Churla / Lag Valley	90	83	2	cells/i133-CHU-pdf090.png	Ju'kén			pending manual source-image review			
133	GAR	Garsah	94	87	1	cells/i133-GAR-pdf094.png	133. feokh^			pending manual source-image review			
133	JIB	Jibhi	93	86	2	cells/i133-JIB-pdf093.png	fokhn			pending manual source-image review			
133	KUL	Kullu (District Headquarters)	94	87	2	cells/i133-KUL-pdf094.png	jukhufa			pending manual source-image review			
133	LOR	Loren / South Kullu Valley	90	83	3	cells/i133-LOR-pdf090.png	dusn			pending manual source-image review			
133	MAN	Manali	92	85	1	cells/i133-MAN-pdf092.png	+ 133. 'Sukha:.			pending manual source-image review			
133	MAR	Maraur Village	92	85	3	cells/i133-MAR-pdf092.png	jukhn			pending manual source-image review			
133	MNK	Manikaran	95	88	1	cells/i133-MNK-pdf095.png	juha			pending manual source-image review			
133	RAI	Raila Village	92	85	2	cells/i133-RAI-pdf092.png	Jokh1			pending manual source-image review			
133	SHA	Shalwar Village	91	84	1	cells/i133-SHA-pdf091.png	fokhn			pending manual source-image review			
133	SHG	Shangarh	91	84	3	cells/i133-SHG-pdf091.png				pending manual source-image review			
133	SID	Sidua	93	86	1	cells/i133-SID-pdf093.png	Jukha			pending manual source-image review			
134	ANI	Ani	95	88	2	cells/i134-ANI-pdf095.png	1am:Do			pending manual source-image review			
134	BAT	Bathad	93	86	3	cells/i134-BAT-pdf093.png	arnae			pending manual source-image review			
134	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i134-BHU-pdf094.png	v. mо, et			pending manual source-image review			
134	CHI	Chinninal Village	91	84	2	cells/i134-CHI-pdf091.png	Iambåi			pending manual source-image review			
134	CHU	Churla / Lag Valley	90	83	2	cells/i134-CHU-pdf090.png	Lo'm: ^			pending manual source-image review			
134	GAR	Garsah	94	87	1	cells/i134-GAR-pdf094.png	134. lom:^			pending manual source-image review			
134	JIB	Jibhi	93	86	2	cells/i134-JIB-pdf093.png	lAm:1			pending manual source-image review			
134	KUL	Kullu (District Headquarters)	94	87	2	cells/i134-KUL-pdf094.png	lora			pending manual source-image review			
134	LOR	Loren / South Kullu Valley	90	83	3	cells/i134-LOR-pdf090.png	loma			pending manual source-image review			
134	MAN	Manali	92	85	1	cells/i134-MAN-pdf092.png	l 134. lo:ma			pending manual source-image review			
134	MAR	Maraur Village	92	85	3	cells/i134-MAR-pdf092.png	V:mV|			pending manual source-image review			
134	MNK	Manikaran	95	88	1	cells/i134-MNK-pdf095.png	iuvna			pending manual source-image review			
134	RAI	Raila Village	92	85	2	cells/i134-RAI-pdf092.png	1om^			pending manual source-image review			
134	SHA	Shalwar Village	91	84	1	cells/i134-SHA-pdf091.png	Iam:n			pending manual source-image review			
134	SHG	Shangarh	91	84	3	cells/i134-SHG-pdf091.png				pending manual source-image review			
134	SID	Sidua	93	86	1	cells/i134-SID-pdf093.png	oqme|			pending manual source-image review			
135	ANI	Ani	95	88	2	cells/i135-ANI-pdf095.png	tsoto			pending manual source-image review			
135	BAT	Bathad	93	86	3	cells/i135-BAT-pdf093.png	otfa/bhargnu			pending manual source-image review			
135	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i135-BHU-pdf094.png	tfot			pending manual source-image review			
135	CHI	Chinninal Village	91	84	2	cells/i135-CHI-pdf091.png	Lothn			pending manual source-image review			
135	CHU	Churla / Lag Valley	90	83	2	cells/i135-CHU-pdf090.png	ts(Wotks			pending manual source-image review			
135	GAR	Garsah	94	87	1	cells/i135-GAR-pdf094.png	B5. hots1			pending manual source-image review			
135	JIB	Jibhi	93	86	2	cells/i135-JIB-pdf093.png	hots^			pending manual source-image review			
135	KUL	Kullu (District Headquarters)	94	87	2	cells/i135-KUL-pdf094.png	otfo			pending manual source-image review			
135	LOR	Loren / South Kullu Valley	90	83	3	cells/i135-LOR-pdf090.png	hots^			pending manual source-image review			
135	MAN	Manali	92	85	1	cells/i135-MAN-pdf092.png	(, 135. 'otsha			pending manual source-image review			
135	MAR	Maraur Village	92	85	3	cells/i135-MAR-pdf092.png	v20 7			pending manual source-image review			
135	MNK	Manikaran	95	88	1	cells/i135-MNK-pdf095.png	o:tca			pending manual source-image review			
135	RAI	Raila Village	92	85	2	cells/i135-RAI-pdf092.png	vyžos7			pending manual source-image review			
135	SHA	Shalwar Village	91	84	1	cells/i135-SHA-pdf091.png	hotsa			pending manual source-image review			
135	SHG	Shangarh	91	84	3	cells/i135-SHG-pdf091.png				pending manual source-image review			
135	SID	Sidua	93	86	1	cells/i135-SID-pdf093.png	bhaiynu			pending manual source-image review			
136	ANI	Ani	95	88	2	cells/i136-ANI-pdf095.png	gormi			pending manual source-image review			
136	BAT	Bathad	93	86	3	cells/i136-BAT-pdf093.png	thatho			pending manual source-image review			
136	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i136-BHU-pdf094.png	Értr			pending manual source-image review			
136	CHI	Chinninal Village	91	84	2	cells/i136-CHI-pdf091.png	jaсmё.			pending manual source-image review			
136	CHU	Churla / Lag Valley	90	83	2	cells/i136-CHU-pdf090.png	t'n			pending manual source-image review			
136	GAR	Garsah	94	87	1	cells/i136-GAR-pdf094.png	136. totn			pending manual source-image review			
136	JIB	Jibhi	93	86	2	cells/i136-JIB-pdf093.png	tats			pending manual source-image review			
136	KUL	Kullu (District Headquarters)	94	87	2	cells/i136-KUL-pdf094.png	tuta			pending manual source-image review			
136	LOR	Loren / South Kullu Valley	90	83	3	cells/i136-LOR-pdf090.png	v·0·			pending manual source-image review			
136	MAN	Manali	92	85	1	cells/i136-MAN-pdf092.png	36. totha			pending manual source-image review			
136	MAR	Maraur Village	92	85	3	cells/i136-MAR-pdf092.png	I^t^			pending manual source-image review			
136	MNK	Manikaran	95	88	1	cells/i136-MNK-pdf095.png	toia			pending manual source-image review			
136	RAI	Raila Village	92	85	2	cells/i136-RAI-pdf092.png	Intn			pending manual source-image review			
136	SHA	Shalwar Village	91	84	1	cells/i136-SHA-pdf091.png	ta: ta			pending manual source-image review			
136	SHG	Shangarh	91	84	3	cells/i136-SHG-pdf091.png				pending manual source-image review			
136	SID	Sidua	93	86	1	cells/i136-SID-pdf093.png	thatha:			pending manual source-image review			
137	ANI	Ani	95	88	2	cells/i137-ANI-pdf095.png	Seslo			pending manual source-image review			
137	BAT	Bathad	93	86	3	cells/i137-BAT-pdf093.png	Sila			pending manual source-image review			
137	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i137-BHU-pdf094.png	thands			pending manual source-image review			
137	CHI	Chinninal Village	91	84	2	cells/i137-CHI-pdf091.png	v1:35			pending manual source-image review			
137	CHU	Churla / Lag Valley	90	83	2	cells/i137-CHU-pdf090.png	thanda			pending manual source-image review			
137	GAR	Garsah	94	87	1	cells/i137-GAR-pdf094.png	:137. tanda			pending manual source-image review			
137	JIB	Jibhi	93	86	2	cells/i137-JIB-pdf093.png	tanda/fEln			pending manual source-image review			
137	KUL	Kullu (District Headquarters)	94	87	2	cells/i137-KUL-pdf094.png	ePire1			pending manual source-image review			
137	LOR	Loren / South Kullu Valley	90	83	3	cells/i137-LOR-pdf090.png	vphv,7			pending manual source-image review			
137	MAN	Manali	92	85	1	cells/i137-MAN-pdf092.png	R 137. opич7			pending manual source-image review			
137	MAR	Maraur Village	92	85	3	cells/i137-MAR-pdf092.png	tanda			pending manual source-image review			
137	MNK	Manikaran	95	88	1	cells/i137-MNK-pdf095.png	{anaa			pending manual source-image review			
137	RAI	Raila Village	92	85	2	cells/i137-RAI-pdf092.png	tands			pending manual source-image review			
137	SHA	Shalwar Village	91	84	1	cells/i137-SHA-pdf091.png	tandr			pending manual source-image review			
137	SHG	Shangarh	91	84	3	cells/i137-SHG-pdf091.png				pending manual source-image review			
137	SID	Sidua	93	86	1	cells/i137-SID-pdf093.png	thandaha			pending manual source-image review			
138	ANI	Ani	95	88	2	cells/i138-ANI-pdf095.png	sido			pending manual source-image review			
138	BAT	Bathad	93	86	3	cells/i138-BAT-pdf093.png	daina			pending manual source-image review			
138	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i138-BHU-pdf094.png	dann			pending manual source-image review			
138	CHI	Chinninal Village	91	84	2	cells/i138-CHI-pdf091.png	ducn			pending manual source-image review			
138	CHU	Churla / Lag Valley	90	83	2	cells/i138-CHU-pdf090.png	khẩnữ			pending manual source-image review			
138	GAR	Garsah	94	87	1	cells/i138-GAR-pdf094.png	138; dã'ns			pending manual source-image review			
138	JIB	Jibhi	93	86	2	cells/i138-JIB-pdf093.png	dahunz			pending manual source-image review			
138	KUL	Kullu (District Headquarters)	94	87	2	cells/i138-KUL-pdf094.png	sida			pending manual source-image review			
138	LOR	Loren / South Kullu Valley	90	83	3	cells/i138-LOR-pdf090.png	anhun			pending manual source-image review			
138	MAN	Manali	92	85	1	cells/i138-MAN-pdf092.png	1 38. khanu			pending manual source-image review			
138	MAR	Maraur Village	92	85	3	cells/i138-MAR-pdf092.png	vh.ep			pending manual source-image review			
138	MNK	Manikaran	95	88	1	cells/i138-MNK-pdf095.png	chaina			pending manual source-image review			
138	RAI	Raila Village	92	85	2	cells/i138-RAI-pdf092.png	doina			pending manual source-image review			
138	SHA	Shalwar Village	91	84	1	cells/i138-SHA-pdf091.png	du:cs			pending manual source-image review			
138	SHG	Shangarh	91	84	3	cells/i138-SHG-pdf091.png				pending manual source-image review			
138	SID	Sidua	93	86	1	cells/i138-SID-pdf093.png	.qura			pending manual source-image review			
139	ANI	Ani	95	88	2	cells/i139-ANI-pdf095.png	ulto			pending manual source-image review			
139	BAT	Bathad	93	86	3	cells/i139-BAT-pdf093.png	bhaija			pending manual source-image review			
139	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i139-BHU-pdf094.png	kundza			pending manual source-image review			
139	CHI	Chinninal Village	91	84	2	cells/i139-CHI-pdf091.png	bайu.			pending manual source-image review			
139	CHU	Churla / Lag Valley	90	83	2	cells/i139-CHU-pdf090.png	khandzu			pending manual source-image review			
139	GAR	Garsah	94	87	1	cells/i139-GAR-pdf094.png	:13%. bāhu			pending manual source-image review			
139	JIB	Jibhi	93	86	2	cells/i139-JIB-pdf093.png	bañ.			pending manual source-image review			
139	KUL	Kullu (District Headquarters)	94	87	2	cells/i139-KUL-pdf094.png	ultha			pending manual source-image review			
139	LOR	Loren / South Kullu Valley	90	83	3	cells/i139-LOR-pdf090.png	baĩ			pending manual source-image review			
139	MAN	Manali	92	85	1	cells/i139-MAN-pdf092.png	1 13% khundzu			pending manual source-image review			
139	MAR	Maraur Village	92	85	3	cells/i139-MAR-pdf092.png	ba' a			pending manual source-image review			
139	MNK	Manikaran	95	88	1	cells/i139-MNK-pdf095.png	bonã			pending manual source-image review			
139	RAI	Raila Village	92	85	2	cells/i139-RAI-pdf092.png	bõua			pending manual source-image review			
139	SHA	Shalwar Village	91	84	1	cells/i139-SHA-pdf091.png	baus			pending manual source-image review			
139	SHG	Shangarh	91	84	3	cells/i139-SHG-pdf091.png				pending manual source-image review			
139	SID	Sidua	93	86	1	cells/i139-SID-pdf093.png	bhãwă			pending manual source-image review			
140	ANI	Ani	95	88	2	cells/i140-ANI-pdf095.png	ncl			pending manual source-image review			
140	BAT	Bathad	93	86	3	cells/i140-BAT-pdf093.png	ner			pending manual source-image review			
140	BHU	Bhutti Village / Lag Valley	94	87	3	cells/i140-BHU-pdf094.png	nECĂ			pending manual source-image review			
140	CHI	Chinninal Village	91	84	2	cells/i140-CHI-pdf091.png	nE:|a			pending manual source-image review			
140	CHU	Churla / Lag Valley	90	83	2	cells/i140-CHU-pdf090.png	nE			pending manual source-image review			
140	GAR	Garsah	94	87	1	cells/i140-GAR-pdf094.png	: 140. ne:d			pending manual source-image review			
