Item	Gloss	Bhumij_Site_Code	Ho2024_Site_Code	Locality	Elicitation_Date	Durable_List_ID	Durable_Cell_ID	Bhumij_2015_Status	Bhumij_2015_Forms	Bhumij_2015_Cognate_Labels	Bhumij_2015_Citation	Ho_2024_Status	Ho_2024_Transcription	Ho_2024_Citation	Status_Parity	Representation_Comparison	Canonical_Publication	Disposition
49	lightning	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i049	attested	bidʒʌlɑu	2	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 49, list LAD]	attested	bidʒʌlʌʷ	varenkamp2024ho[Appendix D.3, printed p. 79, item 49, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
50	rainbow	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i050	attested	bɑnd̪ɛlɛlɛʔ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 38, item 50, list LAD]	attested	bandelele?	varenkamp2024ho[Appendix D.3, printed p. 79, item 50, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
51	wind	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i051	attested	hojo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 51, list LAD]	attested	hojo	varenkamp2024ho[Appendix D.3, printed p. 79, item 51, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
52	stone	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i052	attested	d̪iɾi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 52, list LAD]	attested	ḏiri	varenkamp2024ho[Appendix D.3, printed p. 80, item 52, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
53	path	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i053	attested	hoɾɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 53, list LAD]	attested	hora	varenkamp2024ho[Appendix D.3, printed p. 80, item 53, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
54	sand	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i054	attested	git̪il	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 54, list LAD]	attested	giṯil	varenkamp2024ho[Appendix D.3, printed p. 80, item 54, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
55	fire	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i055	attested	siŋgel	1	baileymaggard2015bhumij[Appendix B.3, printed p. 39, item 55, list LAD]	attested	siŋgel	varenkamp2024ho[Appendix D.3, printed p. 81, item 55, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
56	smoke	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i056	attested	sukuɾ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 56, list LAD]	attested	sukur	varenkamp2024ho[Appendix D.3, printed p. 81, item 56, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
57	ash	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i057	attested	t̪oɾoʔɛ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 57, list LAD]	attested	ṯoro?e	varenkamp2024ho[Appendix D.3, printed p. 81, item 57, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
58	mud	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i058	attested	losʌdʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 58, list LAD]	attested	losad?	varenkamp2024ho[Appendix D.3, printed p. 82, item 58, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
59	dust	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i059	attested	duɾɑʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 59, list LAD]	attested	dura?	varenkamp2024ho[Appendix D.3, printed p. 82, item 59, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
60	gold	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i060	attested	sɑ̃məɾom	2	baileymaggard2015bhumij[Appendix B.3, printed p. 40, item 60, list LAD]	attested	sãmᵉrom	varenkamp2024ho[Appendix D.3, printed p. 82, item 60, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
61	tree	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i061	attested	d̪ɑɾu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 61, list LAD]	attested	ɖaru	varenkamp2024ho[Appendix D.3, printed p. 83, item 61, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
62	leaf	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i062	attested	sɑkɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 62, list LAD]	attested	sakʌm	varenkamp2024ho[Appendix D.3, printed p. 83, item 62, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
63	root	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i063	attested	ɾɛd̪ʔ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 63, list LAD]	attested	red?	varenkamp2024ho[Appendix D.3, printed p. 83, item 63, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
64	thorn	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i064	attested	dʒɑnum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 64, list LAD]	attested	dʒanum	varenkamp2024ho[Appendix D.3, printed p. 84, item 64, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
65	flower	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i065	attested	bɑː	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 65, list LAD]	attested	ba·	varenkamp2024ho[Appendix D.3, printed p. 84, item 65, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
66	fruit	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i066	attested	dʒo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 66, list LAD]	attested	dʒo	varenkamp2024ho[Appendix D.3, printed p. 84, item 66, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
67	mango	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i067	attested	uli	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 67, list LAD]	attested	uli	varenkamp2024ho[Appendix D.3, printed p. 85, item 67, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
68	banana	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i068	attested	kʌd̪ɑlɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 68, list LAD]	attested	kʌɖʌla	varenkamp2024ho[Appendix D.3, printed p. 85, item 68, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
69	wheat	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i069	attested	gohom	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 69, list LAD]	attested	gohom	varenkamp2024ho[Appendix D.3, printed p. 85, item 69, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
70	millet	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i070	attested	gʌŋgɑi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 70, list LAD]	attested	gaŋgai	varenkamp2024ho[Appendix D.3, printed p. 86, item 70, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
71	rice	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i071	attested	tʃɑuli	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 71, list LAD]	attested	tʃauli	varenkamp2024ho[Appendix D.3, printed p. 86, item 71, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
72	potato	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i072	attested	ɑlu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 72, list LAD]	attested	alu	varenkamp2024ho[Appendix D.3, printed p. 86, item 72, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
73	eggplant	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i073	attested	biŋgəɾɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 73, list LAD]	attested	biŋᵉra	varenkamp2024ho[Appendix D.3, printed p. 87, item 73, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
74	groundnut	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i074	attested	bʌɖʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 74, list LAD]	attested	bʌɖʌm	varenkamp2024ho[Appendix D.3, printed p. 87, item 74, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
75	chili	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i075	attested	muɾtʃi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 75, list LAD]	attested	murtʃi	varenkamp2024ho[Appendix D.3, printed p. 87, item 75, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
76	turmeric	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i076	attested	sʌsɑŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 76, list LAD]	attested	sʌsaŋ	varenkamp2024ho[Appendix D.3, printed p. 88, item 76, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
77	garlic	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i077	attested	ɾɑsuɳi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 77, list LAD]	attested	rasuŋi	varenkamp2024ho[Appendix D.3, printed p. 88, item 77, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
78	onion	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i078	attested	pjɑdʒi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 78, list LAD]	attested	pijadʒi	varenkamp2024ho[Appendix D.3, printed p. 88, item 78, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
79	cauliflower	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i079	attested	bɑ kobi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 79, list LAD]	attested	ba kobi	varenkamp2024ho[Appendix D.3, printed p. 89, item 79, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
80	tomato	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i080	attested	bilɑʈi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 80, list LAD]	attested	bilaṯi	varenkamp2024ho[Appendix D.3, printed p. 89, item 80, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
81	cabbage	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i081	attested	pɛʈom kobi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 81, list LAD]	attested	pʌṯom kobi	varenkamp2024ho[Appendix D.3, printed p. 89, item 81, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
82	oil	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i082	attested	sunum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 82, list LAD]	attested	sunum	varenkamp2024ho[Appendix D.3, printed p. 90, item 82, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
83	salt	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i083	attested	bʌluŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 83, list LAD]	attested	bʌluŋ	varenkamp2024ho[Appendix D.3, printed p. 90, item 83, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
84	meat	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i084	attested	dʒilu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 84, list LAD]	attested	dʒilu	varenkamp2024ho[Appendix D.3, printed p. 90, item 84, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
85	fat	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i085	attested	iʈil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 85, list LAD]	attested	iṯil	varenkamp2024ho[Appendix D.3, printed p. 91, item 85, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
86	fish	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i086	attested	hai	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 86, list LAD]	attested	hai	varenkamp2024ho[Appendix D.3, printed p. 91, item 86, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
87	chicken	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i087	attested	sim	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 87, list LAD]	attested	sim	varenkamp2024ho[Appendix D.3, printed p. 91, item 87, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
88	egg	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i088	attested	ʌɳɖʌ	4	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 88, list LAD]	attested	ʌnɖʌ	varenkamp2024ho[Appendix D.3, printed p. 92, item 88, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
89	cow	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i089	attested	gundi	2	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 89, list LAD]	attested	gundi	varenkamp2024ho[Appendix D.3, printed p. 92, item 89, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
90	water buffalo	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i090	attested	kɛɖɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 90, list LAD]	attested	keɖa	varenkamp2024ho[Appendix D.3, printed p. 92, item 90, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
91	milk	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i091	attested	ʈowʌ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 91, list LAD]	attested	ṯowʌ	varenkamp2024ho[Appendix D.3, printed p. 93, item 91, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
92	horns	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i092	attested	ɖiriŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 92, list LAD]	attested	ḏiriŋ	varenkamp2024ho[Appendix D.3, printed p. 93, item 92, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
93	tail	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i093	attested	tʃɑlʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 93, list LAD]	attested	tʃalʌm	varenkamp2024ho[Appendix D.3, printed p. 93, item 93, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
94	goat	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i094	attested	meɾom	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 94, list LAD]	attested	merom	varenkamp2024ho[Appendix D.3, printed p. 94, item 94, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
95	dog	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i095	attested	sɛʈɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 95, list LAD]	attested	seṯa	varenkamp2024ho[Appendix D.3, printed p. 94, item 95, list BBG]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
96	snake	LAD	BBG	Ladhiramsai, Bandgaon, Singhbhum	1989-03-16	bhumij1989-ladhiramsai	bhumij1989-ladhiramsai-i096	attested	biŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 96, list LAD]	attested	biŋ	varenkamp2024ho[Appendix D.3, printed p. 94, item 96, list BBG]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
