Record_Type,Item,Gloss,Site_Code,Site_Name,Role,Dialect_Group,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Alternate_Digital_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,105,father,TEL,Telugu,comparison control,,118,113,1,tandɾi,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 105, Telugu]",
wordlist cell,105,father,UTN,Utnoor Gondi,target,western Gondi,97,92,1,baβʌ,manual-source-image,,tesseract_raw.txt#pdf97,baβʌ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 105, Utnoor Gondi]",silkoya1985:utn:i105:v1
wordlist cell,106,mother,BHG,Bhamani Gondi,target,western Gondi,97,92,2,i̯awal,manual-source-image,,tesseract_raw.txt#pdf97,i̯awal,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 106, Bhamani Gondi]",silkoya1985:bhg:i106:v1
wordlist cell,106,mother,BHM,Bhamani Madia,target,western Madia,97,92,3,au̯a,manual-source-image,,tesseract_raw.txt#pdf97,au̯a,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 106, Bhamani Madia]",silkoya1985:bhm:i106:v1
wordlist cell,106,mother,CHI,Chintoor Koya,target,eastern Koya,87,82,2,iawa,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 106, Chintoor Koya]",silkoya1985:chi:i106:v1
wordlist cell,106,mother,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,iaua,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 106, Jaganathapuram Koya]",silkoya1985:jag:i106:v1
wordlist cell,106,mother,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,iaːia,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 106, Malakanagiri Koya]",silkoya1985:mal:i106:v1
wordlist cell,106,mother,ORI,Oriya,comparison control,,118,113,2,ma,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 106, Oriya]",
wordlist cell,106,mother,POD,Podia Koya,target,eastern Koya,87,82,3,iaio,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 106, Podia Koya]",silkoya1985:pod:i106:v1
wordlist cell,106,mother,TEL,Telugu,comparison control,,118,113,1,tali/ama,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 106, Telugu]",
wordlist cell,106,mother,UTN,Utnoor Gondi,target,western Gondi,97,92,1,bʌiːɛ,manual-source-image,,tesseract_raw.txt#pdf97,bʌiːɛ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 106, Utnoor Gondi]",silkoya1985:utn:i106:v1
wordlist cell,107,older brother,BHG,Bhamani Gondi,target,western Gondi,97,92,2,d̪ad̪al,manual-source-image,,tesseract_raw.txt#pdf97,d̪ad̪al,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 107, Bhamani Gondi]",silkoya1985:bhg:i107:v1
wordlist cell,107,older brother,BHM,Bhamani Madia,target,western Madia,97,92,3,d̪ad̪al,manual-source-image,,tesseract_raw.txt#pdf97,d̪ad̪al,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 107, Bhamani Madia]",silkoya1985:bhm:i107:v1
wordlist cell,107,older brother,CHI,Chintoor Koya,target,eastern Koya,87,82,2,dʰada,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 107, Chintoor Koya]",silkoya1985:chi:i107:v1
wordlist cell,107,older brother,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,aːna,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 107, Jaganathapuram Koya]",silkoya1985:jag:i107:v1
wordlist cell,107,older brother,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,dada,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 107, Malakanagiri Koya]",silkoya1985:mal:i107:v1
wordlist cell,107,older brother,ORI,Oriya,comparison control,,118,113,2,nõna,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 107, Oriya]",
wordlist cell,107,older brother,POD,Podia Koya,target,eastern Koya,87,82,3,dada,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 107, Podia Koya]",silkoya1985:pod:i107:v1
wordlist cell,107,older brother,TEL,Telugu,comparison control,,118,113,1,anːa,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 107, Telugu]",
wordlist cell,107,older brother,UTN,Utnoor Gondi,target,western Gondi,97,92,1,daːdaʔ,manual-source-image,,tesseract_raw.txt#pdf97,daːdaʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 107, Utnoor Gondi]",silkoya1985:utn:i107:v1
wordlist cell,108,younger brother,BHG,Bhamani Gondi,target,western Gondi,97,92,2,t̪amˑal,manual-source-image,,tesseract_raw.txt#pdf97,t̪amˑal,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 108, Bhamani Gondi]",silkoya1985:bhg:i108:v1
wordlist cell,108,younger brother,BHM,Bhamani Madia,target,western Madia,97,92,3,t̪amˑa,manual-source-image,,tesseract_raw.txt#pdf97,t̪amˑa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 108, Bhamani Madia]",silkoya1985:bhm:i108:v1
wordlist cell,108,younger brother,CHI,Chintoor Koya,target,eastern Koya,87,82,2,tamːudu,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 108, Chintoor Koya]",silkoya1985:chi:i108:v1
wordlist cell,108,younger brother,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,tamːa,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 108, Jaganathapuram Koya]",silkoya1985:jag:i108:v1
wordlist cell,108,younger brother,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,tamud,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 108, Malakanagiri Koya]",silkoya1985:mal:i108:v1
wordlist cell,108,younger brother,ORI,Oriya,comparison control,,118,113,2,bʰai,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 108, Oriya]",
wordlist cell,108,younger brother,POD,Podia Koya,target,eastern Koya,87,82,3,tamːud,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 108, Podia Koya]",silkoya1985:pod:i108:v1
wordlist cell,108,younger brother,TEL,Telugu,comparison control,,118,113,1,tambudu,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 108, Telugu]",
wordlist cell,108,younger brother,UTN,Utnoor Gondi,target,western Gondi,97,92,1,tʌmuɾuʔ,manual-source-image,,tesseract_raw.txt#pdf97,tʌmuɾuʔ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 108, Utnoor Gondi]",silkoya1985:utn:i108:v1
wordlist cell,109,older sister,BHG,Bhamani Gondi,target,western Gondi,97,92,2,ʌkˑai,manual-source-image,,tesseract_raw.txt#pdf97,ʌkˑai,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 109, Bhamani Gondi]",silkoya1985:bhg:i109:v1
wordlist cell,109,older sister,BHM,Bhamani Madia,target,western Madia,97,92,3,iˑa,manual-source-image,,tesseract_raw.txt#pdf97,iˑa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 109, Bhamani Madia]",silkoya1985:bhm:i109:v1
wordlist cell,109,older sister,CHI,Chintoor Koya,target,eastern Koya,87,82,2,iekːa,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 109, Chintoor Koya]",silkoya1985:chi:i109:v1
wordlist cell,109,older sister,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,akːe,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 109, Jaganathapuram Koya]",silkoya1985:jag:i109:v1
wordlist cell,109,older sister,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,akːa,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 109, Malakanagiri Koya]",silkoya1985:mal:i109:v1
wordlist cell,109,older sister,ORI,Oriya,comparison control,,118,113,2,nani/didi,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 109, Oriya]",
wordlist cell,109,older sister,POD,Podia Koya,target,eastern Koya,87,82,3,iekːe,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 109, Podia Koya]",silkoya1985:pod:i109:v1
wordlist cell,109,older sister,TEL,Telugu,comparison control,,118,113,1,akːa,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 109, Telugu]",
wordlist cell,109,older sister,UTN,Utnoor Gondi,target,western Gondi,97,92,1,baːi,manual-source-image,,tesseract_raw.txt#pdf97,baːi,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 109, Utnoor Gondi]",silkoya1985:utn:i109:v1
wordlist cell,110,younger sister,BHG,Bhamani Gondi,target,western Gondi,97,92,2,tʃelˑe,manual-source-image,,tesseract_raw.txt#pdf97,tʃelˑe,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 110, Bhamani Gondi]",silkoya1985:bhg:i110:v1
wordlist cell,110,younger sister,BHM,Bhamani Madia,target,western Madia,97,92,3,eladi,manual-source-image,,tesseract_raw.txt#pdf97,eladi,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 110, Bhamani Madia]",silkoya1985:bhm:i110:v1
wordlist cell,110,younger sister,CHI,Chintoor Koya,target,eastern Koya,87,82,2,elad,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 110, Chintoor Koya]",silkoya1985:chi:i110:v1
wordlist cell,110,younger sister,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,tʃelːe,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 110, Jaganathapuram Koya]",silkoya1985:jag:i110:v1
wordlist cell,110,younger sister,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,tʃele,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 110, Malakanagiri Koya]",silkoya1985:mal:i110:v1
wordlist cell,110,younger sister,ORI,Oriya,comparison control,,118,113,2,bʰouni,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 110, Oriya]",
wordlist cell,110,younger sister,POD,Podia Koya,target,eastern Koya,87,82,3,eːlad,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 110, Podia Koya]",silkoya1985:pod:i110:v1
wordlist cell,110,younger sister,TEL,Telugu,comparison control,,118,113,1,tʃelːe,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 110, Telugu]",
wordlist cell,110,younger sister,UTN,Utnoor Gondi,target,western Gondi,97,92,1,sɛld,manual-source-image,,tesseract_raw.txt#pdf97,sɛld,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 110, Utnoor Gondi]",silkoya1985:utn:i110:v1
wordlist cell,111,son,BHG,Bhamani Gondi,target,western Gondi,97,92,2,mari,manual-source-image,,tesseract_raw.txt#pdf97,mari,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 111, Bhamani Gondi]",silkoya1985:bhg:i111:v1
wordlist cell,111,son,BHM,Bhamani Madia,target,western Madia,97,92,3,maɡʰai,manual-source-image,,tesseract_raw.txt#pdf97,maɡʰai,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 111, Bhamani Madia]",silkoya1985:bhm:i111:v1
wordlist cell,111,son,CHI,Chintoor Koya,target,eastern Koya,87,82,2,maɾu,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 111, Chintoor Koya]",silkoya1985:chi:i111:v1
wordlist cell,111,son,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,maɾi,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 111, Jaganathapuram Koya]",silkoya1985:jag:i111:v1
wordlist cell,111,son,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,maɾ,manual-source-image,collector/source question mark,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 111, Malakanagiri Koya]",silkoya1985:mal:i111:v1
wordlist cell,111,son,ORI,Oriya,comparison control,,118,113,2,puːo,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 111, Oriya]",
wordlist cell,111,son,POD,Podia Koya,target,eastern Koya,87,82,3,maɾi,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 111, Podia Koya]",silkoya1985:pod:i111:v1
wordlist cell,111,son,TEL,Telugu,comparison control,,118,113,1,kumaɾudu/kodaku,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 111, Telugu]",
wordlist cell,111,son,UTN,Utnoor Gondi,target,western Gondi,97,92,1,moɖʌl,manual-source-image,,tesseract_raw.txt#pdf97,moɖʌl,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 111, Utnoor Gondi]",silkoya1985:utn:i111:v1
wordlist cell,112,daughter,BHG,Bhamani Gondi,target,western Gondi,97,92,2,miˑadu,manual-source-image,,tesseract_raw.txt#pdf97,miˑadu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 112, Bhamani Gondi]",silkoya1985:bhg:i112:v1
wordlist cell,112,daughter,BHM,Bhamani Madia,target,western Madia,97,92,3,miˑadi,manual-source-image,,tesseract_raw.txt#pdf97,miˑadi,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 112, Bhamani Madia]",silkoya1985:bhm:i112:v1
wordlist cell,112,daughter,CHI,Chintoor Koya,target,eastern Koya,87,82,2,maiːad,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 112, Chintoor Koya]",silkoya1985:chi:i112:v1
wordlist cell,112,daughter,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,maiːadi,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 112, Jaganathapuram Koya]",silkoya1985:jag:i112:v1
wordlist cell,112,daughter,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,maiːad,manual-source-image,collector/source question mark,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 112, Malakanagiri Koya]",silkoya1985:mal:i112:v1
wordlist cell,112,daughter,ORI,Oriya,comparison control,,118,113,2,dʒiːo,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 112, Oriya]",
wordlist cell,112,daughter,POD,Podia Koya,target,eastern Koya,87,82,3,maiːad,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 112, Podia Koya]",silkoya1985:pod:i112:v1
wordlist cell,112,daughter,TEL,Telugu,comparison control,,118,113,1,kumaɾte/kutuɾu,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 112, Telugu]",
wordlist cell,112,daughter,UTN,Utnoor Gondi,target,western Gondi,97,92,1,mod̪ɛ,manual-source-image,,tesseract_raw.txt#pdf97,mod̪ɛ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 112, Utnoor Gondi]",silkoya1985:utn:i112:v1
wordlist cell,113,husband,BHG,Bhamani Gondi,target,western Gondi,97,92,2,muid̪o,manual-source-image,,tesseract_raw.txt#pdf97,muid̪o,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 113, Bhamani Gondi]",silkoya1985:bhg:i113:v1
wordlist cell,113,husband,BHM,Bhamani Madia,target,western Madia,97,92,3,muɾiˑo,manual-source-image,,tesseract_raw.txt#pdf97,muɾiˑo,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 113, Bhamani Madia]",silkoya1985:bhm:i113:v1
wordlist cell,113,husband,CHI,Chintoor Koya,target,eastern Koya,87,82,2,mutpal,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 113, Chintoor Koya]",silkoya1985:chi:i113:v1
wordlist cell,113,husband,JAG,Jaganathapuram Koya,target,eastern Koya,87,82,1,mutpal,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 113, Jaganathapuram Koya]",silkoya1985:jag:i113:v1
wordlist cell,113,husband,MAL,Malakanagiri Koya,target,eastern Koya,107,102,1,mutpal,manual-source-image,,tesseract_raw.txt#pdf107,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 102, item 113, Malakanagiri Koya]",silkoya1985:mal:i113:v1
wordlist cell,113,husband,ORI,Oriya,comparison control,,118,113,2,suami,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 113, Oriya]",
wordlist cell,113,husband,POD,Podia Koya,target,eastern Koya,87,82,3,mutːpal,manual-source-image,,tesseract_raw.txt#pdf87,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 82, item 113, Podia Koya]",silkoya1985:pod:i113:v1
wordlist cell,113,husband,TEL,Telugu,comparison control,,118,113,1,baɾːta,manual-source-image,,tesseract_raw.txt#pdf118,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 113, item 113, Telugu]",
wordlist cell,113,husband,UTN,Utnoor Gondi,target,western Gondi,97,92,1,maːrsu,manual-source-image,,tesseract_raw.txt#pdf97,maːrsu,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 92, item 113, Utnoor Gondi]",silkoya1985:utn:i113:v1
