Status,Reason,Entry_Key,PDF_Page,Printed_Page,Printed_Head,Form,Variants,Sense,Definition,Tags,References,DEDR_IDs,Unresolved_DEDR_IDs,Variant_Of_Key,Raw_Entry
ingested,,bhaskararao-toda2025:p150:e17,166,150,oṭ- (oṭy-),oṭ-,oṭy-,,"to pour; to put, place",verb tr,emeneau-toda1984[p. 25]|bhaskararao-toda-notes[p. 102],97,,,"oṭ- (oṭy-) vt. to pour; to put, place. RSLST 14, 15, 55, DEDR 97, TGT 25, PB 102"
ingested,,bhaskararao-toda2025:p150:e18,166,150,oṭm,oṭm,,,placeforfirewoodmadeofcordstiedfromsiderafterstoroof(obl.oṭt-),noun,emeneau-toda1984[p. 71],93,,,"oṭm n. placeforfirewoodmadeofcordstiedfromsiderafterstoroof(obl.oṭt-). DEDR 93, TGT 71"
ingested,,bhaskararao-toda2025:p150:e19,166,150,oṭ oxol,oṭ oxol,,,broad daylight (in song),noun,emeneau-toda1984[p. 33],3867,,,"oṭ oxol n. broad daylight (in song). DEDR 3867, TGT 33"
ingested,,bhaskararao-toda2025:p150:e20,166,150,oṭt-,oṭt-,,,obl. of oṭm ‘place for firewood’ 2,noun,,,,,oṭt- n. obl. of oṭm ‘place for firewood’ 2
ingested,,bhaskararao-toda2025:p150:e21,166,150,oṭy-,oṭy-,,,S ofoṭ-,verb,,,,,oṭy- v. S ofoṭ-
ingested,,bhaskararao-toda2025:p150:e22,166,150,oṭy,oṭy,,,Badaga village,noun,emeneau-toda1984[p. 37]|bhaskararao-toda-notes[p. 102],,,,oṭy n. Badaga village. RSLST 82; TGT 37; PB 102
ingested,,bhaskararao-toda2025:p150:e23,166,150,-oθ,-oθ,,,ten (in aṟoθ ‘sixty’),num,,3918,,,-oθ num. ten (in aṟoθ ‘sixty’). DEDR 3918 1
ingested,,bhaskararao-toda2025:p150:e24,166,150,-oθ,-oθ,,,of present negative non-finite (after S ),suffix,emeneau-toda1984[p. 169],,,,-oθ suff. of present negative non-finite (after S ). TGT 169
ingested,,bhaskararao-toda2025:p150:e25,166,150,oθi,oθi,,,"it is, it is that, it is because (oːx-)",verb,"emeneau-toda1984[p. 146, 211]",,,,"oθi v. it is, it is that, it is because (oːx-) TGT 146, 211"
ingested,,bhaskararao-toda2025:p150:e26,166,150,ox- (oxy-),ox-,oxy-,,to be burnt to ashes,verb intr,emeneau-toda1984[p. 120],,,,ox- (oxy-) vi. to be burnt to ashes. TGT 120
ingested,,bhaskararao-toda2025:p150:e27,166,150,ox eṯ- (ox eṯy-),ox eṯ-,ox eṯy-,,to make broad (cf. Ta. akal ‘to widen’),verb tr,emeneau-toda1984[p. 119],8,,,"ox eṯ- (ox eṯy-) vt. to make broad (cf. Ta. akal ‘to widen’). DEDR 8, TGT 119"
ingested,,bhaskararao-toda2025:p150:e28,166,150,ox ïn- (ïḏ-),ox ïn-,ïḏ-,,(1) to be broad,verb intr,,8,,,ox ïn- (ïḏ-) vi. (1) to be broad. DEDR 8
ingested,,bhaskararao-toda2025:p150:e29,166,150,oxïn-(ïḏ-),oxïn-(ïḏ-),,,"(2) to sleep (with reference to children), be asleep (as a child)",verb intr,"bhaskararao-toda-notes[p. 20, 102]",,,,"oxïn-(ïḏ-) vi. (2) to sleep (with reference to children), be asleep (as a child). PB 20, 102 2"
ingested,,bhaskararao-toda2025:p151:e1,167,151,oxoḏ-,oxoḏ-,,,S of oxon-,verb,,,,,oxoḏ- v. S of oxon-
ingested,,bhaskararao-toda2025:p151:e2,167,151,oxon- (oxoḏ-),oxon-,oxoḏ-,,to be/become wide,verb intr,"bhaskararao-toda-notes[p. 94, 102]",,,,"oxon- (oxoḏ-) vi. to be/become wide. PB 94, 102"
ingested,,bhaskararao-toda2025:p151:e3,167,151,oxoṯ- (oxoṯy-),oxoṯ-,oxoṯy-,,to widen,verb tr,"bhaskararao-toda-notes[p. 94, 102]",,,,"oxoṯ- (oxoṯy-) vt. to widen. PB 94, 102 2"
ingested,,bhaskararao-toda2025:p151:e4,167,151,oxoṯy-,oxoṯy-,,,S of oxoṯ-,verb,,,,,oxoṯy- v. S of oxoṯ-
ingested,,bhaskararao-toda2025:p151:e5,167,151,ǫxǫ՝,ǫxǫ՝,,,excl. of sorrow,interj,emeneau-toda1984[p. 188],,,,ǫxǫ՝ itj. excl. of sorrow. TGT 188
ingested,,bhaskararao-toda2025:p151:e6,167,151,oxoːḏt,oxoːḏt,,,width (Ta. akalam),noun,bhaskararao-toda-notes[p. 94],,,,oxoːḏt n. width (Ta. akalam). PB 94
ingested,,bhaskararao-toda2025:p151:e7,167,151,oxoːlm,oxoːlm,,,breadth,noun,bhaskararao-toda-notes[p. 94],,,,oxoːlm n. breadth. PB 94 2
ingested,,bhaskararao-toda2025:p151:e8,167,151,oxs-,oxs-,,,S of oxy- 2,verb,,,,,oxs- v. S of oxy- 2
ingested,,bhaskararao-toda2025:p151:e9,167,151,oxy-,oxy-,,,S of ox-,verb,,,,,oxy- v. S of ox-
ingested,,bhaskararao-toda2025:p151:e10,167,151,oxy- (oxs-),oxy-,oxs-,,"to chew, eat a snack or a fruit (crispy, chunky or hard thing that needs biting and chewing)",verb intr tr,emeneau-toda1984[p. 123]|bhaskararao-toda-notes[p. 102],2265,,,"oxy- (oxs-) vi., vt. to chew, eat a snack or a fruit (crispy, chunky or hard thing that needs biting and chewing). DEDR 2265, TGT 123, PB 102"
ingested,,bhaskararao-toda2025:p151:e11,167,151,oy,oy,,,"five (also ü, e)",num,"emeneau-toda1984[p. 10, 107]",,,,"oy num. five (also ü, e). TGT 10, 107"
ingested,,bhaskararao-toda2025:p151:e12,167,151,oyak,oyak,,,five; fiveak(=ačok)measuresofliquidorghee,num,emeneau-toda1984[p. 107],2826,,,oyak num. five; fiveak(=ačok)measuresofliquidorghee. DEDR 2826; TGT 107
ingested,,bhaskararao-toda2025:p151:e13,167,151,oynm,oynm,,,at least,adv,,,,,oynm adv. at least. Sak. 318
ingested,,bhaskararao-toda2025:p151:e14,167,151,oy nuːṟ,oy nuːṟ,,,500,num,emeneau-toda1984[p. 105],2826,,,"oy nuːṟ num. 500. DEDR 2826, TGT 105"
ingested,,bhaskararao-toda2025:p151:e15,167,151,oy xwaːw,oy xwaːw,,,five kwaːx measures (of grain),num,emeneau-toda1984[p. 107],2826,,,"oy xwaːw num. five kwaːx measures (of grain). DEDR 2826, TGT 107"
ingested,,bhaskararao-toda2025:p151:e16,167,151,oz-̡ (oj-),oz-̡ (oj-),,,"to fear, to be afraid of (with a dative object)",verb tr,emeneau-toda1984[p. 41]|bhaskararao-toda-notes[p. 102],55,,,"oz-̡ (oj-) vt. to fear, to be afraid of (with a dative object). DEDR 55, TGT 41, PB 102"
ingested,,bhaskararao-toda2025:p151:e17,167,151,oz̡ eːf- (eːt-),oz̡ eːf-,eːt-,,"to take careful steps (like a child, sick person, or while walking onslipping surfaces)",verb intr,bhaskararao-toda-notes[p. 102],,,,"oz̡ eːf- (eːt-) vi. to take careful steps (like a child, sick person, or while walking onslipping surfaces). PB 102"
ingested,,bhaskararao-toda2025:p151:e18,167,151,oz̡k,oz̡k,,,(also ojky) fear,noun,emeneau-toda1984[p. 22],55,,,"oz̡k n. (also ojky) fear. DEDR 55, TGT 22"
ingested,,bhaskararao-toda2025:p151:e19,167,151,oz̡m,oz̡m,,,famine (obl. ozt̡-),noun,emeneau-toda1984[p. 71]|bhaskararao-toda-notes[p. 102],,,,"oz̡m n famine (obl. ozt̡-). TGT 71, PB 102"
ingested,,bhaskararao-toda2025:p151:e20,167,151,oz̡m-xoːlm,oz̡m-xoːlm,,,famine days,noun,bhaskararao-toda-notes[p. 102],,,,oz̡m-xoːlm n. famine days. PB 102
ingested,,bhaskararao-toda2025:p151:e21,167,151,oz̡ öṟf- (öṟt-),oz̡ öṟf-,öṟt-,,to terrify (related to öṟc- (öṟč-) ‘to raise’?),verb tr,bhaskararao-toda-notes[p. 100],,,,oz̡ öṟf- (öṟt-) vt. to terrify (related to öṟc- (öṟč-) ‘to raise’?). PB 100
ingested,,bhaskararao-toda2025:p151:e22,167,151,ozt̡-,ozt̡-,,,obl. of oz̡m ‘famine’,noun,,,,,ozt̡- n. obl. of oz̡m ‘famine’
ingested,,bhaskararao-toda2025:p151:e23,167,151,ǫː,ǫː,,,yes!,interj,emeneau-toda1984[p. 188],,,,ǫː itj. yes! TGT 188
ingested,,bhaskararao-toda2025:p151:e24,167,151,ǫːɦǫː,ǫːɦǫː,,,yes!,interj,"emeneau-toda1984[p. 188, 374]",,,,"ǫːɦǫː itj. yes! TGT 188, 374"
ingested,,bhaskararao-toda2025:p151:e25,167,151,ǫːǫː,ǫːǫː,,,yes!,interj,"emeneau-toda1984[p. 42, 188]",,,,"ǫːǫː itj. yes! TGT 42, 188"
ingested,,bhaskararao-toda2025:p151:e26,167,151,-oː,-oː,,,"of indefinite construction, added to a verb",suffix,emeneau-toda1984[p. 185],,,,"-oː suff. of indefinite construction, added to a verb TGT 185"
ingested,,bhaskararao-toda2025:p151:e27,167,151,oː,oː,,,six (also aː),num,emeneau-toda1984[p. 10],,,,oː num. six (also aː). TGT 10
ingested,,bhaskararao-toda2025:p151:e28,167,151,oː ciːmy,oː ciːmy,,,see oː goːḍ.,noun,,,,,oː ciːmy n. see oː goːḍ.
ingested,,bhaskararao-toda2025:p151:e29,167,151,oːcum,oːcum,,,Sunday(obl. oːcut-),noun,emeneau-toda1984[p. 72]|bhaskararao-toda-notes[p. 103],,,,"oːcum n. Sunday(obl. oːcut-). TGT 72, PB 103"
ingested,,bhaskararao-toda2025:p151:e30,167,151,oːcut-,oːcut-,,,obl. of oːcum ‘Sunday’,noun,,,,,oːcut- n. obl. of oːcum ‘Sunday’
ingested,,bhaskararao-toda2025:p151:e31,167,151,oːč,oːč,,,"being, becoming",adv,emeneau-toda1984[p. 79],,,,"oːč adv. being, becoming. TGT 79"
ingested,,bhaskararao-toda2025:p151:e32,167,151,oːč,oːč,,,(with dative) for the sake of,postp,emeneau-toda1984[p. 79],,,,oːč postp. (with dative) for the sake of TGT 79
ingested,,bhaskararao-toda2025:p152:e1,168,152,oːḏwïːry,oːḏwïːry,,,name of a tree,noun,bhaskararao-toda-notes[p. 199],,,,oːḏwïːry n. name of a tree. PB 199
ingested,,bhaskararao-toda2025:p152:e2,168,152,-oːḍ,-oːḍ,,,with,suffix,emeneau-toda1984[p. 96],,,,-oːḍ suff. with. TGT 96 2
ingested,,bhaskararao-toda2025:p152:e3,168,152,oːḍ-,oːḍ-,,,S of oːḷ-,verb,,,,,oːḍ- v. S of oːḷ-
ingested,,bhaskararao-toda2025:p152:e4,168,152,oːḍ,oːḍ,,,(1) goat,noun,,5152,,,oːḍ n. (1) goat. DEDR 5152
ingested,,bhaskararao-toda2025:p152:e5,168,152,oːḍ,oːḍ,,,"(2) level ground (< Badaga hāḍa ‘open, grassy ground in village’); turf, in arman-oːḍ",noun,emeneau-toda1984[p. 35]|bhaskararao-toda-notes[p. 9],4062,,,"oːḍ n. (2) level ground (< Badaga hāḍa ‘open, grassy ground in village’); turf, in arman-oːḍ. RSLST 30, DEDR 4062, TGT 35; PB 9"
ingested,,bhaskararao-toda2025:p152:e6,168,152,oːḍ- (oːḍy-),oːḍ-,oːḍy-,,"(1) to move, to roll; ökm oːḍ- ‘to count’; koṇ oːḍ- ‘eyes roll’, a health problem; poːb oːḍ- ‘(snake) to move’; toḍ oːḍ- ‘(war) to erupt, go on’; töːwöːɫ töːṛ oːḍ- ‘(oracle) to get possessed and move’ (töːr ‘god’); niːṟ oːḍ- ‘(priest) to take bath for getting ordained’; nuː oːḍ- ‘to catch illness’; neːs̱ oːḍ- ‘(shadow)moves’; nwïːṭoːḍ-‘(thecurrencynote)tobegenuine’(nwïːṭ <note); poysub oːḍ- ‘(cinema) to be released’ (poysub ‘cinema’); piḷḷi oːḍ- ‘(money) is not counterfeit’; maḍ oːḍ- ‘head shakes’, a health problem",verb intr,bhaskararao-toda-notes[p. 103],,,,"oːḍ- (oːḍy-) vi. (1) to move, to roll; ökm oːḍ- ‘to count’; koṇ oːḍ- ‘eyes roll’, a health problem; poːb oːḍ- ‘(snake) to move’; toḍ oːḍ- ‘(war) to erupt, go on’; töːwöːɫ töːṛ oːḍ- ‘(oracle) to get possessed and move’ (töːr ‘god’); niːṟ oːḍ- ‘(priest) to take bath for getting ordained’; nuː oːḍ- ‘to catch illness’; neːs̱ oːḍ- ‘(shadow)moves’; nwïːṭoːḍ-‘(thecurrencynote)tobegenuine’(nwïːṭ <note); poysub oːḍ- ‘(cinema) to be released’ (poysub ‘cinema’); piḷḷi oːḍ- ‘(money) is not counterfeit’; maḍ oːḍ- ‘head shakes’, a health problem. PB 103"
ingested,,bhaskararao-toda2025:p152:e7,168,152,oːḍ- (oːḍy-),oːḍ-,oːḍy-,,"(2) to move violently, dance",verb intr,emeneau-toda1984[p. 119],347,,,"oːḍ- (oːḍy-) vi. (2) to move violently, dance. DEDR 347, TGT 119"
ingested,,bhaskararao-toda2025:p152:e8,168,152,oːḍc- (oːḍč-),oːḍc-,oːḍč-,,"to make to dance, drive (buffaloes) around in pen at funeral; stir up",verb tr,emeneau-toda1984[p. 121]|bhaskararao-toda-notes[p. 103],347,,,"oːḍc- (oːḍč-) vt. to make to dance, drive (buffaloes) around in pen at funeral; stir up. DEDR 347, TGT 121, PB 103 2"
ingested,,bhaskararao-toda2025:p152:e9,168,152,oːḍč-,oːḍč-,,,S of oːḍc-,verb,,,,,oːḍč- v. S of oːḍc-
ingested,,bhaskararao-toda2025:p152:e10,168,152,oːḍ-eṯ- (eṯy-),oːḍ-eṯ-,eṯy-,,(med-caus. of oːḍ-) to make it shake (by digging round it and makingit not firm),verb tr,emeneau-toda1984[p. 128],,,,oːḍ-eṯ- (eṯy-) vt. (med-caus. of oːḍ-) to make it shake (by digging round it and makingit not firm). TGT 128
ingested,,bhaskararao-toda2025:p152:e11,168,152,oːḍt,oːḍt,,,dancing,noun,bhaskararao-toda-notes[p. 103],,,,oːḍt n. dancing. PB 103 2
ingested,,bhaskararao-toda2025:p152:e12,168,152,oːḍy-,oːḍy-,,,S ofoːḍ-,verb,,,,,oːḍy- v. S ofoːḍ-
ingested,,bhaskararao-toda2025:p152:e13,168,152,oːḍy,oːḍy,,,(1) name of a month (Ta. āṭi),noun,bhaskararao-toda-notes[p. 103],,,,oːḍy n. (1) name of a month (Ta. āṭi). PB 103
ingested,,bhaskararao-toda2025:p152:e14,168,152,oːḍy,oːḍy,,,"(2)mendicant,(insong-unit)oːḍyfodafng‘toonewhocomesbegging’",noun,,356,,,"oːḍy n. (2)mendicant,(insong-unit)oːḍyfodafng‘toonewhocomesbegging’. DEDR 356"
ingested,,bhaskararao-toda2025:p152:e15,168,152,oːf,oːf,,,snake (in songs; < Badaga haːvu),noun,emeneau-toda1984[p. 374],4085,,,"oːf n. snake (in songs; < Badaga haːvu). RSLST 32, DEDR 4085, TGT 374"
ingested,,bhaskararao-toda2025:p152:e16,168,152,oːf- (oːt-),oːf-,oːt-,,(1) to run into foot; to sink (post) in ground,verb tr,emeneau-toda1984[p. 123],396,,,"oːf- (oːt-) vt. (1) to run into foot; to sink (post) in ground. DEDR 396, TGT 123"
ingested,,bhaskararao-toda2025:p152:e17,168,152,oːf- (oːt-),oːf-,oːt-,,"(2) (nöːṟ —) to make sun drink (in one legend only), to submerge the sun (TGT)",verb tr,"emeneau-toda1984[p. 123, 241]",396,,,"oːf- (oːt-) vt. (2) (nöːṟ —) to make sun drink (in one legend only), to submerge the sun (TGT). DEDR 396, TGT 123, 241"
ingested,,bhaskararao-toda2025:p152:e18,168,152,oːfïl,oːfïl,,,"wish, desire(toeat); enkkiːctïḏpïkoːfïlïyi ‘Ihaveadesiretoeatpotatoes’ (Ta. āvala)",noun,emeneau-toda1984[p. 56]|bhaskararao-toda-notes[p. 103],394,,,"oːfïl n. wish, desire(toeat); enkkiːctïḏpïkoːfïlïyi ‘Ihaveadesiretoeatpotatoes’ (Ta. āvala). DEDR 394, TGT 56, PB 103"
ingested,,bhaskararao-toda2025:p152:e19,168,152,oːfoj,oːfoj,,,"(also oːfy) vapour, morning mist; (visible) breath = soul;ïn-m oːfy wïḍḍi ‘Life is still there (in the body).’",noun,"emeneau-toda1984[p. 25]|bhaskararao-toda-notes[p. 52, 103]",393,,,"oːfoj n. (also oːfy) vapour, morning mist; (visible) breath = soul;ïn-m oːfy wïḍḍi ‘Life is still there (in the body).’ DEDR 393, TGT 25, PB 52, 103"
ingested,,bhaskararao-toda2025:p152:e20,168,152,oːft,oːft,,,danger,noun,emeneau-toda1984[p. 102],,,,oːft n. danger TGT 102
ingested,,bhaskararao-toda2025:p152:e21,168,152,oːfy,oːfy,,,"(also oːfoj) vapour, morning mist, visible breath, oːfy wïḍḍi ‘is alive’ (lit. breath-is) (cf. usïṟ fïṭči ‘breath is gone’)",noun,bhaskararao-toda-notes[p. 103],393,,,"oːfy n. (also oːfoj) vapour, morning mist, visible breath, oːfy wïḍḍi ‘is alive’ (lit. breath-is) (cf. usïṟ fïṭči ‘breath is gone’). DEDR 393, PB 103"
ingested,,bhaskararao-toda2025:p152:e22,168,152,oː goːḍ,oː goːḍ,,,(also oː ciːmy) deserted place (< Badaga),noun,,4110,,,oː goːḍ n. (also oː ciːmy) deserted place (< Badaga). DEDR 4110
ingested,,bhaskararao-toda2025:p153:e1,169,153,oːgwïṛy,oːgwïṛy,,,creeper,noun,,,,,oːgwïṛy n. creeper. RSLST 53
ingested,,bhaskararao-toda2025:p153:e2,169,153,oːk- (oːky-),oːk-,oːky-,,"to place (something carefully), put, plant",verb tr,emeneau-toda1984[p. 120]|bhaskararao-toda-notes[p. 103],333,,,"oːk- (oːky-) vt. to place (something carefully), put, plant. DEDR 333, TGT 120, PB 103 2"
ingested,,bhaskararao-toda2025:p153:e3,169,153,oːky-,oːky-,,,S of oːk-,verb,,,,,oːky- v. S of oːk-
ingested,,bhaskararao-toda2025:p153:e4,169,153,oːl,oːl,,,milk,noun,bhaskararao-toda-notes[p. 101],,,,"oːl n. milk. RSLST 87, PB 101"
ingested,,bhaskararao-toda2025:p153:e5,169,153,oːlfocaːṇ,oːlfocaːṇ,,,pondering,noun,emeneau-toda1984[p. 211],,,,oːlfocaːṇ n. pondering TGT 211
ingested,,bhaskararao-toda2025:p153:e6,169,153,oːlmeːṇ,oːlmeːṇ,,,name of a tree,noun,bhaskararao-toda-notes[p. 197],,,,oːlmeːṇ n. name of a tree. PB 197
ingested,,bhaskararao-toda2025:p153:e7,169,153,oːly,oːly,,,palmyrah leaf,noun,,,,,oːly n. palmyrah leaf. Sak. 319
ingested,,bhaskararao-toda2025:p153:e8,169,153,oːlyoṭy,oːlyoṭy,,,Badaga village,noun,,,,,oːlyoṭy n. Badaga village. Sak. 319
ingested,,bhaskararao-toda2025:p153:e9,169,153,oːḷ,oːḷ,,,destruction (Badaga haːḷu),noun,emeneau-toda1984[p. 383],,,,oːḷ n. destruction (Badaga haːḷu). TGT 383
ingested,,bhaskararao-toda2025:p153:e10,169,153,oːḷ- (oːḍ-),oːḷ-,oːḍ-,,"to own (buffaloes), rule",verb tr,emeneau-toda1984[p. 15]|bhaskararao-toda-notes[p. 104],5157,,,"oːḷ- (oːḍ-) vt. to own (buffaloes), rule. DEDR 5157, TGT 15, PB 104"
ingested,,bhaskararao-toda2025:p153:e11,169,153,oːḷm,oːḷm,,,"depth, deep place in river (obl. oːḷt-); oːḷm ïyi ‘It is deep’, oːḷm oːx-ïyi ‘It is not deep.’",noun,emeneau-toda1984[p. 71]|bhaskararao-toda-notes[p. 104],396,,,"oːḷm n. depth, deep place in river (obl. oːḷt-); oːḷm ïyi ‘It is deep’, oːḷm oːx-ïyi ‘It is not deep.’ DEDR 396, TGT 71, PB 104"
ingested,,bhaskararao-toda2025:p153:e12,169,153,oːḷt-,oːḷt-,,,"obl. of oːḷm ‘depth, deep place in river’",noun,,,,,"oːḷt- n. obl. of oːḷm ‘depth, deep place in river’"
ingested,,bhaskararao-toda2025:p153:e13,169,153,oːɫ̣,oːɫ̣,,,"man, Toda man, people, husband; coolie (< Ta.)",noun,"emeneau-toda1984[p. 15, 35, 96]|bhaskararao-toda-notes[p. 104]",399,,,"oːɫ̣ n. man, Toda man, people, husband; coolie (< Ta.). RSLST 13, DEDR 399, TGT 15,35,96, PB 104"
ingested,,bhaskararao-toda2025:p153:e14,169,153,oːɫaːṃ,oːɫaːṃ,,,people (pl. of oːɫ).̣,noun,,,,,oːɫaːṃ n. people (pl. of oːɫ).̣
ingested,,bhaskararao-toda2025:p153:e15,169,153,oːɫaːn-ḍ,oːɫaːn-ḍ,,,belonging to the people,adj,emeneau-toda1984[p. 23],,,,oːɫaːn-ḍ a. belonging to the people. TGT 23
ingested,,bhaskararao-toda2025:p153:e16,169,153,oːɫ-aːṟ̣,oːɫ-aːṟ̣,,,"path(cf. DEDR 399), way, method(obl.oːɫaːṯ-̣ )",noun,emeneau-toda1984[p. 74]|bhaskararao-toda-notes[p. 104],399|405,,,"oːɫ-aːṟ̣ n. path(cf. DEDR 399), way, method(obl.oːɫaːṯ-̣ ). DEDR 405, TGT 74, PB 104"
ingested,,bhaskararao-toda2025:p153:e17,169,153,oːɫ aːṯ-̣,oːɫ aːṯ-̣,,,obl. of oːɫ aːṟ̣ ‘path’,noun,,,,,oːɫ aːṯ-̣ n. obl. of oːɫ aːṟ̣ ‘path’
ingested,,bhaskararao-toda2025:p153:e18,169,153,oːɫ foːṣ̌,oːɫ foːṣ̌,,,Toda language (foːš < poːš),noun,bhaskararao-toda-notes[p. 104],,,,oːɫ foːṣ̌ n. Toda language (foːš < poːš). PB 104
ingested,,bhaskararao-toda2025:p153:e19,169,153,oːɫfuːθ̣,oːɫfuːθ̣,,,place where men disappear (in going to the world of the dead),proper-noun,emeneau-toda1984[p. 194],,,,oːɫfuːθ̣ prop. place where men disappear (in going to the world of the dead) TGT 194
ingested,,bhaskararao-toda2025:p153:e20,169,153,oːɫ-kwïlc̣,oːɫ-kwïlc̣,,,siver anklet worn by Toda women,noun,bhaskararao-toda-notes[p. 45],,,,oːɫ-kwïlc̣ n. siver anklet worn by Toda women. PB 45
ingested,,bhaskararao-toda2025:p153:e21,169,153,o ː ɫ ṇ̣,o ː ɫ ṇ̣,,,man(acc. of oːɫ).̣,noun,emeneau-toda1984[p. 16],,,,o ː ɫ ṇ̣ n. man(acc. of oːɫ).̣ TGT 16
ingested,,bhaskararao-toda2025:p153:e22,169,153,oːɫ oḅ,oːɫ oḅ,,,man,noun onomatopoeia,emeneau-toda1984[p. 66],,,,oːɫ oḅ n.echo man. TGT 66
ingested,,bhaskararao-toda2025:p153:e23,169,153,oːɫsoːfeṛ,oːɫsoːfeṛ,,,one thousand man,noun,,,,,oːɫsoːfeṛ n. one thousand man. Sak. 319
ingested,,bhaskararao-toda2025:p153:e24,169,153,oːɫ xalpaːṇ̣,oːɫ xalpaːṇ̣,,,the ways of the Todas,noun,,,,,oːɫ xalpaːṇ̣ n. the ways of the Todas. Sak. 319
ingested,,bhaskararao-toda2025:p153:e25,169,153,oːɫ x̣wïːṛ,oːɫ x̣wïːṛ,,,a division of Todas of a clan into a subgroup for ceremonial and related purposes,noun,bhaskararao-toda-notes[p. 72],,,,oːɫ x̣wïːṛ n. a division of Todas of a clan into a subgroup for ceremonial and related purposes. PB 72
ingested,,bhaskararao-toda2025:p153:e26,169,153,oːm,oːm,,,"Tuesday (TGT ‘obl. oːt-’ vs. PB ‘obl. oːm, does not become oːt’)",noun,emeneau-toda1984[p. 71]|bhaskararao-toda-notes[p. 104],,,,"oːm n Tuesday (TGT ‘obl. oːt-’ vs. PB ‘obl. oːm, does not become oːt’) TGT 71; PB 104"
ingested,,bhaskararao-toda2025:p153:e27,169,153,oːmoṇk,oːmoṇk,,,"castor-oil plant (Ta. āmaṇai, Te. āmundam)",noun,bhaskararao-toda-notes[p. 104],,,,"oːmoṇk n. castor-oil plant (Ta. āmaṇai, Te. āmundam). PB 104"
ingested,,bhaskararao-toda2025:p153:e28,169,153,oːmuḷg,oːmuḷg,,,castor-oil plant,noun,emeneau-toda1984[p. 26],360,,,"oːmuḷg n. castor-oil plant. DEDR 360, TGT 26"
ingested,,bhaskararao-toda2025:p153:e29,169,153,oːmy,oːmy,,,tortoise,noun,bhaskararao-toda-notes[p. 104],,,,oːmy n. tortoise. PB 104
ingested,,bhaskararao-toda2025:p154:e1,170,154,oːn,oːn,,,I (1st person sg.) (obl. en-),pron,emeneau-toda1984[p. 158]|bhaskararao-toda-notes[p. 104],5160,,,"oːn pron. I (1st person sg.) (obl. en-). DEDR 5160, TGT 158, PB 104"
ingested,,bhaskararao-toda2025:p154:e2,170,154,oːngwïːṛ,oːngwïːṛ,,,name of a person,proper-noun,,,,,oːngwïːṛ prop. name of a person. Sak. 319
ingested,,bhaskararao-toda2025:p154:e3,170,154,oːnoːy,oːnoːy,,,wolf,noun,,,,,oːnoːy n. wolf. Sak. 319
ingested,,bhaskararao-toda2025:p154:e4,170,154,oːṇy,oːṇy,,,nail (metallic),noun,bhaskararao-toda-notes[p. 104],,,,oːṇy n. nail (metallic). PB 104
ingested,,bhaskararao-toda2025:p154:e5,170,154,oːos̱y,oːos̱y,,,(thorns) not running into feet (in song;?< Badaga),adj,,396,,,oːos̱y a. (thorns) not running into feet (in song;?< Badaga). DEDR 396
ingested,,bhaskararao-toda2025:p154:e6,170,154,oː-piɫcṭ,oː-piɫcṭ,,,a yawn,noun,bhaskararao-toda-notes[p. 75],,,,oː-piɫcṭ n. a yawn. PB 75
ingested,,bhaskararao-toda2025:p154:e7,170,154,oːpiɫkỵ,oːpiɫkỵ,,,a yawn (see oːpïɫỵ ),noun,bhaskararao-toda-notes[p. 104],,,,oːpiɫkỵ n. a yawn (see oːpïɫỵ ). PB 104
