Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,136,hot,CHI,Chikli Ruma,target,52,47,1,tʃʰaʈa,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 136, Chikli Ruma]",silkorku1985:chi:i136:v1
wordlist cell,136,hot,KHA,Khanapur Ruma,target,52,47,2,tʃaʈa/gʰam,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 136, Khanapur Ruma]",silkorku1985:kha:i136:v1|silkorku1985:kha:i136:v2
wordlist cell,136,hot,KHM,Khamalpur Bondoy,target,85,80,2,balken,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 136, Khamalpur Bondoy]",silkorku1985:khm:i136:v1
wordlist cell,136,hot,LAH,Lahi Bouriya,target,74,69,2,leler,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 136, Lahi Bouriya]",silkorku1985:lah:i136:v1
wordlist cell,136,hot,MOR,Moragao Bouriya,target,74,69,1,ʈaʈa,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 136, Moragao Bouriya]",silkorku1985:mor:i136:v1
wordlist cell,136,hot,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,tʃeski,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 136, Jammat Jalgaon Nihali]",
wordlist cell,136,hot,WAR,Warsari Ruma,target,63,58,2,tʃaʈa,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 136, Warsari Ruma]",silkorku1985:war:i136:v1
wordlist cell,137,cold,AMD,Amdhana Mawasi,target,85,80,1,tʰẽda,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 137, Amdhana Mawasi]",silkorku1985:amd:i137:v1
wordlist cell,137,cold,BAG,Bagdara Ruma,target,63,58,1,tʰuben,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 137, Bagdara Ruma]",silkorku1985:bag:i137:v1
wordlist cell,137,cold,CHI,Chikli Ruma,target,52,47,1,rabeŋe,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 137, Chikli Ruma]",silkorku1985:chi:i137:v1
wordlist cell,137,cold,KHA,Khanapur Ruma,target,52,47,2,raram,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 137, Khanapur Ruma]",silkorku1985:kha:i137:v1
wordlist cell,137,cold,KHM,Khamalpur Bondoy,target,85,80,2,tʰendaindʒ,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 137, Khamalpur Bondoy]",silkorku1985:khm:i137:v1
wordlist cell,137,cold,LAH,Lahi Bouriya,target,74,69,2,rabeŋ/tendre,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 137, Lahi Bouriya]",silkorku1985:lah:i137:v1|silkorku1985:lah:i137:v2
wordlist cell,137,cold,MOR,Moragao Bouriya,target,74,69,1,rawbaŋ,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 137, Moragao Bouriya]",silkorku1985:mor:i137:v1
wordlist cell,137,cold,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,rabane,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 137, Jammat Jalgaon Nihali]",
wordlist cell,137,cold,WAR,Warsari Ruma,target,63,58,2,raβan,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 137, Warsari Ruma]",silkorku1985:war:i137:v1
wordlist cell,138,right,AMD,Amdhana Mawasi,target,85,80,1,sida ti,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 138, Amdhana Mawasi]",silkorku1985:amd:i138:v1
wordlist cell,138,right,BAG,Bagdara Ruma,target,63,58,1,dʒevna ti,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 138, Bagdara Ruma]",silkorku1985:bag:i138:v1
wordlist cell,138,right,CHI,Chikli Ruma,target,52,47,1,dʒewna,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 138, Chikli Ruma]",silkorku1985:chi:i138:v1
wordlist cell,138,right,KHA,Khanapur Ruma,target,52,47,2,dʒeoŋa,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 138, Khanapur Ruma]",silkorku1985:kha:i138:v1
wordlist cell,138,right,KHM,Khamalpur Bondoy,target,85,80,2,sida,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 138, Khamalpur Bondoy]",silkorku1985:khm:i138:v1
wordlist cell,138,right,LAH,Lahi Bouriya,target,74,69,2,sida,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 138, Lahi Bouriya]",silkorku1985:lah:i138:v1
wordlist cell,138,right,MOR,Moragao Bouriya,target,74,69,1,aɖo/siɖa,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 138, Moragao Bouriya]",silkorku1985:mor:i138:v1|silkorku1985:mor:i138:v2
wordlist cell,138,right,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,dʒonoboko,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 138, Jammat Jalgaon Nihali]",
wordlist cell,138,right,WAR,Warsari Ruma,target,63,58,2,dʒeonan,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 138, Warsari Ruma]",silkorku1985:war:i138:v1
wordlist cell,139,left,AMD,Amdhana Mawasi,target,85,80,1,ulta ti,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 139, Amdhana Mawasi]",silkorku1985:amd:i139:v1
wordlist cell,139,left,BAG,Bagdara Ruma,target,63,58,1,dakʰolja ti,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 139, Bagdara Ruma]",silkorku1985:bag:i139:v1
wordlist cell,139,left,CHI,Chikli Ruma,target,52,47,1,ɖekorije,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 139, Chikli Ruma]",silkorku1985:chi:i139:v1
wordlist cell,139,left,KHA,Khanapur Ruma,target,52,47,2,ɖakʰuri,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 139, Khanapur Ruma]",silkorku1985:kha:i139:v1
wordlist cell,139,left,KHM,Khamalpur Bondoy,target,85,80,2,dakedʒa,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 139, Khamalpur Bondoy]",silkorku1985:khm:i139:v1
wordlist cell,139,left,LAH,Lahi Bouriya,target,74,69,2,ulta,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 139, Lahi Bouriya]",silkorku1985:lah:i139:v1
wordlist cell,139,left,MOR,Moragao Bouriya,target,74,69,1,maŋdaɖʒ/uit,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 139, Moragao Bouriya]",silkorku1985:mor:i139:v1|silkorku1985:mor:i139:v2
wordlist cell,139,left,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,dukrea boko,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 139, Jammat Jalgaon Nihali]",
wordlist cell,139,left,WAR,Warsari Ruma,target,63,58,2,dakori,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 139, Warsari Ruma]",silkorku1985:war:i139:v1
wordlist cell,140,near,AMD,Amdhana Mawasi,target,85,80,1,mer,manual-source-image,collector question mark; form itself is legible,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 80, item 140, Amdhana Mawasi]",silkorku1985:amd:i140:v1
wordlist cell,140,near,BAG,Bagdara Ruma,target,63,58,1,merakaj,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 58, item 140, Bagdara Ruma]",silkorku1985:bag:i140:v1
wordlist cell,140,near,CHI,Chikli Ruma,target,52,47,1,meʈeŋ,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 47, item 140, Chikli Ruma]",silkorku1985:chi:i140:v1
wordlist cell,140,near,KHA,Khanapur Ruma,target,52,47,2,meʈa,manual-source-image,,tesseract_raw.txt#pdf52,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 47, item 140, Khanapur Ruma]",silkorku1985:kha:i140:v1
wordlist cell,140,near,KHM,Khamalpur Bondoy,target,85,80,2,meraka,manual-source-image,,tesseract_raw.txt#pdf85,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 80, item 140, Khamalpur Bondoy]",silkorku1985:khm:i140:v1
wordlist cell,140,near,LAH,Lahi Bouriya,target,74,69,2,mera/gede,manual-source-image,second alternative ends in an unclear final source character,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 140, Lahi Bouriya]",silkorku1985:lah:i140:v1|silkorku1985:lah:i140:v2
wordlist cell,140,near,MOR,Moragao Bouriya,target,74,69,1,mera,manual-source-image,,tesseract_raw.txt#pdf74,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 69, item 140, Moragao Bouriya]",silkorku1985:mor:i140:v1
wordlist cell,140,near,NIH,Jammat Jalgaon Nihali,comparison control,96,91,1,meraki,manual-source-image,,tesseract_raw.txt#pdf96,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 91, item 140, Jammat Jalgaon Nihali]",
wordlist cell,140,near,WAR,Warsari Ruma,target,63,58,2,mera,manual-source-image,,tesseract_raw.txt#pdf63,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 58, item 140, Warsari Ruma]",silkorku1985:war:i140:v1
wordlist cell,141,far,AMD,Amdhana Mawasi,target,86,81,1,atar,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 81, item 141, Amdhana Mawasi]",silkorku1985:amd:i141:v1
wordlist cell,141,far,BAG,Bagdara Ruma,target,64,59,1,kʰaɖ dilli,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 59, item 141, Bagdara Ruma]",silkorku1985:bag:i141:v1
wordlist cell,141,far,CHI,Chikli Ruma,target,53,48,1,kʰaʈka,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 48, item 141, Chikli Ruma]",silkorku1985:chi:i141:v1
wordlist cell,141,far,KHA,Khanapur Ruma,target,53,48,2,kʰaɖ laŋka,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 48, item 141, Khanapur Ruma]",silkorku1985:kha:i141:v1
wordlist cell,141,far,KHM,Khamalpur Bondoy,target,86,81,2,atar,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 81, item 141, Khamalpur Bondoy]",silkorku1985:khm:i141:v1
wordlist cell,141,far,LAH,Lahi Bouriya,target,75,70,2,leŋka,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 141, Lahi Bouriya]",silkorku1985:lah:i141:v1
wordlist cell,141,far,MOR,Moragao Bouriya,target,75,70,1,laŋka,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 141, Moragao Bouriya]",silkorku1985:mor:i141:v1
wordlist cell,141,far,NIH,Jammat Jalgaon Nihali,comparison control,97,92,1,dʰawaki,manual-source-image,,tesseract_raw.txt#pdf97,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 92, item 141, Jammat Jalgaon Nihali]",
wordlist cell,141,far,WAR,Warsari Ruma,target,64,59,2,leŋkan,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 59, item 141, Warsari Ruma]",silkorku1985:war:i141:v1
wordlist cell,142,big,AMD,Amdhana Mawasi,target,86,81,1,beda,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 81, item 142, Amdhana Mawasi]",silkorku1985:amd:i142:v1
wordlist cell,142,big,BAG,Bagdara Ruma,target,64,59,1,kʰaɖ beɖe ura,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 59, item 142, Bagdara Ruma]",silkorku1985:bag:i142:v1
wordlist cell,142,big,CHI,Chikli Ruma,target,53,48,1,kaɖ/kɛiŋ,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 48, item 142, Chikli Ruma]",silkorku1985:chi:i142:v1|silkorku1985:chi:i142:v2
wordlist cell,142,big,KHA,Khanapur Ruma,target,53,48,2,kʰaɖ,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 48, item 142, Khanapur Ruma]",silkorku1985:kha:i142:v1
wordlist cell,142,big,KHM,Khamalpur Bondoy,target,86,81,2,bedeka,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 81, item 142, Khamalpur Bondoy]",silkorku1985:khm:i142:v1
wordlist cell,142,big,LAH,Lahi Bouriya,target,75,70,2,bere,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 142, Lahi Bouriya]",silkorku1985:lah:i142:v1
wordlist cell,142,big,MOR,Moragao Bouriya,target,75,70,1,kʰaʈ,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 142, Moragao Bouriya]",silkorku1985:mor:i142:v1
wordlist cell,142,big,NIH,Jammat Jalgaon Nihali,comparison control,97,92,1,une bʰaga,manual-source-image,,tesseract_raw.txt#pdf97,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 92, item 142, Jammat Jalgaon Nihali]",
wordlist cell,142,big,WAR,Warsari Ruma,target,64,59,2,kʰaʈ,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 59, item 142, Warsari Ruma]",silkorku1985:war:i142:v1
wordlist cell,143,small,AMD,Amdhana Mawasi,target,86,81,1,sani,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 81, item 143, Amdhana Mawasi]",silkorku1985:amd:i143:v1
wordlist cell,143,small,BAG,Bagdara Ruma,target,64,59,1,senisa ura,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 59, item 143, Bagdara Ruma]",silkorku1985:bag:i143:v1
wordlist cell,143,small,CHI,Chikli Ruma,target,53,48,1,sani,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 48, item 143, Chikli Ruma]",silkorku1985:chi:i143:v1
wordlist cell,143,small,KHA,Khanapur Ruma,target,53,48,2,sani,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 48, item 143, Khanapur Ruma]",silkorku1985:kha:i143:v1
wordlist cell,143,small,KHM,Khamalpur Bondoy,target,86,81,2,dʒirisika,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 81, item 143, Khamalpur Bondoy]",silkorku1985:khm:i143:v1
wordlist cell,143,small,LAH,Lahi Bouriya,target,75,70,2,sani,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 143, Lahi Bouriya]",silkorku1985:lah:i143:v1
wordlist cell,143,small,MOR,Moragao Bouriya,target,75,70,1,sani,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 143, Moragao Bouriya]",silkorku1985:mor:i143:v1
wordlist cell,143,small,NIH,Jammat Jalgaon Nihali,comparison control,97,92,1,une badʒke,manual-source-image,,tesseract_raw.txt#pdf97,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 92, item 143, Jammat Jalgaon Nihali]",
wordlist cell,143,small,WAR,Warsari Ruma,target,64,59,2,sani,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 59, item 143, Warsari Ruma]",silkorku1985:war:i143:v1
wordlist cell,144,heavy,AMD,Amdhana Mawasi,target,86,81,1,kʰamalien,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 81, item 144, Amdhana Mawasi]",silkorku1985:amd:i144:v1
wordlist cell,144,heavy,BAG,Bagdara Ruma,target,64,59,1,kʰamaljen,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 59, item 144, Bagdara Ruma]",silkorku1985:bag:i144:v1
wordlist cell,144,heavy,CHI,Chikli Ruma,target,53,48,1,kambal,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 48, item 144, Chikli Ruma]",silkorku1985:chi:i144:v1
wordlist cell,144,heavy,KHA,Khanapur Ruma,target,53,48,2,kʰamalʒen,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 48, item 144, Khanapur Ruma]",silkorku1985:kha:i144:v1
wordlist cell,144,heavy,KHM,Khamalpur Bondoy,target,86,81,2,kʰamaljen,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 81, item 144, Khamalpur Bondoy]",silkorku1985:khm:i144:v1
wordlist cell,144,heavy,LAH,Lahi Bouriya,target,75,70,2,kempel,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 144, Lahi Bouriya]",silkorku1985:lah:i144:v1
wordlist cell,144,heavy,MOR,Moragao Bouriya,target,75,70,1,dʒebbar,manual-source-image,,tesseract_raw.txt#pdf75,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 70, item 144, Moragao Bouriya]",silkorku1985:mor:i144:v1
wordlist cell,144,heavy,NIH,Jammat Jalgaon Nihali,comparison control,97,92,1,dʒetʃom,manual-source-image,,tesseract_raw.txt#pdf97,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 92, item 144, Jammat Jalgaon Nihali]",
wordlist cell,144,heavy,WAR,Warsari Ruma,target,64,59,2,kʰambal,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 59, item 144, Warsari Ruma]",silkorku1985:war:i144:v1
wordlist cell,145,light,AMD,Amdhana Mawasi,target,86,81,1,helka,manual-source-image,,tesseract_raw.txt#pdf86,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 81, item 145, Amdhana Mawasi]",silkorku1985:amd:i145:v1
wordlist cell,145,light,BAG,Bagdara Ruma,target,64,59,1,həlkaen,manual-source-image,,tesseract_raw.txt#pdf64,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 59, item 145, Bagdara Ruma]",silkorku1985:bag:i145:v1
wordlist cell,145,light,CHI,Chikli Ruma,target,53,48,1,ujt,manual-source-image,,tesseract_raw.txt#pdf53,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 48, item 145, Chikli Ruma]",silkorku1985:chi:i145:v1
