Status,Reason,Review_State,Review_Reason,Entry_Key,PDF_Page,Printed_Page,Column,Top,Raw_OCR,Raw_Head,Form,Variants,POS,Gloss,Tags,Reference,DEDR_IDs,Unresolved_DEDR_IDs,Etymology,OCR_Confidence
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p278:c2:y0472,298,278,2,472,"tadasu mora n. common Indian
linden, dhaman, dharmanam, lime-
tree leaved grewia, matted hair
plant, tadda, tame devil (tree; Gre-
wia tiliæfolia, Macleane 1893;
868; Nairne 1894: 37; Watt 1908:
624; Lushington 1915: 83; Gamble
1922: 109-10; Fyson 1932: 63;
Maharashtra 1957: 130; Gamble &
Fischer 1956-57: 84; Cooke 1958:
I, 150; Maharashtra 1961: 47, 371,
410; Matthew 1983: 173-74) DEDR
2451,4711la",tadasu mora,tadasu mora,,n.,"common Indian linden, dhaman, dharmanam, limetree leaved grewia, matted hair plant, tadda, tame devil a",noun uncertain,"hockings-pilotraichoor1992[p. 278, col. 2]",2451|4711,,"(tree; Grewia tiliæfolia, Macleane 1893; 868; Nairne 1894: 37; Watt 1908: 624; Lushington 1915: 83; Gamble 1922: 109-10; Fyson 1932: 63; Maharashtra 1957: 130; Gamble & Fischer 1956-57: 84; Cooke 1958: I, 150; Maharashtra 1961: 47, 371, 410; Matthew 1983: 173-74); Hockings and Pilot-Raichoor cite DEDR 2451, 4711",88.35
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0107,299,279,1,107,"Tadasumorahaṭṭi n. Tadasimara-
hatti, name of a former Adikiri
hamlet ca 12.5 km. SSW of Oota-
camund (archæological site; foun-
ded by the progenitor of Ko:vu:r
kula/ Ko:ve:ri kula of the Adiki-
ris, but abandoned during the 19th
Cent.; has a ruined to:; Francis
1908: 316; Thurston & Rangachari
1909: I, 74;< tadasu +mora+hat-
fi, ‘Indian linden+ttreethamleť, ref.
to how Kurumbas used to supply
the Adikiris with this wood as well
as honey and other forest produce)
DEDR 2451, 4711a, 3868",Tadasumorahaṭṭi,Tadasumorahaṭṭi,,n.,"Tadasimarahatti, name of a former Adikiri hamlet ca 12.5 km. SSW of Ootacamund",noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",2451|4711|3868,,"(archæological site; founded by the progenitor of Ko:vu:r kula/ Ko:ve:ri kula of the Adikiris, but abandoned during the 19th Cent.; has a ruined to:; Francis 1908: 316; Thurston & Rangachari 1909: I, 74;< tadasu +mora+hatfi, ‘Indian linden+ttreethamleť, ref. to how Kurumbas used to supply the Adikiris with this wood as well as honey and other forest produce); Hockings and Pilot-Raichoor cite DEDR 2451, 4711, 3868",90.51
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0268,299,279,1,268,"Tada Haḷḷa np. Thade halla, name
of a short stream that flows S to
join the Andikare Haḷḷa at a point
9.5 km. ENE of Coonoor (< tada
+halla, ‘track-sidetstream’) DEDR
3039,4016",Tada Haḷḷa,Tada Haḷḷa,,np.,"Thade halla, name of a short stream that flows S to join the Andikare Haḷḷa at a point 9.5 km. ENE of Coonoor",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",3039|4016,,"(< tada +halla, ‘track-sidetstream’); Hockings and Pilot-Raichoor cite DEDR 3039, 4016",88.44
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0335,299,279,1,335,"tada:ge n. irrigation tank made
with a temporary embankment or
bund .",tada:ge,tada:ge,,n.,irrigation tank made with a temporary embankment or bund,noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",,,,86.39
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0366,299,279,1,366,"tadi adj. moist, wet; damp
DEDR
3045
‘tadiyajja mane me:le tale:nda urida...’—
[They're] burning [with jealousy] about
Old Man Taqdi’s house... (Prov. 1057}",tadi,tadi,,adj.,"moist, wet; damp",adj uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",3045,,Hockings and Pilot-Raichoor cite DEDR 3045,88.66
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0422,299,279,1,422,"taduku vb. to try, search, essay,
look for DEDR 3025
‘huffobbeya hora taffi...’ — Search for a
bundle [of sticks] by yourself... (Prov.
538b)",taduku,taduku,,vb.,"to try, search, essay, look for",verb uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",3025,,Hockings and Pilot-Raichoor cite DEDR 3025,88.90
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0477,299,279,1,477,"tade n. barrier, obstruction,
prevention, preventative, blockage;
vt. to stop, obstruct, halt, block,
prevent ( tadep-, tadet-) DEDR 3031
‘kadu ko:pa bappane | tade koṇdama
ja:ṇa’ — When strong [feelings of] anger
come, the man who has a barrier fto them
is} wise (Prov. 443)",tade,tade,,n.,"barrier, obstruction, prevention, preventative, blockage; to stop, obstruct, halt, block, prevent (tadep-, tadet-)",noun verb tr uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",3031,,Hockings and Pilot-Raichoor cite DEDR 3031,92.17
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c1:y0565,299,279,1,565,"tan adj. primeval, primordial, an-
cient, very old",tan,tan,,adj.,"primeval, primordial, ancient, very old",adj uncertain,"hockings-pilotraichoor1992[p. 279, col. 1]",,,,93.95
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0073,299,279,2,73,"taṇi vi. to cool, grow cool, become
cold ( taṇiv-, taṇid-) DEDR 3045
‘uriya kambu taneṇndu...’? — Let the flam-
ing pillar become cold!... (line from a
funeral prayer; Prov. 1125a)",taṇi,taṇi,,vi.,"to cool, grow cool, become cold (taṇiv-, taṇid-)",verb intr uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",3045,,Hockings and Pilot-Raichoor cite DEDR 3045,88.35
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0127,299,279,2,127,"tanṇi/taṇṇi:ru n. water, fresh water
DEDR 3045
ta:yi taṇṇnigo:le maguva no:gda e:na’ — If
the mother goes for water, what is there to
sce in the daughter? (Prov. 603a)",tanṇi/taṇṇi:ru,tanṇi,taṇṇi:ru,n.,"water, fresh water",noun uncertain alternate,"hockings-pilotraichoor1992[p. 279, col. 2]",3045,,Hockings and Pilot-Raichoor cite DEDR 3045,87.31
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0183,299,279,2,183,"taṇni de:varu n. 1. cool water god
(lit.), god Maha:linga; 2. venerated
river pebble. (Maha:linga “is gene-
rally represented by a long rude
stone in the shape of the Lingam
...” or linga, q.v. Some of these
stones are called tappi de:varu “in
reference to their supposed power
of making red-hot coals feel like
cold water when the [Badagas]
walk upon them” — Metz 1864: 62-
63; cf. kenda habba, ta:ṇu linga)
DEDR 3045, DBIA 219",taṇni de:varu,taṇni de:varu,,n.,"1. cool water god (lit.), god Maha:linga; 2. venerated river pebble. (Maha:linga “is generally represented by a long rude stone in the shape of the Lingam",noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",3045,,Hockings and Pilot-Raichoor cite DEDR 3045,92.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0323,299,279,2,323,"tandu n. stem, trunk, stalk DEDR
3056",tandu,tandu,,n.,"stem, trunk, stalk",noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",3056,,Hockings and Pilot-Raichoor cite DEDR 3056,94.51
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0346,299,279,2,346,"tandu vt. to manage, be able, satis-
fy DEDR 3054
‘huffu daindiriga koffu tanduva da:r?’ —
Who can give [enough to] satisfy the man
who was bom insatiable? (Prov. 1139b)",tandu,tandu,,vt.,"to manage, be able, satisfy",verb tr uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",3054,,Hockings and Pilot-Raichoor cite DEDR 3054,86.46
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0401,299,279,2,401,"taṇnduva n. irresponsible
bachelor (cf. Ka. taṇndḍ, idem.)
‘hengdaru ku:di tanduva...’™—An irrespon-
sible bachelor has married a wife... (Prov.
1049)",taṇnduva,taṇnduva,,n.,irresponsible bachelor,noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",,,"(cf. Ka. taṇndḍ, idem.)",85.11
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0456,299,279,2,456,"taṇṇi:ru/taṇṇi cf. above, taṇṇi/
taṇnnṇi:ru",taṇṇi:ru/taṇṇi,taṇṇi:ru,taṇṇi,cf.,"above, taṇṇi/ taṇnnṇi:ru",uncertain alternate,"hockings-pilotraichoor1992[p. 279, col. 2]",,,,57.75
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0478,299,279,2,478,"(ta-ta) excl. ta-ta! goodbye! (<
Eng.)",(ta-ta),(ta-ta),,excl.,ta-ta! goodbye!,interj uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",,,(< Eng.),95.12
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0499,299,279,2,499,"tattu vt. to hold, grasp, cradle,
clutch against oneself (a baby)
‘<. .kw:sa tattindu’—...carrying the baby",tattu,tattu,,vt.,"to hold, grasp, cradle, clutch against oneself (a baby)",verb tr uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",,,,82.97
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p279:c2:y0533,299,279,2,533,"taddu n. herpes circinatus, ecze-
ma-like disease caused by ring-
worms (treated with oil, Hockings
1980b:110-11) DBIA 188
‘tadduga maddu’ — medicine for herpes
(words said during curing)",taddu,taddu,,n.,"herpes circinatus, eczema-like disease caused by ringworms (treated with oil, Hockings 1980b:110-11) DBIA 188",noun uncertain,"hockings-pilotraichoor1992[p. 279, col. 2]",,,,91.39
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0094,300,280,1,94,"tan/tanna pro. 1. him, himself, her,
herself, oneself; 3rd. pers. sg. M or
FACC honorific or reflexive pro.;
2. his, his own, her , her own, one’s
own; 3rd. pers. sg. M or F GEN
honorific or reflexive pro. (cf. ta:)
DEDR 3196
‘tanna:de kacca:da ha:vu | etti ha:kile
kaccirava:’ — If a snake doesn’t bite by
itself, will it bite if you pick it up? (Prov.
5c)",tan/tanna,tan,tanna,pro.,"1. him, himself, her, herself, oneself; 3rd. pers. sg. M or FACC honorific or reflexive ; 2. his, his own, her, her own, one’s own; 3rd. pers. sg. M or F GEN honorific or reflexive",pron uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 1]",3196,,(cf. ta:); Hockings and Pilot-Raichoor cite DEDR 3196,93.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0217,300,280,1,217,"tanaga pro. for him, for himself,
for her, for herself, for oneself;
3rd. pers. sg. M or F DAT honorific
or reflexive pro. (cf. ta:) DEDR
3196
‘tan u:ruga a:da appa ma:na tanaga’ —
What happened to his village is shameful-
ness for himself [too] (Prov. 31)",tanaga,tanaga,,pro.,"for him, for himself, for her, for herself, for oneself; 3rd. pers. sg. M or F DAT honorific or reflexive",pron uncertain,"hockings-pilotraichoor1992[p. 280, col. 1]",3196,,(cf. ta:); Hockings and Pilot-Raichoor cite DEDR 3196,94.09
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0306,300,280,1,306,"tani adj. special, different, separate
DEDR 3196",tani,tani,,adj.,"special, different, separate",adj uncertain,"hockings-pilotraichoor1992[p. 280, col. 1]",3196,,Hockings and Pilot-Raichoor cite DEDR 3196,95.28
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0329,300,280,1,329,"tani ti:rpu n. Last Judgment
(Christian usage) DEDR 3278",tani ti:rpu,tani ti:rpu,,n.,Last Judgment,noun uncertain,"hockings-pilotraichoor1992[p. 280, col. 1]",3278,,Hockings and Pilot-Raichoor cite DEDR 3278,92.82
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0351,300,280,1,351,"taniya/ta:niya adv. alone
DEDR
3196 `",taniya/ta:niya,taniya,ta:niya,adv.,alone `,adv uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 1]",3196,,Hockings and Pilot-Raichoor cite DEDR 3196,94.50
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0374,300,280,1,374,"tanda/danda n. ivory (Macleane
1893: 259; Watt 1908: 695-99; cf.
Skt. danta, ‘tooth, tusk, ivory’)",tanda/danda,tanda,danda,n.,ivory,noun uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 1]",,,"(Macleane 1893: 259; Watt 1908: 695-99; cf. Skt. danta, ‘tooth, tusk, ivory’)",94.12
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0406,300,280,1,406,"tandara/tandira n. trick, secret;
adj. tricky, secret (cf. Skt. tantra,
‘magical treatises, spell, rule, doc-
trine’)",tandara/tandira,tandara,tandira,n.,"trick, secret; tricky, secret (cf. Skt. tantra",noun adj uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 1]",,,,94.64
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0450,300,280,1,450,"tanda:nata:ne/tandina:nita:ne excl.
tra-la-la-la, nonsense phrase signi-
fying narration and accompanying
it in a song (similar phrases are
also in use) DEDR 3066",tanda:nata:ne/tandina:nita:ne,tanda:nata:ne,tandina:nita:ne,excl.,"tra-la-la-la, nonsense phrase signifying narration and accompanying it in a song (similar phrases are also in use)",interj uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 1]",3066,,Hockings and Pilot-Raichoor cite DEDR 3066,94.98
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0504,300,280,1,504,"tandina:nita:ne/tanda:nata:ne
idem.",tandina:nita:ne/tanda:nata:ne,tandina:nita:ne,tanda:nata:ne,idem.,same as the preceding dictionary entry,alternate uncertain,"hockings-pilotraichoor1992[p. 280, col. 1]",,,,93.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0526,300,280,1,526,"tandira/tandara cf. above, tandara
/ tandira",tandira/tandara,tandira,tandara,cf.,"above, tandara / tandira",uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 1]",,,,63.51
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c1:y0547,300,280,1,547,"tande n. father DEDR 3067
‘makkaga tandeye: arasa...’? — For child-
ren, father is the only lord... (Prov. 7)",tande,tande,,n.,father,noun uncertain,"hockings-pilotraichoor1992[p. 280, col. 1]",3067,,Hockings and Pilot-Raichoor cite DEDR 3067,85.61
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0072,300,280,2,72,"tanna/tan cf. above, tan/ tanna",tanna/tan,tanna,tan,cf.,"above, tan/ tanna",uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 2]",,,,93.71
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0083,300,280,2,83,"tanna kacci n. private quarrel,
local factional dispute, a usually
shortlived rift within a single ham-
let (Hockings 1980a:201-03)
DEDR 3196, 1099",tanna kacci,tanna kacci,,n.,"private quarrel, local factional dispute, a usually shortlived rift within a single hamlet (Hockings 1980a:201-03)",noun uncertain,"hockings-pilotraichoor1992[p. 280, col. 2]",3196|1099,,"Hockings and Pilot-Raichoor cite DEDR 3196, 1099",94.89
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0138,300,280,2,138,"tanna:da adv. of its/his/her own
accord, happened by itself DEDR
3196
‘..anga makka tanna:da dogddira’™—...our
[own] child will grow up of its own ac-
cord (Prov. 1011a)",tanna:da,tanna:da,,adv.,"of its/his/her own accord, happened by itself",adv uncertain,"hockings-pilotraichoor1992[p. 280, col. 2]",3196,,Hockings and Pilot-Raichoor cite DEDR 3196,84.86
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0204,300,280,2,204,"tannige n. plate from which child-
ren eat (Lingayat dial., cf. gan-
gala/gangua)",tannige,tannige,,n.,plate from which children eat,noun uncertain,"hockings-pilotraichoor1992[p. 280, col. 2]",,,"(Lingayat dial., cf. gangala/gangua)",82.46
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0236,300,280,2,236,"tannenda pra from him, from her;
3rd pers. sg. M or F ABL honorific
or reflexive pro. (cf. ta:) DEDR
3196",tannenda,tannenda,,pro.,"from him, from her; 3rd pers. sg. M or F ABL honorific or reflexive",pron uncertain,"hockings-pilotraichoor1992[p. 280, col. 2]",3196,,(cf. ta:); Hockings and Pilot-Raichoor cite DEDR 3196,93.09
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0281,300,280,2,281,"tappaṭe/tambaṭe n. drum, tambou-
rine, beat of a drum or tambourine
(cf. mo:la, hiriya tambaṭe) DEDR
3082",tappaṭe/tambaṭe,tappaṭe,tambaṭe,n.,"drum, tambourine, beat of a drum or tambourine",noun uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 2]",3082,,"(cf. mo:la, hiriya tambaṭe); Hockings and Pilot-Raichoor cite DEDR 3082",82.64
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p280:c2:y0326,300,280,2,326,"tappal/tappalu n. tableland, mesa,
flat land on or below a mountain,
knoll in a valley bottom DEDR 3178",tappal/tappalu,tappal,tappalu,n.,"tableland, mesa, flat land on or below a mountain, knoll in a valley bottom",noun uncertain alternate,"hockings-pilotraichoor1992[p. 280, col. 2]",3178,,Hockings and Pilot-Raichoor cite DEDR 3178,92.22
