Record_Type,Report,PDF_Page,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Source_Label,Comparison_Role,Response,Similarity_Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,john2008jaunsari,62,62,132,wet,N,Nagpuriya,Nagpuriya,comparison control,1,2,bɦidʒu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Nagpuriya]",
wordlist response,john2008jaunsari,62,62,132,wet,G,Sirmauri,Sirmauri,comparison control,1,2,bɦidʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Sirmauri]",
wordlist response,john2008jaunsari,62,62,132,wet,G,Sirmauri,Sirmauri,comparison control,2,3,bɦidʒi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 132, Sirmauri]",
wordlist response,john2008jaunsari,62,62,133,dry,K,Korwa,Jaunsari-Korwa,target,1,1,sukɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Korwa]",siljaunsari2008:g133:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,62,62,133,dry,D,Khanaad,Jaunsari-Khanaad,target,1,1,sʊkha,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Khanaad]",siljaunsari2008:g133:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,62,62,133,dry,C,Chapnu,Jaunsari-Chapnu,target,1,1,suko,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Chapnu]",siljaunsari2008:g133:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,62,62,133,dry,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,çuko,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Bhandroli]",siljaunsari2008:g133:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,62,62,133,dry,M,Maindrath,MixedJB-Maindrath,target,1,1,çukɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Maindrath]",siljaunsari2008:g133:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,62,62,133,dry,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,sukjɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Lakhamandal]",siljaunsari2008:g133:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,62,62,133,dry,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,2,3,sukjɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Lakhamandal]",siljaunsari2008:g133:sil-jaunsari-2008-lakhamandal:i2
wordlist response,john2008jaunsari,62,62,133,dry,A,Chakrata,Jaunsari-Chakratha,target,1,2,ʃukhijẽ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Chakrata]",siljaunsari2008:g133:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,62,62,133,dry,A,Chakrata,Jaunsari-Chakratha,target,2,3,ʃukhijẽ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Chakrata]",siljaunsari2008:g133:sil-jaunsari-2008-chakrata:i2
wordlist response,john2008jaunsari,62,62,133,dry,h,Hindi,Hindi,comparison control,1,1,sʊkha,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Hindi]",
wordlist response,john2008jaunsari,62,62,133,dry,S,Bangani,Bangani,comparison control,1,2,ʃukɔnd̪ə,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Bangani]",
wordlist response,john2008jaunsari,62,62,133,dry,J,Jaunpuri,Jaunpuri,comparison control,1,1,suku,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Jaunpuri]",
wordlist response,john2008jaunsari,62,62,133,dry,N,Nagpuriya,Nagpuriya,comparison control,1,3,sukhjũ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Nagpuriya]",
wordlist response,john2008jaunsari,62,62,133,dry,G,Sirmauri,Sirmauri,comparison control,1,1,ʃuka,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 133, Sirmauri]",
wordlist response,john2008jaunsari,62,62,134,long,K,Korwa,Jaunsari-Korwa,target,1,1,lɐmbɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Korwa]",siljaunsari2008:g134:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,62,62,134,long,D,Khanaad,Jaunsari-Khanaad,target,1,1,lɐmi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Khanaad]",siljaunsari2008:g134:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,62,62,134,long,C,Chapnu,Jaunsari-Chapnu,target,1,1,lamo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Chapnu]",siljaunsari2008:g134:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,62,62,134,long,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,lambo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Bhandroli]",siljaunsari2008:g134:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,62,62,134,long,M,Maindrath,MixedJB-Maindrath,target,1,1,lamo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Maindrath]",siljaunsari2008:g134:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,62,62,134,long,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,ləmɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Lakhamandal]",siljaunsari2008:g134:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,62,62,134,long,A,Chakrata,Jaunsari-Chakratha,target,1,1,lamba,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Chakrata]",siljaunsari2008:g134:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,62,62,134,long,h,Hindi,Hindi,comparison control,1,1,ləmbo,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Hindi]",
wordlist response,john2008jaunsari,62,62,134,long,S,Bangani,Bangani,comparison control,1,1,lambɔ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Bangani]",
wordlist response,john2008jaunsari,62,62,134,long,J,Jaunpuri,Jaunpuri,comparison control,1,1,ləmbu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Jaunpuri]",
wordlist response,john2008jaunsari,62,62,134,long,N,Nagpuriya,Nagpuriya,comparison control,1,1,ləmbu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Nagpuriya]",
wordlist response,john2008jaunsari,62,62,134,long,G,Sirmauri,Sirmauri,comparison control,1,1,lɐmbɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 134, Sirmauri]",
wordlist response,john2008jaunsari,62,62,135,short,K,Korwa,Jaunsari-Korwa,target,1,1,tʃhoʈɐlo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Korwa]",siljaunsari2008:g135:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,62,62,135,short,D,Khanaad,Jaunsari-Khanaad,target,1,1,tʃoʈi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Khanaad]",siljaunsari2008:g135:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,62,62,135,short,D,Khanaad,Jaunsari-Khanaad,target,2,2,nɐnd̪ɾi,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Khanaad]",siljaunsari2008:g135:sil-jaunsari-2008-khanaad:i2
wordlist response,john2008jaunsari,62,62,135,short,C,Chapnu,Jaunsari-Chapnu,target,1,1,tʃoʈo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Chapnu]",siljaunsari2008:g135:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,62,62,135,short,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,tʃoʈo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Bhandroli]",siljaunsari2008:g135:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,62,62,135,short,M,Maindrath,MixedJB-Maindrath,target,1,1,tʃhoʈo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Maindrath]",siljaunsari2008:g135:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,62,62,135,short,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,2,nɐd̪ɾo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Lakhamandal]",siljaunsari2008:g135:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,62,62,135,short,A,Chakrata,Jaunsari-Chakratha,target,1,2,nənɾa,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Chakrata]",siljaunsari2008:g135:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,62,62,135,short,h,Hindi,Hindi,comparison control,1,1,tʃhoʈa,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Hindi]",
wordlist response,john2008jaunsari,62,62,135,short,S,Bangani,Bangani,comparison control,1,3,ɭod̪uɽə,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Bangani]",
wordlist response,john2008jaunsari,62,62,135,short,J,Jaunpuri,Jaunpuri,comparison control,1,1,tʃhoʈu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Jaunpuri]",
wordlist response,john2008jaunsari,62,62,135,short,N,Nagpuriya,Nagpuriya,comparison control,1,1,tʃhoʈu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Nagpuriya]",
wordlist response,john2008jaunsari,62,62,135,short,G,Sirmauri,Sirmauri,comparison control,1,4,hotsəɽa,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 135, Sirmauri]",
wordlist response,john2008jaunsari,62,62,136,hot,K,Korwa,Jaunsari-Korwa,target,1,2,t̪at̪olɐ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Korwa]",siljaunsari2008:g136:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,62,62,136,hot,D,Khanaad,Jaunsari-Khanaad,target,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Khanaad]",siljaunsari2008:g136:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,62,62,136,hot,C,Chapnu,Jaunsari-Chapnu,target,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Chapnu]",siljaunsari2008:g136:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,62,62,136,hot,B,Bhandroli,Jaunsari-Bhandroli,target,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Bhandroli]",siljaunsari2008:g136:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,62,62,136,hot,M,Maindrath,MixedJB-Maindrath,target,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Maindrath]",siljaunsari2008:g136:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,62,62,136,hot,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Lakhamandal]",siljaunsari2008:g136:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,62,62,136,hot,A,Chakrata,Jaunsari-Chakratha,target,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Chakrata]",siljaunsari2008:g136:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,62,62,136,hot,h,Hindi,Hindi,comparison control,1,1,gəɾəm,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Hindi]",
wordlist response,john2008jaunsari,62,62,136,hot,S,Bangani,Bangani,comparison control,1,2,t̪at̪o,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Bangani]",
wordlist response,john2008jaunsari,62,62,136,hot,J,Jaunpuri,Jaunpuri,comparison control,1,2,t̪at̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Jaunpuri]",
wordlist response,john2008jaunsari,62,62,136,hot,N,Nagpuriya,Nagpuriya,comparison control,1,2,t̪at̪u,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Nagpuriya]",
wordlist response,john2008jaunsari,62,62,136,hot,G,Sirmauri,Sirmauri,comparison control,1,2,tata,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 62, item 136, Sirmauri]",
wordlist response,john2008jaunsari,62,62,137,cold,K,Korwa,Jaunsari-Korwa,target,1,1,thɐnɖo,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 62, item 137, Korwa]",siljaunsari2008:g137:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,62,62,137,cold,K,Korwa,Jaunsari-Korwa,target,2,2,çeu,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 62, item 137, Korwa]",siljaunsari2008:g137:sil-jaunsari-2008-korwa:i2
wordlist response,john2008jaunsari,62,62,137,cold,D,Khanaad,Jaunsari-Khanaad,target,1,2,çeu,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 62, item 137, Khanaad]",siljaunsari2008:g137:sil-jaunsari-2008-khanaad:i1
