Sequence|Unit_ID|Region|Section|Printed_Page|Raw_Form|Raw_Phonetic|Raw_Before|Raw_Gloss|Raw_After|Raw_Context
850|s3.1:q19|prose|3.1 Simple verbs|30|(a)ččh-|| - in Palestinian Domari) comes from the integration of the auxiliary |to stay| to the verbal base. If this turned out to be valid, [ ʧ ] would be |r way around. According to Matras (1999:32-33), -č- (- š - in Palestinian Domari) comes from the integration of the auxiliary (a)ččh- “to stay” to the verbal base. If this turned out
851|s3.1:q20|prose|3.1 Simple verbs|30|ʋēs-||ect -č- in the subjunctive exhibit the cluster / št /: ʋēšt- (< |stay|), rāšt - (< rās - “arrive”), nāšt - (< nās - “quit”).|d be a later development. Verbs whose roots end in /s/ and select -č- in the subjunctive exhibit the cluster / št /: ʋēšt- (< ʋēs - “stay”), rāšt - (< rās - “arrive”), nāšt
852|s3.1:q21|prose|3.1 Simple verbs|30|rās-||exhibit the cluster / št /: ʋēšt- (< ʋēs - “stay”), rāšt - (< |arrive|), nāšt - (< nās - “quit”).|bs whose roots end in /s/ and select -č- in the subjunctive exhibit the cluster / št /: ʋēšt- (< ʋēs - “stay”), rāšt - (< rās - “arrive”), nāšt - (< nās - “quit”)
853|s3.1:q22|prose|3.1 Simple verbs|30|nās-||ʋēšt- (< ʋēs - “stay”), rāšt - (< rās - “arrive”), nāšt - (< |quit|).|elect -č- in the subjunctive exhibit the cluster / št /: ʋēšt- (< ʋēs - “stay”), rāšt - (< rās - “arrive”), nāšt - (< nās - “quit”)
854|s3.1:q23|prose|3.1 Simple verbs|31||||drink!|, ǧān ! “know!”, kar ! “do!”; whereas the 2PL is identical to the |bears morphological similarities with the subjunctive. For verbs like pī- and ǧān , the 2SG simply consists of the lexical base: pī ! “drink!”, ǧān ! “know!”, kar ! “do!”; wherea
855|s3.1:q24|prose|3.1 Simple verbs|31||||know!|, kar ! “do!”; whereas the 2PL is identical to the 2PL subjunctive: |l similarities with the subjunctive. For verbs like pī- and ǧān , the 2SG simply consists of the lexical base: pī ! “drink!”, ǧān ! “know!”, kar ! “do!”; whereas the 2PL is iden
856|s3.1:q25|prose|3.1 Simple verbs|31||||do!|; whereas the 2PL is identical to the 2PL subjunctive: py-əs “drink |th the subjunctive. For verbs like pī- and ǧān , the 2SG simply consists of the lexical base: pī ! “drink!”, ǧān ! “know!”, kar ! “do!”; whereas the 2PL is identical to the 2P
857|s3.1:q26|prose|3.1 Simple verbs|31|py-əs||, kar ! “do!”; whereas the 2PL is identical to the 2PL subjunctive: |drink (PL.)!|, ǧān-əs ! “know (PL.)!”, kar-(ə)s ! “do (PL.)!”. For verbs that r|consists of the lexical base: pī ! “drink!”, ǧān ! “know!”, kar ! “do!”; whereas the 2PL is identical to the 2PL subjunctive: py-əs “drink (PL.)!”, ǧān-əs ! “know (PL.)!”, kar-(ə)s !
858|s3.1:q27|prose|3.1 Simple verbs|31||||know (PL.)!|, kar-(ə)s ! “do (PL.)!”. For verbs that require the suffix -č- in|e: pī ! “drink!”, ǧān ! “know!”, kar ! “do!”; whereas the 2PL is identical to the 2PL subjunctive: py-əs “drink (PL.)!”, ǧān-əs ! “know (PL.)!”, kar-(ə)s ! “do (PL.)!”. For verbs th
859|s3.1:q28|prose|3.1 Simple verbs|31||||do (PL.)!|. For verbs that require the suffix -č- in the subjunctive, the 2SG |“know!”, kar ! “do!”; whereas the 2PL is identical to the 2PL subjunctive: py-əs “drink (PL.)!”, ǧān-əs ! “know (PL.)!”, kar-(ə)s ! “do (PL.)!”. For verbs that require the suffix -č-
860|s3.1:q29|prose|3.1 Simple verbs|31|lak-tī||- in the subjunctive, the 2SG is formed by adding -tī to the root: |look!|, while the 2PL is identical to the subjunctive: lak-č-əs ! “look (P|ar-(ə)s ! “do (PL.)!”. For verbs that require the suffix -č- in the subjunctive, the 2SG is formed by adding -tī to the root: lak-tī “look!”, while the 2PL is identical to the subj
861|s3.1:q30|prose|3.1 Simple verbs|31||||look (PL.)!|. For other persons, the subjunctive suffices to express invitation or|e subjunctive, the 2SG is formed by adding -tī to the root: lak-tī “look!”, while the 2PL is identical to the subjunctive: lak-č-əs ! “look (PL.)!”. For other persons, the subjunctive suf
862|s3.1:q31|prose|3.1 Simple verbs|31|štī ǧān||her persons, the subjunctive suffices to express invitation or order: |get up (and) letʾs go!| (get.up.IMP.2SG go.SUBJ.1PL). This being said, some discrepancies bet|tical to the subjunctive: lak-č-əs ! “look (PL.)!”. For other persons, the subjunctive suffices to express invitation or order: štī ǧān “get up (and) letʾs go!” (get.up.IMP.2SG go.SUBJ.1PL). This bein
863|s3.1:q32|prose|3.1 Simple verbs|31|qā-||were recorded in some irregular verbs. This is the case with the root |eat|: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī |some discrepancies between the subjunctive and the imperative were recorded in some irregular verbs. This is the case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qam
864|s3.1:q33|prose|3.1 Simple verbs|31|qāyrōm||in some irregular verbs. This is the case with the root qā - “eat”: |I ate|, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qa|ies between the subjunctive and the imperative were recorded in some irregular verbs. This is the case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I ea
865|s3.1:q34|prose|3.1 Simple verbs|31|qāme||verbs. This is the case with the root qā - “eat”: qāyrōm “I ate”, |I eat|, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ -|subjunctive and the imperative were recorded in some irregular verbs. This is the case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat
866|s3.1:q35|prose|3.1 Simple verbs|31|qammyəm||he case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, |(that) I eat|, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”,|imperative were recorded in some irregular verbs. This is the case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); ā
867|s3.1:q36|prose|3.1 Simple verbs|31|qaymī|| - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, |eat!| (plural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come|d in some irregular verbs. This is the case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āy
868|s3.1:q37|prose|3.1 Simple verbs|31|āʋ-||I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); |come|: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that|the case with the root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, ā
869|s3.1:q38|prose|3.1 Simple verbs|31|āyrōm||m “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: |I came|, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “c|e root qā - “eat”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-
870|s3.1:q39|prose|3.1 Simple verbs|31|āʋəme|| qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”, |I come|, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋ|”: qāyrōm “I ate”, qāme “I eat”, qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I co
871|s3.1:q40|prose|3.1 Simple verbs|31|āʋəm ~ pāʋ-əm ~ āʋ-č-əm||lural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, |(that) I come|, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme|qammyəm “(that) I eat”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga -
872|s3.1:q41|prose|3.1 Simple verbs|31|pā||I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, |come!| (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām|at”, qaymī “eat!” (plural qammyəs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm
873|s3.1:q42|prose|3.1 Simple verbs|31|ga-|| ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); |go|: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (pl|əs ); āʋ - “come”: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām
874|s3.1:q43|prose|3.1 Simple verbs|31|garōm||ʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: |I went|, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē-|“come”: āyrōm “I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧ
875|s3.1:q44|prose|3.1 Simple verbs|31|ǧāme||come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, |I go|, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērō|I came”, āʋəme “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plura
876|s3.1:q45|prose|3.1 Simple verbs|31|ǧām||me!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, |(that) I go|, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “|e “I come”, āʋəm ~ pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “tak
877|s3.1:q46|prose|3.1 Simple verbs|31|ǧu||); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, |go!| (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nē|pāʋ-əm ~ āʋ-č-əm “(that) I come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm
878|s3.1:q47|prose|3.1 Simple verbs|31|nē-||ent”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); |take|: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “tak|come”, pā “come!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nē
879|s3.1:q48|prose|3.1 Simple verbs|31|nērōm||I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: |I took|, nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not re|e!” (plural pāʋəs ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”
880|s3.1:q49|prose|3.1 Simple verbs|31|nēme||t) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, |I take|, nēm “(that) I take”, pnē “take!” (plural not recorded); tōm “I|s ); ga - “go”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “take!” (
881|s3.1:q50|prose|3.1 Simple verbs|31|nēm||o!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, |(that) I take|, pnē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gav|”: garōm “I went”, ǧāme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not recorded)
882|s3.1:q51|prose|3.1 Simple verbs|31|pnē||ē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”, |take!| (plural not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I |āme “I go”, ǧām “(that) I go”, ǧu “go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” (
883|s3.1:q52|prose|3.1 Simple verbs|31|tōm||“I take”, nēm “(that) I take”, pnē “take!” (plural not recorded); |I gave| ( tǝtã “he gave”), dēme “I give”, (b)dēm “(that) I give”, bdē|“go!” (plural ǧās ); nē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I give”
884|s3.1:q53|prose|3.1 Simple verbs|31|tǝtã||(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” ( |he gave|), dēme “I give”, (b)dēm “(that) I give”, bdē “give!”. Rather ma|ās ); nē- “take”: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I give”, (b)dēm “(that) I g
885|s3.1:q54|prose|3.1 Simple verbs|31|dēme||ē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gave”), |I give|, (b)dēm “(that) I give”, bdē “give!”. Rather marginal in Aleppo D|: nērōm “I took”, nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I give”, (b)dēm “(that) I give”, bdē “give!
886|s3.1:q55|prose|3.1 Simple verbs|31|(b)dēm||l not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I give”, |(that) I give|, bdē “give!”. Rather marginal in Aleppo Domari are the formatives |nēme “I take”, nēm “(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I give”, (b)dēm “(that) I give”, bdē “give!”. Rather marginal in Alep
887|s3.1:q56|prose|3.1 Simple verbs|31|bdē||gave” ( tǝtã “he gave”), dēme “I give”, (b)dēm “(that) I give”, |give!|. Rather marginal in Aleppo Domari are the formatives l- and p- fo|“(that) I take”, pnē “take!” (plural not recorded); tōm “I gave” ( tǝtã “he gave”), dēme “I give”, (b)dēm “(that) I give”, bdē “give!”. Rather marginal in Aleppo Domari are t
