Status,Entry_Key,PDF_Page,Printed_Head,Form,Variants,Gloss,DEDR_IDs,DEDR_Relations,Checked_Unlinked,Unresolved_DEDR_IDs,Raw_Entry
ingested,wolf-kota:p30:e10,30,otalār/otal,otalār,otal,off to the side (sidelining those polluted I: 40),990,direct,,,otalār/otal — (990) off to the side (sidelining those polluted I: 40)
ingested,wolf-kota:p30:e11,30,ot- (oty-),ot-,oty-,"“to precede on the way, go fast”",973,direct,,,"ot- (oty-) — (973) “to precede on the way, go fast”"
ingested,wolf-kota:p30:e12,30,ot- (oty-),ot-,oty-,“to blow (bellows); dangerous illness) becomes very bad”,1021,direct,,,ot- (oty-) — (1021) “to blow (bellows); dangerous illness) becomes very bad”
ingested,wolf-kota:p30:e13,30,oṭ- (oṭy),oṭ- (oṭy),,“to stick (intr.)”,958,direct,,,oṭ- (oṭy) — (958) “to stick (intr.)”
ingested,wolf-kota:p30:e14,30,oṭkic,oṭkic,,"grudging envy, jealousy; impatience",,,yes,,"oṭkic — [-] grudging envy, jealousy; impatience"
ingested,wolf-kota:p30:e15,30,-otl,-otl,,near,609,related,,,-otl — [609] near
ingested,wolf-kota:p30:e16,30,oṭ-/oy- (oc-),oṭ-,oy-|oc-,(after maṇḍ) tie (tuft of hair),958,related,,,oṭ-/oy- (oc-) — [958] (after maṇḍ) tie (tuft of hair)
ingested,wolf-kota:p30:e17,30,ov- (ovt-),ov-,ovt-,“to kick”,616,direct,,,ov- (ovt-) — (616) “to kick”
ingested,wolf-kota:p30:e18,30,oy,oy,,"a hit or a big strike, as with a hammer in the kolēl or with the hand on the par (1997: 6)",4534,direct,,,"oy – (4534) a hit or a big strike, as with a hammer in the kolēl or with the hand on the par (1997: 6)"
ingested,wolf-kota:p30:e19,30,oy- (oc-),oy-,oc-,“(rain) rains”; (sun) shines,4407,direct,,,oy- (oc-) — (4407) “(rain) rains”; (sun) shines
ingested,wolf-kota:p30:e20,30,oy- (oc-),oy-,oc-,“to beat (percussion instrument)”; to play all instruments at once I: 148 acc. to D. not a term used at devr time; then he said they say oybōmā? before playing,4534,direct,,,oy- (oc-) — (4534) “to beat (percussion instrument)”; to play all instruments at once I: 148 acc. to D. not a term used at devr time; then he said they say oybōmā? before playing;
ingested,wolf-kota:p30:e21,30,oy- (oc-),oy-,oc-,"to be or do (like a beggar, leech, welcher)",,,yes,,"oy- (oc-) — [-] to be or do (like a beggar, leech, welcher)"
ingested,wolf-kota:p30:e22,30,oyṛm/uyṛm,oyṛm,uyṛm,"“jewelry, things in a house”; a small vessel IV: 6",593,direct,,,"oyṛm/uyṛm — (593) “jewelry, things in a house”; a small vessel IV: 6"
ingested,wolf-kota:p30:e23,30,ōcan,ōcan,,"thoughts, thoughtfulness, discretion (Tamil: yōcanai)",,,,,"ōcan — thoughts, thoughtfulness, discretion (Tamil: yōcanai)"
ingested,wolf-kota:p30:e24,30,ōd- (ōdy-),ōd-,ōdy-,"“to read, pronounce (charms), learn”",1052,direct,,,"ōd- (ōdy-) — (1052) “to read, pronounce (charms), learn”"
ingested,wolf-kota:p30:e25,30,ōg- (ōy-/ōn-; some forms from ō-),ōg-,ōy-|ōn-; some forms from ō-,to go,4572,direct,,,ōg- (ōy-/ōn-; some forms from ō-) — (4572) to go
ingested,wolf-kota:p30:e26,30,ōj,ōj,,"sound, echo III: 38a",1036,direct,,,"ōj — (1036) sound, echo III: 38a"
ingested,wolf-kota:p30:e27,30,ōl,ōl,,"“palm leaf; ornaments worn on the body”; used for umbrella, ōlkeṛ II: 52",1070,direct,,,"ōl — (1070) “palm leaf; ornaments worn on the body”; used for umbrella, ōlkeṛ II: 52"
ingested,wolf-kota:p30:e28,30,ōlangm,ōlangm,,"something bad (?), see Tamil ōlam",,,,,"ōlangm — something bad (?), see Tamil ōlam"
ingested,wolf-kota:p30:e29,30,ōlguc-,ōlguc-,,"to take god out of kakui (?) (I: 90), or to say oly oly?",,,,,"ōlguc- — to take god out of kakui (?) (I: 90), or to say oly oly?"
ingested,wolf-kota:p30:e30,30,ōḷy,ōḷy,,sacred sound Kota men utter during central moments of the god ceremony,,,,,ōḷy — sacred sound Kota men utter during central moments of the god ceremony
ingested,wolf-kota:p30:e31,30,ōmayṇ,ōmayṇ,,sound of all musical instruments playing at once,,,yes,,ōmayṇ — [-] sound of all musical instruments playing at once
ingested,wolf-kota:p30:e32,30,ōṛ,ōṛ,,"“shell, tile, potsherd, skull”; rooftile of mud",1042,direct,,,"ōṛ — (1042) “shell, tile, potsherd, skull”; rooftile of mud"
ingested,wolf-kota:p30:e33,30,ōr āṛ,ōr āṛ,,one year,5153,direct,,,ōr āṛ — (5153) one year
ingested,wolf-kota:p30:e34,30,ōṛcaḷ,ōṛcaḷ,,type of bangle IV: 109a,,,,,ōṛcaḷ — type of bangle IV: 109a
ingested,wolf-kota:p30:e35,30,ōriḍ-/ōraḍ- (ōriḍ-/ōriṭ-),ōriḍ-,ōraḍ-|ōriṭ-,to listen (some spellings variant from DEDR),1059,direct,,,ōriḍ-/ōraḍ- (ōriḍ-/ōriṭ-) — (1059) to listen (some spellings variant from DEDR)
ingested,wolf-kota:p30:e36,30,ōṭ,ōṭ,,“hole”,946,direct,,,ōṭ — (946) “hole”
ingested,wolf-kota:p30:e37,30,ōynāṛ,ōynāṛ,,path,4572,direct,,,ōynāṛ — (4572) path
ingested,wolf-kota:p30:e38,30,ōyr,ōyr,,slope (DEDR: ōry “flat ground beyond bank of stream”),1060,direct,,,ōyr — (1060) slope (DEDR: ōry “flat ground beyond bank of stream”)
ingested,wolf-kota:p30:e39,30,pac,pac,,"green, fresh",,,,,"pac — green, fresh"
ingested,wolf-kota:p30:e40,30,pacayk/pacēk,pacayk,pacēk,"dry roasted, puffed millet",,,,,"pacayk/pacēk — dry roasted, puffed millet"
ingested,wolf-kota:p31:e1,31,pacāl pūdy,pacāl pūdy,,(ash from the doḍtic at devr),,,,,pacāl pūdy — (ash from the doḍtic at devr)
ingested,wolf-kota:p31:e2,31,pacdāv,pacdāv,,“green death”; funerary rituals and cremation following shortly after a death,,,,,pacdāv — “green death”; funerary rituals and cremation following shortly after a death
ingested,wolf-kota:p31:e3,31,pact,pact,,first,,,,,pact — first
ingested,wolf-kota:p31:e4,31,pad,pad,,"kite (eagle, hawk?)",3977,direct,,,"pad — (3977) kite (eagle, hawk?)"
ingested,wolf-kota:p31:e5,31,padn,padn,,“Celtis tetranda”,3913,direct,,,padn — (3913) “Celtis tetranda”
ingested,wolf-kota:p31:e6,31,pak,pak,,act of lying down,4007,direct,,,pak — (4007) act of lying down
ingested,wolf-kota:p31:e7,31,-pakāṛ,-pakāṛ,,according to wish of (pronoun) [Duryodana’s eymology: act of lying down + fields. Going out and resting or making love in the fields is a desirable thing. Compound work came to stand for anything desirable],,,,,"-pakāṛ — [from pakkam, side] according to wish of (pronoun) [Duryodana’s eymology: act of lying down + fields. Going out and resting or making love in the fields is a desirable thing. Compound work came to stand for anything desirable]"
ingested,wolf-kota:p31:e8,31,pakkuvam,pakkuvam,,"Ta. competencey, ability, cleverness (i.e. in music) IV: 19",,,,,"pakkuvam — Ta. competencey, ability, cleverness (i.e. in music) IV: 19"
ingested,wolf-kota:p31:e9,31,palc- (palc-),palc-,,"to grab, catch (dative subject like piṭi in Tamil)",,,yes,,"palc- (palc-) — [-] to grab, catch (dative subject like piṭi in Tamil)"
ingested,wolf-kota:p31:e10,31,paḷc- (paḷc-),paḷc-,,“to abuse”,4002,direct,,,paḷc- (paḷc-) — (4002) “to abuse”
ingested,wolf-kota:p31:e11,31,palg,palg,,"long plank stretched across on wall of the kuḍl, opposite the kitchen",,,,,"palg — long plank stretched across on wall of the kuḍl, opposite the kitchen"
ingested,wolf-kota:p31:e12,31,paḷkm,paḷkm,,experience; “being on intimate terms”,4000,direct,,,paḷkm — (4000) experience; “being on intimate terms”
ingested,wolf-kota:p31:e13,31,palūv,palūv,,"gums (pal + pūv, III: 66a)",,,,,"palūv — gums (pal + pūv, III: 66a)"
ingested,wolf-kota:p31:e14,31,paḷy,paḷy,,“retribution”,4002,direct,,,paḷy — (4002) “retribution”
ingested,wolf-kota:p31:e15,31,pandy/pandykū,pandy,pandykū,"row of leaves for selected people at ceremonies (I: 47). EVS: “row of leaves with food at the burning place of the dry funeral. A row of men sit on one side and of women on the other—usually husband and wife opposite one antoher, sometimes isiting man opposite an unmarried or unattached woman—each leaf (or plate of several leaves) is eaten from by a man and his opposite mate. Proverb: pandyk mund saṇk pind (for meal go in front, to fight go behind).",,,,,"pandy/pandykū — row of leaves for selected people at ceremonies (I: 47). EVS: “row of leaves with food at the burning place of the dry funeral. A row of men sit on one side and of women on the other—usually husband and wife opposite one antoher, sometimes isiting man opposite an unmarried or unattached woman—each leaf (or plate of several leaves) is eaten from by a man and his opposite mate. Proverb: pandyk mund saṇk pind (for meal go in front, to fight go behind)."
ingested,wolf-kota:p31:e16,31,pangāḷy,pangāḷy,,"(Ta: pankāḷi) partners, traditional relationship of Todas and Kotas II: 47",,,,,"pangāḷy — (Ta: pankāḷi) partners, traditional relationship of Todas and Kotas II: 47"
ingested,wolf-kota:p31:e17,31,paṇkal,paṇkal,,anvil in kolēl,,,,,paṇkal — anvil in kolēl
ingested,wolf-kota:p31:e18,31,paṇm,paṇm,,"(EVS) coins, especially in munpaṇm, unit of three four-anna coins as offering to gods (I: 16); one panm equals four annas (I: 96)",,,,,"paṇm — (EVS) coins, especially in munpaṇm, unit of three four-anna coins as offering to gods (I: 16); one panm equals four annas (I: 96)"
ingested,wolf-kota:p31:e19,31,pannīr,pannīr,,"(Tamil) “rosewater or other fragrant extract, used in perfumery” (discussed by Sivan in varldav, I: 11; probably sprinkling of water on bier, bones, etc.)",,,,,"pannīr — (Tamil) “rosewater or other fragrant extract, used in perfumery” (discussed by Sivan in varldav, I: 11; probably sprinkling of water on bier, bones, etc.)"
ingested,wolf-kota:p31:e20,31,pap,pap,,dust and other matter swept up from the floor of a Kota house and kept in the kotāt. R. Mathi said once is not supposed to eat when there is pap.,,,,,pap — dust and other matter swept up from the floor of a Kota house and kept in the kotāt. R. Mathi said once is not supposed to eat when there is pap.
ingested,wolf-kota:p31:e21,31,paṛ,paṛ,,"manpower, strength (in former name of Kurgōj, Paṛkuḷ Kōkāl, Kōkāl which possesses manpower) I: 157-58",3860,related,,,"paṛ — [3860] manpower, strength (in former name of Kurgōj, Paṛkuḷ Kōkāl, Kōkāl which possesses manpower) I: 157-58"
ingested,wolf-kota:p31:e22,31,paṛ- (paṭ-),paṛ-,paṭ-,"“to lie down, sleep” [commonly used in form paṭḷ- (paṭ-)]",3852,direct,,,"paṛ- (paṭ-) — (3852) “to lie down, sleep” [commonly used in form paṭḷ- (paṭ-)]"
ingested,wolf-kota:p31:e23,31,parāvay,parāvay,,"cure (EVS) [in prayer: parāyr, see questions for Duryodhana]; (DBIA 255) “a cure, cured” <Skt. parāmṛś- to lay hold of, touch, consider, deliberate",,,,,"parāvay — cure (EVS) [in prayer: parāyr, see questions for Duryodhana]; (DBIA 255) “a cure, cured” <Skt. parāmṛś- to lay hold of, touch, consider, deliberate"
ingested,wolf-kota:p31:e24,31,parc- (parc-),parc-,,“to pray”; worship,3951,direct,,,parc- (parc-) — (3951) “to pray”; worship
ingested,wolf-kota:p31:e25,31,parcvd,parcvd,,"A group praying with hands together while standing up, or as in aḍmuṛtd. Longer period of time than kaymūvd.",,,,,"parcvd — A group praying with hands together while standing up, or as in aḍmuṛtd. Longer period of time than kaymūvd."
ingested,wolf-kota:p31:e26,31,paṛd- (payd-/paṛd-),paṛd-,payd-,to tell (esp. Kurgōj mānt),4003,direct,,,paṛd- (payd-/paṛd-) — (4003) to tell (esp. Kurgōj mānt)
ingested,wolf-kota:p31:e27,31,paṛdac,paṛdac,,long pole for umbrellas and purifying houses at dry funeral; contributed by Kurumbas,,,,,paṛdac — long pole for umbrellas and purifying houses at dry funeral; contributed by Kurumbas
ingested,wolf-kota:p31:e28,31,parv,parv,,(EVS) “big feast in payment of a vow or to avert the ill-consequences of transgression in on being readmitted to caste” (I: 77),,,,,parv — (EVS) “big feast in payment of a vow or to avert the ill-consequences of transgression in on being readmitted to caste” (I: 77)
ingested,wolf-kota:p31:e29,31,parvkū,parvkū,,"party, feast II: 38",,,,,"parvkū — party, feast II: 38"
ingested,wolf-kota:p31:e30,31,paryd- (ōkvo/ō/īko),paryd- (ōkvo,ō|īko),"to spread to sides (pile of stones, beans, etc.) [Kurgōj mānt]",,,yes,,"paryd- (ōkvo/ō/īko) — [-] to spread to sides (pile of stones, beans, etc.) [Kurgōj mānt]"
ingested,wolf-kota:p32:e1,32,parykm,parykm,,offering to the gods,,,,,parykm — offering to the gods
ingested,wolf-kota:p32:e2,32,pat,pat,,clay eating plate (EVS); vessel from which mundkanon drinks milk during the milk ritual (I: 99),,,,,pat — clay eating plate (EVS); vessel from which mundkanon drinks milk during the milk ritual (I: 99)
ingested,wolf-kota:p32:e3,32,pat,pat,,"(n.) like, desire, wish",4034,related,,,"pat — [4034] (n.) like, desire, wish"
ingested,wolf-kota:p32:e4,32,pat- (pac-),pat-,pac-,"to plough, make furrows (special usage)",4034,related,,,"pat- (pac-) — [4034] to plough, make furrows (special usage)"
ingested,wolf-kota:p32:e5,32,pat- (pac-),pat-,pac-,"catch, seize, hold",4034,direct,,,"pat- (pac-) (4034) catch, seize, hold"
ingested,wolf-kota:p32:e6,32,paṭ,paṭ,,“side (left or right)”,3871,direct,,,paṭ — (3871) “side (left or right)”
ingested,wolf-kota:p32:e7,32,paṭ,paṭ,,"“scar, esp. made by burning”",3873,direct,,,"paṭ — (3873) “scar, esp. made by burning”"
ingested,wolf-kota:p32:e8,32,paṭ,paṭ,,"“flatness (of piece of iron, of head)”",3878,direct,,,"paṭ — (3878) “flatness (of piece of iron, of head)”"
ingested,wolf-kota:p32:e9,32,paṭ,paṭ,,"time [paṭk, paṭkn, time in sense of number of times]",4559,direct,,,"paṭ — (4559) time [paṭk, paṭkn, time in sense of number of times]"
ingested,wolf-kota:p32:e10,32,paṭ,paṭ,,piece of cloth I: 148,,,,,"paṭ — [EVS, =3878?] piece of cloth I: 148"
ingested,wolf-kota:p32:e11,32,paṭīm,paṭīm,,"restrictions for pregnant woman (concerning eating, walking, etc.); diet (= T. pattiyam)",,,yes,,"paṭīm — [-] restrictions for pregnant woman (concerning eating, walking, etc.); diet (= T. pattiyam)"
ingested,wolf-kota:p32:e12,32,paṭīṇ (paṭūny),paṭīṇ (paṭūny),,“hunger”,3872,direct,,,paṭīṇ (paṭūny) — (3872) “hunger”
ingested,wolf-kota:p32:e13,32,patīr- (patrc-),patīr-,patrc-,"“to divide” (“pat-ayr-, pat-arc-, or pat-tayr, pat-tarc”)",3808,direct,,,"patīr- (patrc-) — (3808) “to divide” (“pat-ayr-, pat-arc-, or pat-tayr, pat-tarc”)"
ingested,wolf-kota:p32:e14,32,paṭk/paṭkn,paṭk,paṭkn,time (i.e. # of times),4559,related,,,paṭk/paṭkn — [4559] time (i.e. # of times)
ingested,wolf-kota:p32:e15,32,paṭḷ- (paṭ-),paṭḷ-,paṭ-,"to lie down, sleep (see paṛ-)",3852,related,,,"paṭḷ- (paṭ-) — [3852] to lie down, sleep (see paṛ-)"
ingested,wolf-kota:p32:e16,32,pay,pay,,house,3984,direct,,,pay — (3984) house
ingested,wolf-kota:p32:e17,32,payenmēym,payenmēym,,in the manner of each and every house (i.e. going to each house),,,,,payenmēym — [pay enm ēy m?] in the manner of each and every house (i.e. going to each house)
ingested,wolf-kota:p32:e18,32,paykm,paykm,,story,4003,direct,,,paykm — (4003) story
ingested,wolf-kota:p32:e19,32,paykvēj pul,paykvēj pul,,"(not in M or E) grass in Menāṛ formerly used to thatch houses (for house, fence, grass)",,,,,"paykvēj pul — (not in M or E) grass in Menāṛ formerly used to thatch houses (for house, fence, grass)"
ingested,wolf-kota:p32:e20,32,payḷ/paḷy/paly,payḷ,paḷy|paly,EVS: animal sacrifice to god,,,,,payḷ/paḷy/paly — [=bali] EVS: animal sacrifice to god
ingested,wolf-kota:p32:e21,32,payḷ,payḷ,,"“young grain plant, child (not paddy)”; any plant (rice not grown in Nilgiris); crops IV: 10",3939,direct,,,"payḷ — (3939) “young grain plant, child (not paddy)”; any plant (rice not grown in Nilgiris); crops IV: 10"
ingested,wolf-kota:p32:e22,32,payḷ āk- (āyk-),payḷ āk-,āyk-,to not be able to do,333,related,yes,,payḷ āk- (āyk-) — [- + 333] to not be able to do
ingested,wolf-kota:p32:e23,32,pay mār,pay mār,,house and all things in it,3948,related,,,pay mār — [3948 +] house and all things in it
ingested,wolf-kota:p32:e24,32,payṛ,payṛ,,quantity of food one person can eat,3849,direct,,,payṛ — (3849) quantity of food one person can eat
ingested,wolf-kota:p32:e25,32,payrv,payrv,,“big storage pot for grain” also for cooking,3961,direct,,,payrv — (3961) “big storage pot for grain” also for cooking
ingested,wolf-kota:p32:e26,32,payṭ,payṭ,,Badaga village,3868,direct,,,payṭ — (3868) Badaga village
ingested,wolf-kota:p32:e27,32,payṭēv,payṭēv,,area for building a house,,,yes,,payṭēv — [-] area for building a house
ingested,wolf-kota:p32:e28,32,payvāl,payvāl,,verandah (see also tinvāl),,,,,payvāl — verandah (see also tinvāl)
ingested,wolf-kota:p32:e29,32,pā,pā,,"“(before consonant) empy, abandoned (house, village-site, tortoise shell, hand, pot)”",4110,direct,,,"pā — (4110) “(before consonant) empy, abandoned (house, village-site, tortoise shell, hand, pot)”"
ingested,wolf-kota:p32:e30,32,pācaṇ,pācaṇ,,beautiful (EVS confirmed),,,,,pācaṇ — beautiful (EVS confirmed)
