PreMu,pkh-466-86,cɛ-p-ɛl,wave,,cɛ-p-ɛl,,"munda1968proto[p. 86, SEAlang record 466]",,Munda's reconstructed pre-Mundari reflex of pkh-466-86.,munda1968proto:R:c2.p466.i86,,,,
sa,pkh-448-85,cɛpɛɟ,to suck,,cɛpɛɟ,,"munda1968proto[p. 85, SEAlang record 448]",,Munda's Santali reflex of pkh-448-85.,munda1968proto:C:c1.p448.i85,,,,
PreMu,pkh-448-85,cɛpɛɟ,to suck,,cɛpɛɟ,,"munda1968proto[p. 85, SEAlang record 448]",,Munda's reconstructed pre-Mundari reflex of pkh-448-85.,munda1968proto:R:c2.p448.i85,,,,
sa,pkh-414-82,cɛtan,above,,cɛtan,,"munda1968proto[p. 82, SEAlang record 414]",,Munda's Santali reflex of pkh-414-82.,munda1968proto:C:c1.p414.i82,,,,
PreMu,pkh-414-82,cɛtan,above,,cɛtan,,"munda1968proto[p. 82, SEAlang record 414]",,Munda's reconstructed pre-Mundari reflex of pkh-414-82.,munda1968proto:R:c2.p414.i82,,,,
sa,pkh-752-108,dab,thatch,,dab,,"munda1968proto[p. 108, SEAlang record 752]",,Munda's Santali reflex of pkh-752-108.,munda1968proto:C:c1.p752.i108,,,,
PreMu,pkh-752-108,dab,thatch,,dab,,"munda1968proto[p. 108, SEAlang record 752]",,Munda's reconstructed pre-Mundari reflex of pkh-752-108.,munda1968proto:R:c2.p752.i108,,,,
PreMu,pkh-954-123,daha,cooked rice; bee egg,,daha,,"munda1968proto[p. 123, SEAlang record 954]",,Munda's reconstructed pre-Mundari reflex of pkh-954-123.,munda1968proto:R:c2.p954.i123,,,,
sa,pkh-954-123,daka,cooked rice; bee egg,,daka,,"munda1968proto[p. 123, SEAlang record 954]",,Munda's Santali reflex of pkh-954-123.,munda1968proto:C:c1.p954.i123,,,,
sa,pkh-782-110,dal,to beat,,dal,,"munda1968proto[p. 110, SEAlang record 782]",,Munda's Santali reflex of pkh-782-110.,munda1968proto:C:c1.p782.i110,,,,
PreMu,pkh-782-110,dal,to beat,,dal,,"munda1968proto[p. 110, SEAlang record 782]",,Munda's reconstructed pre-Mundari reflex of pkh-782-110.,munda1968proto:R:c2.p782.i110,,,,
sa,pkh-653-100,dalɔb,to cover,,dalɔb,,"munda1968proto[p. 100, SEAlang record 653]",,Munda's Santali reflex of pkh-653-100.,munda1968proto:C:c1.p653.i100,,,,
PreMu,pkh-653-100,dalɔb,to cover,,dalɔb,,"munda1968proto[p. 100, SEAlang record 653]",,Munda's reconstructed pre-Mundari reflex of pkh-653-100.,munda1968proto:R:c2.p653.i100,,,,
sa,pkh-1029-127,danaŋ,to shelter,,danaŋ,,"munda1968proto[p. 127, SEAlang record 1029]",,Munda's Santali reflex of pkh-1029-127.,munda1968proto:C:c1.p1029.i127,,,,
PreMu,pkh-1029-127,danaŋ,to shelter,,danaŋ,,"munda1968proto[p. 127, SEAlang record 1029]",,Munda's reconstructed pre-Mundari reflex of pkh-1029-127.,munda1968proto:R:c2.p1029.i127,,,,
PreMu,pkh-737-107,dapuɽ,to let,,dapuɽ,,"munda1968proto[p. 107, SEAlang record 737]",,Munda's reconstructed pre-Mundari reflex of pkh-737-107.,munda1968proto:R:c2.p737.i107,,,,
sa,pkh-737-107,dapɔɽ,to let,,dapɔɽ,,"munda1968proto[p. 107, SEAlang record 737]",,Munda's Santali reflex of pkh-737-107.,munda1968proto:C:c1.p737.i107,,,,
sa,pkh-1019-127,daram,to welcome,,daram,,"munda1968proto[p. 127, SEAlang record 1019]",,Munda's Santali reflex of pkh-1019-127.,munda1968proto:C:c1.p1019.i127,,,,
PreMu,pkh-1019-127,darɔm,to welcome,,darɔm,,"munda1968proto[p. 127, SEAlang record 1019]",,Munda's reconstructed pre-Mundari reflex of pkh-1019-127.,munda1968proto:R:c2.p1019.i127,,,,
sa,pkh-none-135,daɳa,to search,,daɳa,,munda1968proto[p. 135],,Munda's Santali reflex of pkh-none-135.,munda1968proto:C:c1.p.i135,,,,
PreMu,pkh-none-135,daɳa,to search,,daɳa,,munda1968proto[p. 135],,Munda's reconstructed pre-Mundari reflex of pkh-none-135.,munda1968proto:R:c2.p.i135,,,,
PKher,pkh-none-135,daɳa,to search,,daɳa,,munda1968proto[p. 135],,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p.i135,,,,
sa,pkh-989-125,daɽhab,large-headed,,daɽhab,,"munda1968proto[p. 125, SEAlang record 989]",,Munda's Santali reflex of pkh-989-125.,munda1968proto:C:c1.p989.i125,,,,
PreMu,pkh-989-125,daɽhab,large-headed,,daɽhab,,"munda1968proto[p. 125, SEAlang record 989]",,Munda's reconstructed pre-Mundari reflex of pkh-989-125.,munda1968proto:R:c2.p989.i125,,,,
PreMu,pkh-691-103,daɽi,to be able; strength,,daɽi,,"munda1968proto[p. 103, SEAlang record 691]",,Munda's reconstructed pre-Mundari reflex of pkh-691-103.,munda1968proto:R:c2.p691.i103,,,,
sa,pkh-691-103,daɽɛ,to be able; strength,,daɽɛ,,"munda1968proto[p. 103, SEAlang record 691]",,Munda's Santali reflex of pkh-691-103.,munda1968proto:C:c1.p691.i103,,,,
sa,pkh-763-108,daʔ,water,,daʔ,,"munda1968proto[p. 108, SEAlang record 763]",,Munda's Santali reflex of pkh-763-108.,munda1968proto:C:c1.p763.i108,,,,
PreMu,pkh-763-108,daʔ,water,,daʔ,,"munda1968proto[p. 108, SEAlang record 763]",,Munda's reconstructed pre-Mundari reflex of pkh-763-108.,munda1968proto:R:c2.p763.i108,,,,
sa,pkh-294-72,deko,foreigner,,deko,,"munda1968proto[p. 72, SEAlang record 294]",,Munda's Santali reflex of pkh-294-72.,munda1968proto:C:c1.p294.i72,,,,
sa,pkh-303-73,dereɲ,horn,,dereɲ,,"munda1968proto[p. 73, SEAlang record 303]",,Munda's Santali reflex of pkh-303-73.,munda1968proto:C:c1.p303.i73,,,,
sa,pkh-55-55,dhiri,"rock, stone",,dhiri,,"munda1968proto[p. 55, SEAlang record 55]",,Munda's Santali reflex of pkh-55-55.,munda1968proto:C:c1.p55.i55,,,,
sa,pkh-55-55,dihri,"rock, stone",,dihri,,"munda1968proto[p. 55, SEAlang record 55]",,Munda's Santali reflex of pkh-55-55.,munda1968proto:C:c1.p55.i55:v2,munda1968proto:C:c1.p55.i55,,,
PreMu,pkh-294-72,diku,foreigner,,diku,,"munda1968proto[p. 72, SEAlang record 294]",,Munda's reconstructed pre-Mundari reflex of pkh-294-72.,munda1968proto:R:c2.p294.i72,,,,
sa,pkh-78-57,dipil,to carry on head,,dipil,,"munda1968proto[p. 57, SEAlang record 78]",,Munda's Santali reflex of pkh-78-57.,munda1968proto:C:c1.p78.i57,,,,
PreMu,pkh-55-55,diri,"rock, stone",,diri,,"munda1968proto[p. 55, SEAlang record 55]",,Munda's reconstructed pre-Mundari reflex of pkh-55-55.,munda1968proto:R:c2.p55.i55,,,,
PreMu,pkh-303-73,diriŋ,horn,,diriŋ,,"munda1968proto[p. 73, SEAlang record 303]",,Munda's reconstructed pre-Mundari reflex of pkh-303-73.,munda1968proto:R:c2.p303.i73,,,,
PreMu,pkh-303-73,diriɲ,horn,,diriɲ,,"munda1968proto[p. 73, SEAlang record 303]",,Munda's reconstructed pre-Mundari reflex of pkh-303-73.,munda1968proto:R:c2.p303.i73:v2,munda1968proto:R:c2.p303.i73,,,
sa,pkh-9-51,diɟ,to get something stuck in throat,,diɟ,,"munda1968proto[p. 51, SEAlang record 9]",,Munda's Santali reflex of pkh-9-51.,munda1968proto:C:c1.p9.i51,,,,
PreMu,pkh-9-51,diɟ,to get something stuck in throat,,diɟ,,"munda1968proto[p. 51, SEAlang record 9]",,Munda's reconstructed pre-Mundari reflex of pkh-9-51.,munda1968proto:R:c2.p9.i51,,,,
sa,pkh-319-75,doʔ,to rescue,,doʔ,,"munda1968proto[p. 75, SEAlang record 319]",,Munda's Santali reflex of pkh-319-75.,munda1968proto:C:c1.p319.i75,,,,
PreMu,pkh-134-60,du-ɽu-b,to sit,,du-ɽu-b,,"munda1968proto[p. 60, SEAlang record 134]",,Munda's reconstructed pre-Mundari reflex of pkh-134-60.,munda1968proto:R:c2.p134.i60,,,,
sa,pkh-134-60,du-ɽub,to sit,,du-ɽub,,"munda1968proto[p. 60, SEAlang record 134]",,Munda's Santali reflex of pkh-134-60.,munda1968proto:C:c1.p134.i60,,,,
PreMu,pkh-170-63,dubi,"dunghill, garbage",,dubi,,"munda1968proto[p. 63, SEAlang record 170]",,Munda's reconstructed pre-Mundari reflex of pkh-170-63.,munda1968proto:R:c2.p170.i63,,,,
sa,pkh-235-68,dudmul,kind of bird,,dudmul,,"munda1968proto[p. 68, SEAlang record 235]",,Munda's Santali reflex of pkh-235-68.,munda1968proto:C:c1.p235.i68,,,,
PreMu,pkh-235-68,dudmul,kind of bird,,dudmul,,"munda1968proto[p. 68, SEAlang record 235]",,Munda's reconstructed pre-Mundari reflex of pkh-235-68.,munda1968proto:R:c2.p235.i68,,,,
sa,pkh-146-61,dul,to pour,,dul,,"munda1968proto[p. 61, SEAlang record 146]",,Munda's Santali reflex of pkh-146-61.,munda1968proto:C:c1.p146.i61,,,,
PreMu,pkh-146-61,dul,to pour,,dul,,"munda1968proto[p. 61, SEAlang record 146]",,Munda's reconstructed pre-Mundari reflex of pkh-146-61.,munda1968proto:R:c2.p146.i61,,,,
sa,pkh-170-63,dumhɛ,"dunghill, garbage",,dumhɛ,,"munda1968proto[p. 63, SEAlang record 170]",,Munda's Santali reflex of pkh-170-63.,munda1968proto:C:c1.p170.i63,,,,
sa,pkh-201-65,dundu,kind of bird,,dundu,,"munda1968proto[p. 65, SEAlang record 201]",,Munda's Santali reflex of pkh-201-65.,munda1968proto:C:c1.p201.i65,,,,
PreMu,pkh-201-65,dundu,kind of bird,,dundu,,"munda1968proto[p. 65, SEAlang record 201]",,Munda's reconstructed pre-Mundari reflex of pkh-201-65.,munda1968proto:R:c2.p201.i65,,,,
sa,pkh-238-68,dundur,obstinate,,dundur,,"munda1968proto[p. 68, SEAlang record 238]",,Munda's Santali reflex of pkh-238-68.,munda1968proto:C:c1.p238.i68,,,,
PreMu,pkh-238-68,dundur,obstinate,,dundur,,"munda1968proto[p. 68, SEAlang record 238]",,Munda's reconstructed pre-Mundari reflex of pkh-238-68.,munda1968proto:R:c2.p238.i68,,,,
PreMu,pkh-78-57,dupil,to carry on head,,dupil,,"munda1968proto[p. 57, SEAlang record 78]",,Munda's reconstructed pre-Mundari reflex of pkh-78-57.,munda1968proto:R:c2.p78.i57,,,,
PreMu,pkh-215-66,duɳuɟ,to spill,,duɳuɟ,,"munda1968proto[p. 66, SEAlang record 215]",,Munda's reconstructed pre-Mundari reflex of pkh-215-66.,munda1968proto:R:c2.p215.i66,,,,
PreMu,pkh-319-75,duʔ,to rescue,,duʔ,,"munda1968proto[p. 75, SEAlang record 319]",,Munda's reconstructed pre-Mundari reflex of pkh-319-75.,munda1968proto:R:c2.p319.i75,,,,
PKher,pkh-319-75,dùʔ,to rescue,,dùʔ,,"munda1968proto[p. 75, SEAlang record 319]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p319.i75,,,,
sa,pkh-215-66,dũɽuɟ,to spill,,dũɽuɟ,,"munda1968proto[p. 66, SEAlang record 215]",,Munda's Santali reflex of pkh-215-66.,munda1968proto:C:c1.p215.i66,,,,
sa,pkh-508-89,dɔ,emphatic,,dɔ,,"munda1968proto[p. 89, SEAlang record 508]",,Munda's Santali reflex of pkh-508-89.,munda1968proto:C:c1.p508.i89,,,,
PreMu,pkh-508-89,dɔ,emphatic,,dɔ,,"munda1968proto[p. 89, SEAlang record 508]",,Munda's reconstructed pre-Mundari reflex of pkh-508-89.,munda1968proto:R:c2.p508.i89,,,,
sa,pkh-603-96,dɔcɔd,beard,,dɔcɔd,,"munda1968proto[p. 96, SEAlang record 603]",,Munda's Santali reflex of pkh-603-96.,munda1968proto:C:c1.p603.i96,,,,
PreMu,pkh-603-96,dɔcɔd,beard,,dɔcɔd,,"munda1968proto[p. 96, SEAlang record 603]",,Munda's reconstructed pre-Mundari reflex of pkh-603-96.,munda1968proto:R:c2.p603.i96,,,,
sa,pkh-591-95,dɔhɔ,"to keep, place",,dɔhɔ,,"munda1968proto[p. 95, SEAlang record 591]",,Munda's Santali reflex of pkh-591-95.,munda1968proto:C:c1.p591.i95,,,,
PreMu,pkh-591-95,dɔhɔ,"to keep, place",,dɔhɔ,,"munda1968proto[p. 95, SEAlang record 591]",,Munda's reconstructed pre-Mundari reflex of pkh-591-95.,munda1968proto:R:c2.p591.i95,,,,
sa,pkh-384-80,dɛa,back,,dɛa,,"munda1968proto[p. 80, SEAlang record 384]",,Munda's Santali reflex of pkh-384-80.,munda1968proto:C:c1.p384.i80,,,,
PreMu,pkh-384-80,dɛa,back,,dɛa,,"munda1968proto[p. 80, SEAlang record 384]",,Munda's reconstructed pre-Mundari reflex of pkh-384-80.,munda1968proto:R:c2.p384.i80,,,,
sa,pkh-359-78,dɛɟ,to climb,,dɛɟ,,"munda1968proto[p. 78, SEAlang record 359]",,Munda's Santali reflex of pkh-359-78.,munda1968proto:C:c1.p359.i78,,,,
PreMu,pkh-359-78,dɛɟ,to climb,,dɛɟ,,"munda1968proto[p. 78, SEAlang record 359]",,Munda's reconstructed pre-Mundari reflex of pkh-359-78.,munda1968proto:R:c2.p359.i78,,,,
PKher,pkh-359-78,dɛɟ,to climb,,dɛɟ,,"munda1968proto[p. 78, SEAlang record 359]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p359.i78,,,,
sa,pkh-373-79,dɛɽ,to copulate,,dɛɽ,,"munda1968proto[p. 79, SEAlang record 373]",,Munda's Santali reflex of pkh-373-79.,munda1968proto:C:c1.p373.i79,,,,
PreMu,pkh-373-79,dɛɽɛ,to copulate,,dɛɽɛ,,"munda1968proto[p. 79, SEAlang record 373]",,Munda's reconstructed pre-Mundari reflex of pkh-373-79.,munda1968proto:R:c2.p373.i79,,,,
sa,pkh-307-73,erwel,younger brother/sister-in-law,,erwel,,"munda1968proto[p. 73, SEAlang record 307]",,Munda's Santali reflex of pkh-307-73.,munda1968proto:C:c1.p307.i73,,,,
sa,pkh-311-74,ewer,breeze,,ewer,,"munda1968proto[p. 74, SEAlang record 311]",,Munda's Santali reflex of pkh-311-74.,munda1968proto:C:c1.p311.i74,,,,
sa,pkh-771-109,h-an,that,,h-an,,"munda1968proto[p. 109, SEAlang record 771]",,Munda's Santali reflex of pkh-771-109.,munda1968proto:C:c1.p771.i109,,,,pron
PreMu,pkh-771-109,h-an,that,,h-an,,"munda1968proto[p. 109, SEAlang record 771]",,Munda's reconstructed pre-Mundari reflex of pkh-771-109.,munda1968proto:R:c2.p771.i109,,,,pron
sa,pkh-876-116,ha-ko,fish,,ha-ko,,"munda1968proto[p. 116, SEAlang record 876]",,Munda's Santali reflex of pkh-876-116.,munda1968proto:C:c1.p876.i116,,,,
sa,pkh-938-122,ha-pa-num,young girl,,ha-pa-num,,"munda1968proto[p. 122, SEAlang record 938]",,Munda's Santali reflex of pkh-938-122.,munda1968proto:C:c1.p938.i122,,,,
PreMu,pkh-938-122,ha-pa-num,young girl,,ha-pa-num,,"munda1968proto[p. 122, SEAlang record 938]",,Munda's reconstructed pre-Mundari reflex of pkh-938-122.,munda1968proto:R:c2.p938.i122,,,,
sa,pkh-990-125,ha-ɖa-b,to bite,,ha-ɖa-b,,"munda1968proto[p. 125, SEAlang record 990]",,Munda's Santali reflex of pkh-990-125.,munda1968proto:C:c1.p990.i125,,,,
PreMu,pkh-990-125,ha-ɖa-b,to bite,,ha-ɖa-b,,"munda1968proto[p. 125, SEAlang record 990]",,Munda's reconstructed pre-Mundari reflex of pkh-990-125.,munda1968proto:R:c2.p990.i125,,,,
sa,pkh-753-108,hab,to bite,,hab,,"munda1968proto[p. 108, SEAlang record 753]",,Munda's Santali reflex of pkh-753-108.,munda1968proto:C:c1.p753.i108,,,,
PreMu,pkh-753-108,hab,to bite,,hab,,"munda1968proto[p. 108, SEAlang record 753]",,Munda's reconstructed pre-Mundari reflex of pkh-753-108.,munda1968proto:R:c2.p753.i108,,,,
PreMu,pkh-104-58,habiɟ,until,,habiɟ,,"munda1968proto[p. 58, SEAlang record 104]",,Munda's reconstructed pre-Mundari reflex of pkh-104-58.,munda1968proto:R:c2.p104.i58,,,,adv
PreMu,pkh-104-58,hamiɟ,until,,hamiɟ,,"munda1968proto[p. 58, SEAlang record 104]",,Munda's reconstructed pre-Mundari reflex of pkh-104-58.,munda1968proto:R:c2.p104.i58:v2,munda1968proto:R:c2.p104.i58,,,adv
sa,pkh-104-58,habiɟ,until,,habiɟ,,"munda1968proto[p. 58, SEAlang record 104]",,Munda's Santali reflex of pkh-104-58.,munda1968proto:C:c1.p104.i58,,,,adv
PreMu,pkh-876-116,hai-kɔ,fish,,hai-kɔ,,"munda1968proto[p. 116, SEAlang record 876]",,Munda's reconstructed pre-Mundari reflex of pkh-876-116.,munda1968proto:R:c2.p876.i116,,,,
sa,pkh-960-123,haja,greed,,haja,,"munda1968proto[p. 123, SEAlang record 960]",,Munda's Santali reflex of pkh-960-123.,munda1968proto:C:c1.p960.i123,,,,
PreMu,pkh-960-123,haja,greed,,haja,,"munda1968proto[p. 123, SEAlang record 960]",,Munda's reconstructed pre-Mundari reflex of pkh-960-123.,munda1968proto:R:c2.p960.i123,,,,
PreMu,pkh-948-122,haka,to hang,,haka,,"munda1968proto[p. 122, SEAlang record 948]",,Munda's reconstructed pre-Mundari reflex of pkh-948-122.,munda1968proto:R:c2.p948.i122,,,,
PreMu,pkh-958-123,hal,to repay,,hal,,"munda1968proto[p. 123, SEAlang record 958]",,Munda's reconstructed pre-Mundari reflex of pkh-958-123.,munda1968proto:R:c2.p958.i123,,,,
sa,pkh-958-123,hala,to repay,,hala,,"munda1968proto[p. 123, SEAlang record 958]",,Munda's Santali reflex of pkh-958-123.,munda1968proto:C:c1.p958.i123,,,,
sa,pkh-1030-128,halaŋ,to pick up,,halaŋ,,"munda1968proto[p. 128, SEAlang record 1030]",,Munda's Santali reflex of pkh-1030-128.,munda1968proto:C:c1.p1030.i128,,,,
PreMu,pkh-1030-128,halaŋ,to pick up,,halaŋ,,"munda1968proto[p. 128, SEAlang record 1030]",,Munda's reconstructed pre-Mundari reflex of pkh-1030-128.,munda1968proto:R:c2.p1030.i128,,,,
PreMu,pkh-731-106,halu,to scoop,,halu,,"munda1968proto[p. 106, SEAlang record 731]",,Munda's reconstructed pre-Mundari reflex of pkh-731-106.,munda1968proto:R:c2.p731.i106,,,,
sa,pkh-731-106,halɔ,to scoop,,halɔ,,"munda1968proto[p. 106, SEAlang record 731]",,Munda's Santali reflex of pkh-731-106.,munda1968proto:C:c1.p731.i106,,,,
sa,pkh-487-88,halɛ,halo,,halɛ,,"munda1968proto[p. 88, SEAlang record 487]",,Munda's Santali reflex of pkh-487-88.,munda1968proto:C:c1.p487.i88,,,,
PreMu,pkh-487-88,halɛ,halo,,halɛ,,"munda1968proto[p. 88, SEAlang record 487]",,Munda's reconstructed pre-Mundari reflex of pkh-487-88.,munda1968proto:R:c2.p487.i88,,,,
sa,pkh-1041-128,hamal,heavy,,hamal,,"munda1968proto[p. 128, SEAlang record 1041]",,Munda's Santali reflex of pkh-1041-128.,munda1968proto:C:c1.p1041.i128,,,,
PreMu,pkh-1041-128,hambal,heavy,,hambal,,"munda1968proto[p. 128, SEAlang record 1041]",,Munda's reconstructed pre-Mundari reflex of pkh-1041-128.,munda1968proto:R:c2.p1041.i128,,,,
sa,pkh-269-70,hambud,to embrace,,hambud,,"munda1968proto[p. 70, SEAlang record 269]",,Munda's Santali reflex of pkh-269-70.,munda1968proto:C:c1.p269.i70,,,,
PreMu,pkh-269-70,hambud,to embrace,,hambud,,"munda1968proto[p. 70, SEAlang record 269]",,Munda's reconstructed pre-Mundari reflex of pkh-269-70.,munda1968proto:R:c2.p269.i70,,,,
sa,pkh-273-71,hambuɟ,sunken,,hambuɟ,,"munda1968proto[p. 71, SEAlang record 273]",,Munda's Santali reflex of pkh-273-71.,munda1968proto:C:c1.p273.i71,,,,
PreMu,pkh-273-71,hambuɟ,sunken,,hambuɟ,,"munda1968proto[p. 71, SEAlang record 273]",,Munda's reconstructed pre-Mundari reflex of pkh-273-71.,munda1968proto:R:c2.p273.i71,,,,
PreMu,pkh-1051-129,hantaɽ,"to finish, already",,hantaɽ,,"munda1968proto[p. 129, SEAlang record 1051]",,Munda's reconstructed pre-Mundari reflex of pkh-1051-129.,munda1968proto:R:c2.p1051.i129,,,,
sa,pkh-936-122,hapuʔ,kind of bird,,hapuʔ,,"munda1968proto[p. 122, SEAlang record 936]",,Munda's Santali reflex of pkh-936-122.,munda1968proto:C:c1.p936.i122,,,,
PreMu,pkh-936-122,hapuʔ,kind of bird,,hapuʔ,,"munda1968proto[p. 122, SEAlang record 936]",,Munda's reconstructed pre-Mundari reflex of pkh-936-122.,munda1968proto:R:c2.p936.i122,,,,
PreMu,pkh-488-88,hapɛ,quiet,,hapɛ,,"munda1968proto[p. 88, SEAlang record 488]",,Munda's reconstructed pre-Mundari reflex of pkh-488-88.,munda1968proto:R:c2.p488.i88,,,,
PreMu,pkh-488-88,hapa,quiet,,hapa,,"munda1968proto[p. 88, SEAlang record 488]",,Munda's reconstructed pre-Mundari reflex of pkh-488-88.,munda1968proto:R:c2.p488.i88:v2,munda1968proto:R:c2.p488.i88,,,
sa,pkh-488-88,hapɛ,quiet,,hapɛ,,"munda1968proto[p. 88, SEAlang record 488]",,Munda's Santali reflex of pkh-488-88.,munda1968proto:C:c1.p488.i88,,,,
sa,pkh-991-125,harab,to satiate,,harab,,"munda1968proto[p. 125, SEAlang record 991]",,Munda's Santali reflex of pkh-991-125.,munda1968proto:C:c1.p991.i125,,,,
sa,pkh-265-70,harub,to cover,,harub,,"munda1968proto[p. 70, SEAlang record 265]",,Munda's Santali reflex of pkh-265-70.,munda1968proto:C:c1.p265.i70,,,,
PreMu,pkh-265-70,harub,to cover,,harub,,"munda1968proto[p. 70, SEAlang record 265]",,Munda's reconstructed pre-Mundari reflex of pkh-265-70.,munda1968proto:R:c2.p265.i70,,,,
PreMu,pkh-991-125,harɔb,to satiate,,harɔb,,"munda1968proto[p. 125, SEAlang record 991]",,Munda's reconstructed pre-Mundari reflex of pkh-991-125.,munda1968proto:R:c2.p991.i125,,,,
sa,pkh-959-123,hasa,soil,,hasa,,"munda1968proto[p. 123, SEAlang record 959]",,Munda's Santali reflex of pkh-959-123.,munda1968proto:C:c1.p959.i123,,,,
PreMu,pkh-959-123,hasa,soil,,hasa,,"munda1968proto[p. 123, SEAlang record 959]",,Munda's reconstructed pre-Mundari reflex of pkh-959-123.,munda1968proto:R:c2.p959.i123,,,,
PreMu,pkh-733-106,hasu,"pain, fever",,hasu,,"munda1968proto[p. 106, SEAlang record 733]",,Munda's reconstructed pre-Mundari reflex of pkh-733-106.,munda1968proto:R:c2.p733.i106,,,,
sa,pkh-285-72,hasur,"to set (of the sun, moon)",,hasur,,"munda1968proto[p. 72, SEAlang record 285]",,Munda's Santali reflex of pkh-285-72.,munda1968proto:C:c1.p285.i72,,,,
PreMu,pkh-285-72,hasur,"to set (of the sun, moon)",,hasur,,"munda1968proto[p. 72, SEAlang record 285]",,Munda's reconstructed pre-Mundari reflex of pkh-285-72.,munda1968proto:R:c2.p285.i72,,,,
PreMu,pkh-736-107,hasuɽ,to stop raining,,hasuɽ,,"munda1968proto[p. 107, SEAlang record 736]",,Munda's reconstructed pre-Mundari reflex of pkh-736-107.,munda1968proto:R:c2.p736.i107,,,,
sa,pkh-733-106,hasɔ,"pain, fever",,hasɔ,,"munda1968proto[p. 106, SEAlang record 733]",,Munda's Santali reflex of pkh-733-106.,munda1968proto:C:c1.p733.i106,,,,
sa,pkh-1031-128,hataŋ,brain,,hataŋ,,"munda1968proto[p. 128, SEAlang record 1031]",,Munda's Santali reflex of pkh-1031-128.,munda1968proto:C:c1.p1031.i128,,,,
PreMu,pkh-1031-128,hataŋ,brain,,hataŋ,,"munda1968proto[p. 128, SEAlang record 1031]",,Munda's reconstructed pre-Mundari reflex of pkh-1031-128.,munda1968proto:R:c2.p1031.i128,,,,
sa,pkh-1051-129,hataɽ,"to finish, already",,hataɽ,,"munda1968proto[p. 129, SEAlang record 1051]",,Munda's Santali reflex of pkh-1051-129.,munda1968proto:C:c1.p1051.i129,,,,
sa,pkh-1005-126,hatlaʔ,armpit,,hatlaʔ,,"munda1968proto[p. 126, SEAlang record 1005]",,Munda's Santali reflex of pkh-1005-126.,munda1968proto:C:c1.p1005.i126,,,,
PreMu,pkh-1005-126,hatlaʔ,armpit,,hatlaʔ,,"munda1968proto[p. 126, SEAlang record 1005]",,Munda's reconstructed pre-Mundari reflex of pkh-1005-126.,munda1968proto:R:c2.p1005.i126,,,,
sa,pkh-662-101,hatɔm,aunt,,hatɔm,,"munda1968proto[p. 101, SEAlang record 662]",,Munda's Santali reflex of pkh-662-101.,munda1968proto:C:c1.p662.i101,,,,
PreMu,pkh-662-101,hatɔm,aunt,,hatɔm,,"munda1968proto[p. 101, SEAlang record 662]",,Munda's reconstructed pre-Mundari reflex of pkh-662-101.,munda1968proto:R:c2.p662.i101,,,,
PreMu,pkh-732-106,hau,red ant,,hau,,"munda1968proto[p. 106, SEAlang record 732]",,Munda's reconstructed pre-Mundari reflex of pkh-732-106.,munda1968proto:R:c2.p732.i106,,,,
sa,pkh-732-106,haɔ,red ant,,haɔ,,"munda1968proto[p. 106, SEAlang record 732]",,Munda's Santali reflex of pkh-732-106.,munda1968proto:C:c1.p732.i106,,,,
sa,pkh-739-107,haɖɔpaʔ,quiet (person),,haɖɔpaʔ,,"munda1968proto[p. 107, SEAlang record 739]",,Munda's Santali reflex of pkh-739-107.,munda1968proto:C:c1.p739.i107,,,,
PreMu,pkh-650-100,haɖɔʔ,connective (and),,haɖɔʔ,,"munda1968proto[p. 100, SEAlang record 650]",,Munda's reconstructed pre-Mundari reflex of pkh-650-100.,munda1968proto:R:c2.p650.i100,,,,
PreMu,pkh-650-100,ɔɖɔʔ,connective (and),,ɔɖɔʔ,,"munda1968proto[p. 100, SEAlang record 650]",,Munda's reconstructed pre-Mundari reflex of pkh-650-100.,munda1968proto:R:c2.p650.i100:v2,munda1968proto:R:c2.p650.i100,,,
