Goj,,dʒhɑn,body,,dʒhɑn,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 42, printed p. 34, item 1, list UDH]",,,sileasterngujari2023:p042:i001:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,bɛʈki,girl,,bɛʈki,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list UDH]",,,sileasterngujari2023:p061:i116:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list JAM]",,,sileasterngujari2023:p061:i116:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list CHA]",,,sileasterngujari2023:p061:i116:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list RAM]",,,sileasterngujari2023:p061:i116:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list NAL]",,,sileasterngujari2023:p061:i116:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list DEH]",,,sileasterngujari2023:p061:i116:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list KOT]",,,sileasterngujari2023:p061:i116:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kuɽi,girl,,kuɽi,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 116, list HAL]",,,sileasterngujari2023:p061:i116:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,dɪn,day,,dɪn,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list UDH]",,,sileasterngujari2023:p061:i117:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dejɑɽi,day,,dejɑɽi,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list JAM]",,,sileasterngujari2023:p061:i117:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,tejɑɽi,day,,tejɑɽi,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list CHA]",,,sileasterngujari2023:p061:i117:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,tejɑɽi,day,,tejɑɽi,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list RAM]",,,sileasterngujari2023:p061:i117:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,dejɑɽi,day,,dejɑɽi,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list NAL]",,,sileasterngujari2023:p061:i117:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dejɑɽi,day,,dejɑɽi,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list DEH]",,,sileasterngujari2023:p061:i117:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,dejɑɽi,day,,dejɑɽi,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list KOT]",,,sileasterngujari2023:p061:i117:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,dejɑɽi,day,,dejɑɽi,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 117, list HAL]",,,sileasterngujari2023:p061:i117:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list UDH]",,,sileasterngujari2023:p061:i118:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list JAM]",,,sileasterngujari2023:p061:i118:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list CHA]",,,sileasterngujari2023:p061:i118:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list RAM]",,,sileasterngujari2023:p061:i118:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list NAL]",,,sileasterngujari2023:p061:i118:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list DEH]",,,sileasterngujari2023:p061:i118:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list KOT]",,,sileasterngujari2023:p061:i118:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ɾɑt,night,,ɾɑt,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 118, list HAL]",,,sileasterngujari2023:p061:i118:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,nɪkilo,morning,,nɪkilo,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list UDH]",,,sileasterngujari2023:p061:i119:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,sʌʋeɾe,morning,,sʌʋeɾe,source lexical-similarity group 4; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list JAM]",,,sileasterngujari2023:p061:i119:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,nɪkilo,morning,,nɪkilo,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list CHA]",,,sileasterngujari2023:p061:i119:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,bʌɽʌ peɾ,morning,,bʌɽʌ peɾ,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list RAM]",,,sileasterngujari2023:p061:i119:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,bʌɽʌ peɾ,morning,,bʌɽʌ peɾ,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list NAL]",,,sileasterngujari2023:p061:i119:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,bʌɽʌ peɾ,morning,,bʌɽʌ peɾ,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list DEH]",,,sileasterngujari2023:p061:i119:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,bʌɽʌ peɾ,morning,,bʌɽʌ peɾ,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list KOT]",,,sileasterngujari2023:p061:i119:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,bʌɽʌ peɾ,morning,,bʌɽʌ peɾ,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 119, list HAL]",,,sileasterngujari2023:p061:i119:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,peiʃi,noon,,peiʃi,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list UDH]",,,sileasterngujari2023:p061:i120:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dʊpɛɾ,noon,,dʊpɛɾ,source lexical-similarity group 2; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list UDH]",,,sileasterngujari2023:p061:i120:UDH:a2,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dʊpɛɾ,noon,,dʊpɛɾ,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list JAM]",,,sileasterngujari2023:p061:i120:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,dejɑɽi,noon,,dejɑɽi,source lexical-similarity group 3; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list JAM]",,,sileasterngujari2023:p061:i120:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,dupæɾ,noon,,dupæɾ,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list CHA]",,,sileasterngujari2023:p061:i120:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,dɛpɛɾ,noon,,dɛpɛɾ,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list RAM]",,,sileasterngujari2023:p061:i120:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,dɛpɛɾ,noon,,dɛpɛɾ,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list NAL]",,,sileasterngujari2023:p061:i120:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dejɑɽi,noon,,dejɑɽi,source lexical-similarity group 3; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list NAL]",,,sileasterngujari2023:p061:i120:NAL:a2,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dopeɽɑ,noon,,dopeɽɑ,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list DEH]",,,sileasterngujari2023:p061:i120:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,dopeɽɑ,noon,,dopeɽɑ,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list KOT]",,,sileasterngujari2023:p061:i120:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,dʊpɛɾ,noon,,dʊpɛɾ,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list HAL]",,,sileasterngujari2023:p061:i120:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,dejɑɽi,noon,,dejɑɽi,source lexical-similarity group 3; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 61, printed p. 53, item 120, list HAL]",,,sileasterngujari2023:p061:i120:HAL:a2,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,nʌmɑʃʌ̃,evening/afternoon,,nʌmɑʃʌ̃,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list UDH]",,,sileasterngujari2023:p062:i121:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʃɑm,evening/afternoon,,ʃɑm,source lexical-similarity group 3; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list JAM]",,,sileasterngujari2023:p062:i121:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,nwɑsɛ̃,evening/afternoon,,nwɑsɛ̃,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list CHA]",,,sileasterngujari2023:p062:i121:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,nwɑsɑ̃,evening/afternoon,,nwɑsɑ̃,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list RAM]",,,sileasterngujari2023:p062:i121:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,nwɑsɔ̃,evening/afternoon,,nwɑsɔ̃,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list NAL]",,,sileasterngujari2023:p062:i121:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,nɔsɑ,evening/afternoon,,nɔsɑ,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list DEH]",,,sileasterngujari2023:p062:i121:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,nwɑsɑ̃,evening/afternoon,,nwɑsɑ̃,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list KOT]",,,sileasterngujari2023:p062:i121:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,nwɑsɑ̃,evening/afternoon,,nwɑsɑ̃,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 121, list HAL]",,,sileasterngujari2023:p062:i121:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,dinʌ,yesterday,,dinʌ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list UDH]",,,sileasterngujari2023:p062:i122:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list UDH]",,,sileasterngujari2023:p062:i122:UDH:a2,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list JAM]",,,sileasterngujari2023:p062:i122:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list CHA]",,,sileasterngujari2023:p062:i122:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list RAM]",,,sileasterngujari2023:p062:i122:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list NAL]",,,sileasterngujari2023:p062:i122:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list DEH]",,,sileasterngujari2023:p062:i122:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list KOT]",,,sileasterngujari2023:p062:i122:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kʌl,yesterday,,kʌl,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 122, list HAL]",,,sileasterngujari2023:p062:i122:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ɑdʒ,today,,ɑdʒ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list UDH]",,,sileasterngujari2023:p062:i123:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʌdʒ,today,,ʌdʒ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list JAM]",,,sileasterngujari2023:p062:i123:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ɑdʒ,today,,ɑdʒ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list CHA]",,,sileasterngujari2023:p062:i123:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ʌdʒ,today,,ʌdʒ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list RAM]",,,sileasterngujari2023:p062:i123:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ʌdʒ,today,,ʌdʒ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list NAL]",,,sileasterngujari2023:p062:i123:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ɑdʒ,today,,ɑdʒ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list DEH]",,,sileasterngujari2023:p062:i123:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ɑdʒ,today,,ɑdʒ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list KOT]",,,sileasterngujari2023:p062:i123:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ʌdʒ,today,,ʌdʒ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 123, list HAL]",,,sileasterngujari2023:p062:i123:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,dinʌ,tomorrow,,dinʌ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 124, list UDH]",,,sileasterngujari2023:p062:i124:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌl,tomorrow,,kʌl,source lexical-similarity group 2; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 124, list UDH]",,,sileasterngujari2023:p062:i124:UDH:a2,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kʌl,tomorrow,,kʌl,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 124, list JAM]",,,sileasterngujari2023:p062:i124:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kʌl,tomorrow,,kʌl,source lexical-similarity group 2; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 62, printed p. 54, item 124, list CHA]",,,sileasterngujari2023:p062:i124:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
