nis,n2037,-letr,reaping time,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n2037,letra-,harvest; reap,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n2039,ř′ov,millet (Panicum mileaceum),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2039,ř′oa,millet (Panicum mileaceum),,,,strand,,,,,,,noun dialect:Kamviri
nis,n2039,lâv,millet [generic],,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n2039,lâv,crop,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n2044,ürǰuk,light; dawn,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n2044,yürǰük,light; dawn,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2044,ř′uč,light,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2044,ř′uč,light,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n2044,ẓ′oć,light,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sanu,n2044,ẓoćk′âː,in the morning,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2044,vṛuč,dawn,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n2047,luč′a-,"appear, come out [sun]",,,[+],strand,,,,,,,verb intr dialect:Kamviri
sec,n2049,žu mugdâ,deodar cedar,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2049,ř′u,deodar cedar,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2049,ř′u_kâno,deodar cedar,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n2049,ẓoː kând′a,deodar cedar,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2049,vṛo,deodar cedar,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n2049,J̣′o,deodar cedar,,,,morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
Kam,n2050,řuv′o,pine needle,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n2050,ẓoːv′a,pine needle,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
usut,n2055,l′očo,vulture; kite,,,[+; confused with or derived from T. 11144 lop-tr̥- ‘*robber; kind of bird’],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n2055,l′uč,vulture; kite,,,[+; confused with or derived from T. 11144 lop-tr̥- ‘*robber; kind of bird’],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n2055,lutr′a,vulture,,,[+; confused with or derived from T. 11144 lop-tr̥- ‘*robber; kind of bird’],strand,,,,,,,noun dialect:Kamviri
Kam,n2055,lutr′a,carrion,,,[+; confused with or derived from T. 11144 lop-tr̥- ‘*robber; kind of bird’],strand,,,,,,,noun dialect:Kamviri
nis,n2055,lutra,carrion eater,,,[+; confused with or derived from T. 11144 lop-tr̥- ‘*robber; kind of bird’],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,11044.3,lik′a-,"bulge out (prior to falling apart or crumbling) [wall, structure, etc.]",,,[+],strand,,,,,,,verb intr dialect:Kamviri
ktivi,n2059,l′uka,light (weight),,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n2059,l′uka,light (weight),,,,strand,,,,,,,adj dialect:Kamviri
Kam,n2062,lâr′oa-,lead [someone] into an ambush,,,"[++; *rd > Nur. r, IA ḍ?]",strand,,,,,,,verb tr dialect:Kamviri
Kam,11116,lil′ik,fresh,,,[+; cf. T. 11071.3 *lella- ‘defective’],strand,,,,,,,adj dialect:Kamviri
Kam,n2065,vâll′â-,speak,,,[+],strand,,,,,,,verb intr dialect:Kamviri
Kam,n2066,vil′â-,tell; recite; read,,,,strand,,,,,,,verb tr dialect:Kamviri
nis,n2069,alâ,language,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n2073,âlm′e-,dangle,,,[+],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n2073,ulm′a-,dangle,,,[+],strand,,,,,,,verb intr dialect:Kamviri
nis,n2073,uluma-,dangle,,,[+],strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n2076,ulumâ-,hang,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n2078,ulb′ok,earring,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n2078,vurb′ok,earring,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2080,ř′um,lap of a dress or shirt,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2080,ř′um,lap of a dress or shirt,,,[+],strand,,,,,,,noun dialect:Kamviri
Kam,n2082,âl′am,lengthwise thread of conical basket,,,[+],strand,,,,,,,noun f dialect:Kamviri
ktivi,n2085,lam′ař,thin; narrow,,,[+; cf. Latin lâmina ‘thin plate’?],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n2085,lâm′ař,thin; narrow,,,[+; cf. Latin lâmina ‘thin plate’?],strand,,,,,,,adj dialect:Kamviri
nis,n2085,lamaṇa,thin (cylindrical thing; antonym: karaṭa),,,[+; cf. Latin lâmina ‘thin plate’?],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n2088,l′uŋ,arthritis,,,[+; with vriddhi?],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2088,lâŋš′ül břâźa,rheumatism,,,[+; with vriddhi?],strand,,,,,,,noun dialect:Kamviri
Kam,n2088,l′oŋ,arthritis,,,[+; with vriddhi?],strand,,,,,,,noun dialect:Kamviri
ktivi,n2089,l′ui kuṇ,blood-vessel,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2089,l′ui_koṇ,blood-vessel,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n2089,lauk′âːṇ,blood-vessel,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n2090,l′uṭ,paper money,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n2091,l′üṭ,young man,,,[+],strand,,,,,,,noun dialect:Kamviri
sanu,n2091,l′uːṭ,young man,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2091,lüṭ,young man,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,11080.1,vulař′e-,"become mushy, soft",,,[+; with prefix],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,11080.1,ul′ařa-,"become mushy, soft",,,[+; with prefix],strand,,,,,,,verb intr dialect:Kamviri
Kam,11072.5,l′üŋ,newly sprouted ′üs,,,[+],strand,,,,,,,noun dialect:Kamviri
Kam,11080.3,luṇ′a-,be wounded from a fall,,,[+],strand,,,,,,,verb intr dialect:Kamviri
ktivi,n2095,i′uv,louse,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2095,′ü,louse,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n2095,v′uː,louse,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2095,iü,louse,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n2096,luṣ′e-,burn; smolder,,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n2096,luṣ′a-,burn; smolder,,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n2096,loːṣ-ie-,burn,,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
usut,11119,-lug,,,,[+],buddruss,,,,,,,num dialect:Prasun%3A%20Usut
Kam,n2097,l′uř,loom,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n2097,l′oṛ,loom,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n2100,â-,,,,,strand,,,,,,,noun dialect:Kamviri
usut,n2103,nâ,not,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n2103,nâ,not,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2103,na,not; un-,,,[+],strand,,,,,,,part neg dialect:Katavari%3A%20Ktivi
Kam,n2103,n′â,not; un-,,,[+],strand,,,,,,,noun dialect:Kamviri
nis,n2103,na,not; un-,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n2104,ne,,,,,strand,,,,,,,part emph dialect:Kamviri
ktivi,n2108,n′âi,"no; or [negative contrastive conjunction, unstressed]",,,[+],strand,,,,,,,interj dialect:Katavari%3A%20Ktivi
Kam,n2108,n′â˜i,"no; or [negative contrastive conjunction, unstressed]",,,[+],strand,,,,,,,interj dialect:Kamviri noun
Kam,n2108,n′â˜i,"no; or [negative contrastive conjunction, unstressed]",,,[+],strand,,,,,,,interj dialect:Kamviri noun
nis,n2108,ne,no,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n2111,-˜,,,,[+],strand,,,,,,,dir dialect:Kamviri
ktivi,n2113,-na-,,,,[+],strand,,,,,,,suffix dialect:Katavari%3A%20Ktivi
Kam,n2113,-na-,,,,[+],strand,,,,,,,suffix dialect:Kamviri
ktivi,n2116,-ř,,,,[+],strand,,,,,,,spatial dialect:Katavari%3A%20Ktivi
Kam,n2117,-ň,,,,[+],strand,,,,,,,spatial dialect:Kamviri
sec,n2118,-nâ,from,,,[+],morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Sec
Kam,n2120,-ea˜,,,,,strand,,,,,,,spatial dialect:Kamviri
Kam,n2120,-ea˜,,,,,strand,,,,,,,spatial dialect:Kamviri
Kam,n2120,-ea˜,,,,,strand,,,,,,,spatial dialect:Kamviri
ktivi,n2123,-u,,,,[< PAr. - ân-âm [genitive plural suffix]],strand,,,,,,,num dialect:Katavari%3A%20Ktivi spatial
ktivi,n2123,-u,,,,[< PAr. -ân-âm [genitive plural suffix]],strand,,,,,,,num dialect:Katavari%3A%20Ktivi spatial
Kam,n2123,-a˜,,,,[< PAr. -ân-âm [genitive plural suffix]],strand,,,,,,,spatial dialect:Kamviri
Kam,n2123,-a˜,,,,[< PAr. -ân-âm [genitive plural suffix]],strand,,,,,,,spatial dialect:Kamviri
Kam,n2123,-oa˜,,,,[< PAr. -ân-âm [genitive plural suffix]],strand,,,,,,,spatial dialect:Kamviri
nis,n2123,-˜,,,,[< PAr. -ân- âm [genitive plural suffix]],strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n2125,′âse˜,we; us [nominative/oblique],,,[as-m′â- > as-′â- > as-a- > âs-a-],morgenstierne,,,,,,,pron pl dialect:Prasun%3A%20Sec
sec,n2125,âs,our,,,[as-m′â- > as-a- > as- > âs-],morgenstierne,,,,,,,pron pl dialect:Prasun%3A%20Sec
supu,n2125,es,our,,,[as-m′â- > as-a- > as- > âs-],strand,,,,,,,pron pl dialect:Prasun%3A%20Supu
ktivi,n2125,im′u,we; us [nominative/possessive/oblique],,,[as-m′â- > aš-m′â > iš-m′â > i-m′â > im′o > im′u],strand,,,,,,,pron pl dialect:Katavari%3A%20Ktivi
Kam,n2125,im′o,we [nominative/possessive],,,[as-m′â- > aš-m′â > iš-m′â > i-m′â > im′o],strand,,,,,,,pron pl dialect:Kamviri
Kam,n2125,-mo,we [Conceptual Verbal Subject suffix],,,[as-m′â- > aš-m′â > iš-m′â > i-m′â > im′o],strand,,,,,,,pron pl dialect:Kamviri
sanu,n2125,′ima,we; us [nominative/possessive/oblique],,,[as-m′â- > aš-m′â > iš-m′a > i-ma],strand,,,,,,,pron pl dialect:Ashkun%3A%20Sanu
vagal,n2125,iama,we; us,,,[as-m′â- > aš-m′â > iš-m′a > i-m′a > iama],strand,,,,,,,pron pl dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n2125,iama,we,,,[as-m′â- > aš-m′â > iš-m′a > i-m′a > iama],strand,,,,,,,pron pl dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n2125,ämi,we,,,[as-m′â- > aš-m′â > iš-m′a > i-m′a > iama > ä-mi],strand,,,,,,,pron pl dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n2125,äme,us [oblique],,,[as-m′â- > aš-m′â > iš-m′a > i-m′a > iama > ä-mi-],strand,,,,,,,pron pl dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n2125,žâm′â,our,,,[as-m′â- > aš-m′â > iš-m′a > i-m′a > iama > žâma-],morgenstierne,,,,,,,pron pl dialect:Tregami%3A%20Gambir
usut,n2128,-on/-an,you [plural] [Imperative Verbal Subject suffix],,,,buddruss,,,,,,,pron pl dialect:Prasun%3A%20Usut
usut,n2128,-n,you [plural] [Immediate Verbal Subject suffix],,,,buddruss,,,,,,,pron pl dialect:Prasun%3A%20Usut
ktivi,n2128,-ř,you [plural] [Verbal Subject suffix],,,,strand,,,,,,,pron pl dialect:Katavari%3A%20Ktivi
Kam,n2128,-ň,you [plural] [Verbal Subject suffix],,,,strand,,,,,,,pron pl dialect:Kamviri
Kam,n2131,-ta,they [Verbal Subject suffix],,,,strand,,,,,,,pron pl dialect:Kamviri
vagal,n2131,-t,they [Verbal Subject suffix],,,,strand,,,,,,,pron pl dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n2131,-ṭ,they [Verbal Subject suffix],,,[ṭ < ?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n2131,-t,they [Verbal Subject suffix],,,[why no nasal?],strand,,,,,,,pron pl dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n2131,-˜t,they [Verbal Subject suffix],,,[+],morgenstierne,,,,,,,pron pl dialect:Tregami%3A%20Gambir
sanu,n2132,-n,they [Verbal Subject suffix],,,,strand,,,,,,,pron pl dialect:Ashkun%3A%20Sanu
usut,n2134,-st,they [Immediate-Mode Verbal Subject suffix],,,,buddruss,,,,,,,pron pl dialect:Prasun%3A%20Usut
ktivi,n2134,-st,they [Verbal Subject suffix],,,,strand,,,,,,,pron pl dialect:Katavari%3A%20Ktivi
Kam,n2137,-ňa-,,,,[+],strand,,,,,,,suffix dialect:Kamviri
sanu,n2139,-ň-,,,,,strand,,,,,,,suffix dialect:Ashkun%3A%20Sanu
ktivi,n2140,-na-,,,,"[+; *-a˜t- > *-a-˜da- [> Kâmkata -a-na] is a regional IA characteristic, probably borrowed from Pašaī via Aṣkuňu into Kâmviri and Western Kâtaviri]",strand,,,,,,,suffix dialect:Katavari%3A%20Ktivi
Kam,n2140,-na-,,,,"[+; *-a˜t- > *-a-˜da- [> Kâmkata -a-na] is a regional IA characteristic, probably borrowed from Pašaī via Aṣkuňu into Kâmviri and Western Kâtaviri; the progressive form in Eastern Kâtaviri retains the characteristic Kâmkata loss of nasalization before voiceless stops: *-a-˜ta- > -a-ta-]",strand,,,,,,,suffix dialect:Kamviri
usut,n2143,atr′e,entrails,,,[cf. Pok. 311 en-ter ‘between; inner’],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
ktivi,n2143,âtr′avâi,guts,,,[cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,noun pl dialect:Katavari%3A%20Ktivi
Kam,n2143,âtr′apsta,guts,,,[cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,noun pl dialect:Kamviri
nis,n2143,atare˜,guts,,,[cf. Pok. 311 en-ter ‘between; inner’],strand,,,,,,,noun pl dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n2147,âli,heaven,,,,morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Sec
sanu,n2150,d′i-,go,,,,strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
nis,n2150,di-,go,,,,strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n2154,li-,straight up,,,,buddruss,,,,,,,dir dialect:Prasun%3A%20Usut
sec,n2154,l′ir,above,,,,morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Sec
sec,n2154,l′ipaṭik,high above,,,,morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Sec
sec,n2154,al′erâ,above; on top,,,,morgenstierne,,,,,,,spatial dialect:Prasun%3A%20Sec
usut,n2157,n-,downriver,,,,buddruss,,,,,,,dir dialect:Prasun%3A%20Usut
ktivi,n2157,n′i,"down (in the direction of gravitational flow; e.g., downstream; toward the door inside a house)",,,[+],strand,,,,,,,dir dialect:Katavari%3A%20Ktivi
Kam,n2157,n′i,"down (in the direction of gravitational flow; e.g., downstream; toward the door inside a house)",,,[+],strand,,,,,,,dir dialect:Kamviri
Kam,6924,nâŋ′ar,a village on the west bank of the Chitral River: n′aǧar,,,,strand,,,,,,,spatial dialect:Kamviri
Kam,n2158,nâṭ′ü,"conquered, defeated",,,[+; whence â?],strand,,,,,,,adj dialect:Kamviri
nis,n2158,nâṭü,"conquered, defeated",,,[+; whence â?],strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,6936.1,nâř′ü_gü,kind of bamboo,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n2159,ni·s′ot ku-,advise,,,,strand,,,,,,,verb tr dialect:Kamviri
usut,n2163,nâs,nose,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n2163,nes,nose,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2163,n′us,"boulder, large rock",,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2163,n′os,"boulder, large rock",,,[+],strand,,,,,,,noun dialect:Kamviri
nis,n2163,nâs,nose,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n2163,anâs,outcropping (“nose”),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n2163,n′âs,nose,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
ktivi,n2165,nâs′uř,nose,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2165,nâs′uř,nose,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n2168,nâtk′ui,nose pin,,,[+; < IA.],strand,,,,,,,noun dialect:Kamviri
Kam,n2169,nâs′avor,snuff,,,,strand,,,,,,,noun dialect:Kamviri
usut,n2173,′âṇâ,"Oh, Mother!",,,,lentz,,,,,,,interj dialect:Prasun%3A%20Usut
usut,n2173,ânn′â:,Mother!,,,,strand,,,,,,,noun f dialect:Prasun%3A%20Usut
usut,n2174,n′ân,mother,,,,strand,,,,,,,noun f dialect:Prasun%3A%20Usut
sec,n2174,nân,mother; wife's mother,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
supu,n2174,n′ân,mother,,,,strand,,,,,,,noun f dialect:Prasun%3A%20Supu
ktivi,n2175,nân′i,sister of a mother or father,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2175,nân′i,any mother's clanswoman of her own generation [normally not used; Kât′aviri term],,,,strand,,,,,,,noun f dialect:Kamviri
ktivi,n2178,n′u,mother,,,[derivatives and compounds built on stem *noň- < vriddhi form *nâna-],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2178,n′ua,mother,,,[derivatives and compounds built on stem *noň- < vriddhi form *nâna-],strand,,,,,,,noun f dialect:Kamviri
ktivi,n2179,nâvḍ′an,shin,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2179,n′u_âṭi,shin,,,,strand,,,,,,,noun dialect:Kamviri
nis,n2179,nüṛek,shin,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
zumu,7003,v′ie˜,buttermilk,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
sec,7003,y′i˜,buttermilk,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
zumu,n2180,n′udux,butter,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
sec,n2180,n′onduk,butter,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2180,nu·′i,butter,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2180,nuř′i,butter,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n2180,nuň′u,butter,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
ktivi,n2181,nam′us,prayer,,,[cf. Prs. namâz],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2181,nâm′oč,prayer,,,[cf. Prs. namâz],strand,,,,,,,noun dialect:Kamviri
sec,n2182,nul′osuni,destitute,,,,morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
Kam,n2182,n′â lus vâňa-,fall on hard times,,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n2183,nâuš′iak,winnowing tray,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2183,niväšig,winnowing tray,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,7039.1,lu:n′âng,"“Divine Snake,” epithet for the Pârūn River",,,[+; Buddruss (2005)],buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
zumu,7039.1,noŋ,,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
ktivi,n2184,n′âř,stream,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2184,n′oř,stream,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n2184,n′âːṛ,stream,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n2185,neṣo,beak,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2185,n′uṣ,beak,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2185,n′oṣ,beak,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n2185,n′âːṣ,beak,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2185,nâṣ,beak,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n2186,n′or,lair,,,,strand,,,,,,,noun dialect:Kamviri
nis,n2186,nâr,lair,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n2187,nâs′ak,face,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n2187,nesk′âr,face,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n2187,nâsk′or,face,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n2187,nâsk′or,cheek; face,,,,strand,,,,,,,noun dialect:Kamviri
Kam,7053,i′o nâřik,each one,,,[+],strand,,,,,,,pron dialect:Kamviri
Kam,n2188,nâms′oṭ,namesake,,,,strand,,,,,,,noun dialect:Kamviri
nis,n2188,nâm-ṣâ˜ṭ,namesake,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n2192,"vun′uǧ, un′uǧ",millrun,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
usut,n2192,on′uǧ,millrun,,,,buddruss,,,,,,,noun dialect:Prasun%3A%20Usut
ktivi,n2192,n′u,aqueduct,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n2192,n′u,aqueduct,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n2192,n′oː,aqueduct,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2193,nikâ,religious marriage ceremony,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sanu,n2194,niŋ-′â-,know; understand; recognize,,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
nis,n2194,niŋa-,know; be acquainted with,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,7177,-nǰüm-,sip,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
usut,7183,-nza-,put; place,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Usut
ktivi,7491,nuks′e-,"become undone; get out, leave; be let out [of school, etc.]; be relieved of duty; be taken off or undone [clothing]",,,"[+; or, less likely, T. 7479 *niš-kaṣ-a-ti ‘goes out’]",strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,7491,nuks′a-,"become undone; get out, leave; be let out [of school, etc.]; be relieved of duty; be taken off or undone [clothing]",,,"[+; or, less likely, T. 7479 *niš-kaṣ-a-ti ‘goes out’]",strand,,,,,,,verb intr dialect:Kamviri
usut,7440,-ns-,look; ([nź]),,,[cf. PNur *-nis- ‘come out; show up’],buddruss,,,,,,,verb tr n dialect:Prasun%3A%20Usut
sec,7440,-nźe-,see; look,,,[cf. PNur *-nis- ‘come out; show up’],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,7500,našt′e-,wrap around [a belt or cummerbund],,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,7500,ništ′a-,wrap around [a belt or cummerbund],,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n2195,lusṭ′ik,spit,,,[l from *lehati ‘lick’??],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n2195,lüsṭik,spittle,,,[l from *lehati ‘lick’??],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,7542.2,nâr′e-,weed,,,[= T. 14662; niš dâ- > niẓ dâ- > nir dâ- > nirdâ- > nirâ- >? nâre-],strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,7542.2,nâr′e-,weed,,,[= T. 14662; niš dâ- > niẓ dâ- > nir dâ- > nirdâ- > nirâ- >? nâre-],strand,,,,,,,verb tr dialect:Kamviri
Kam,7366,nim′al-,wrong; misguided,,,[Skt. nirmali: kr̥- ‘cleanse; clear’ > ‘change’ > ‘exchange’ > ‘mistake’?; v. NTS 2:269],strand,,,,,,,adj dialect:Kamviri
usut,7373.1,nim-,milk,,,[+?],buddruss,,,,,,,verb dialect:Prasun%3A%20Usut
usut,n2196,vü-nos-,appear outward,,,[+; doubtful T. 7270 n′ir-as-ya-ti ‘casts out’],buddruss,,,,,,,verb dialect:Prasun%3A%20Usut
usut,n2196,-nos-,appear; come out,,,[+; doubtful T. 7270 n′ir-as-ya-ti ‘casts out’],buddruss,,,,,,,verb intr dialect:Prasun%3A%20Usut
sec,n2196,-nos-,appear,,,[+; doubtful T. 7270 n′ir-as-ya-ti ‘casts out’],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n2196,-nse-,"come up, come out; appear (slowly); show up; open up",,,,strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n2196,-nsa-,"come up, come out; appear (slowly); show up; open up",,,,strand,,,,,,,verb intr dialect:Kamviri
